成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:25:03,16.96,+0.06%,--,222,376512,中性盘
09:30:03,16.96,+0.06%,--,255,432480,买盘
09:30:06,16.96,+0.06%,--,32,54272,卖盘
09:30:09,16.98,+0.18%,+0.02,6,10188,卖盘
09:30:12,16.99,+0.24%,+0.01,66,112134,买盘
09:30:15,17.0,+0.29%,+0.01,53,90100,买盘
09:30:18,17.05,+0.59%,+0.05,297,506385,买盘
09:30:21,17.0,+0.29%,-0.05,96,163200,卖盘
09:30:24,17.05,+0.59%,+0.05,58,98890,买盘
09:30:27,17.01,+0.35%,-0.04,28,47628,卖盘
09:30:33,17.01,+0.35%,--,8,13608,卖盘
09:30:39,17.0,+0.29%,-0.01,80,136000,卖盘
09:30:42,17.01,+0.35%,+0.01,2,3402,买盘
09:30:45,17.01,+0.35%,--,48,81648,买盘
09:30:51,17.01,+0.35%,--,20,34020,买盘
09:30:54,17.0,+0.29%,-0.01,38,64600,卖盘
09:30:57,17.01,+0.35%,+0.01,22,37422,买盘
09:31:03,17.01,+0.35%,--,23,39123,买盘
09:31:06,17.01,+0.35%,--,47,79947,买盘
09:31:09,17.01,+0.35%,--,82,139482,买盘
09:31:12,17.01,+0.35%,--,26,44226,卖盘
09:31:15,17.02,+0.41%,+0.01,10,17020,中性盘
09:31:18,17.03,+0.47%,+0.01,13,22139,中性盘
09:31:21,17.05,+0.59%,+0.02,68,115940,买盘
09:31:27,17.04,+0.53%,-0.01,35,59640,中性盘
09:31:33,17.05,+0.59%,+0.01,8,13640,买盘
09:31:36,17.0,+0.29%,-0.05,138,234600,卖盘
09:31:39,16.99,+0.24%,-0.01,43,73057,卖盘
09:31:42,16.98,+0.18%,-0.01,29,49242,中性盘
09:31:45,17.0,+0.29%,+0.02,26,44200,中性盘
09:31:51,17.0,+0.29%,+0.01,3,5100,中性盘
09:31:54,16.98,+0.18%,-0.02,21,35658,卖盘
09:31:57,17.0,+0.29%,+0.02,10,17000,买盘
09:32:00,17.0,+0.29%,--,20,34000,买盘
09:32:03,16.99,+0.24%,-0.01,17,28883,卖盘
09:32:06,16.96,+0.06%,-0.03,153,259488,卖盘
09:32:09,16.98,+0.18%,+0.02,70,118860,买盘
09:32:12,16.99,+0.24%,+0.01,28,47572,买盘
09:32:15,16.99,+0.24%,--,38,64562,买盘
09:32:18,16.98,+0.18%,-0.01,36,61128,中性盘
09:32:21,16.99,+0.24%,+0.01,1,1699,买盘
09:32:24,17.0,+0.29%,+0.01,10,17000,买盘
09:32:27,17.0,+0.29%,--,23,39100,买盘
09:32:36,16.99,+0.24%,+0.01,29,49271,买盘
09:32:39,16.98,+0.18%,-0.01,60,101880,卖盘
09:32:42,16.98,+0.18%,--,3,5094,买盘
09:32:45,16.97,+0.12%,-0.01,102,173094,卖盘
09:32:48,16.98,+0.18%,+0.01,37,62826,买盘
09:32:51,16.97,+0.12%,-0.01,3,5091,卖盘
09:32:54,16.97,+0.12%,--,49,83153,中性盘
09:32:57,16.96,+0.06%,-0.01,99,167904,卖盘
09:33:00,16.96,+0.06%,--,15,25440,买盘
