成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:25:03,16.5,-0.54%,--,912,1504800,中性盘
09:25:03,16.5,-0.54%,--,912,1504800,--
09:25:03,16.5,-0.54%,-0.02,912,1504800,中性盘
09:30:03,16.48,-0.66%,-0.02,394,649312,卖盘
09:30:06,16.46,-0.78%,-0.02,424,697904,卖盘
09:30:09,16.47,-0.72%,+0.01,235,387045,买盘
09:30:12,16.48,-0.66%,+0.01,218,359264,买盘
09:30:15,16.45,-0.84%,-0.03,117,192465,卖盘
09:30:18,16.47,-0.72%,+0.02,188,309636,买盘
09:30:21,16.49,-0.60%,+0.02,673,1109777,买盘
09:30:24,16.57,-0.12%,+0.08,195,323115,买盘
09:30:27,16.55,-0.24%,-0.02,524,867220,卖盘
09:30:30,16.58,-0.06%,+0.03,161,266938,中性盘
09:30:33,16.59,0.00%,+0.01,126,209034,买盘
09:30:36,16.6,+0.06%,+0.01,106,175960,买盘
09:30:39,16.6,+0.06%,--,92,152720,买盘
09:30:42,16.58,-0.06%,-0.02,77,127666,卖盘
09:30:45,16.61,+0.12%,+0.03,164,272404,中性盘
09:30:48,16.62,+0.18%,+0.01,42,69804,买盘
09:30:51,16.61,+0.12%,-0.01,118,195998,卖盘
09:30:54,16.61,+0.12%,--,69,114609,买盘
09:31:00,16.62,+0.18%,+0.01,49,81438,买盘
09:31:03,16.63,+0.24%,+0.01,661,1099243,买盘
09:31:06,16.67,+0.48%,+0.04,81,135027,买盘
09:31:09,16.66,+0.42%,-0.01,201,334866,中性盘
09:31:12,16.66,+0.42%,--,214,356524,买盘
09:31:15,16.66,+0.42%,--,170,283220,买盘
09:31:18,16.66,+0.42%,--,183,304878,买盘
09:31:21,16.66,+0.42%,--,72,119952,买盘
09:31:24,16.67,+0.48%,+0.01,137,228379,买盘
09:31:27,16.64,+0.30%,-0.03,88,146432,卖盘
09:31:30,16.66,+0.42%,+0.02,76,126616,买盘
09:31:33,16.66,+0.42%,--,81,134946,买盘
09:31:39,16.66,+0.42%,+0.01,33,54978,买盘
09:31:42,16.64,+0.30%,-0.02,128,212992,卖盘
09:31:45,16.64,+0.30%,--,122,203008,卖盘
09:31:48,16.64,+0.30%,--,72,119808,买盘
09:31:51,16.64,+0.30%,--,104,173056,卖盘
09:31:54,16.64,+0.30%,--,96,159744,买盘
09:31:57,16.65,+0.36%,+0.01,32,53280,卖盘
09:32:00,16.65,+0.36%,--,16,26640,卖盘
09:32:03,16.64,+0.30%,-0.01,127,211328,卖盘
09:32:06,16.65,+0.36%,+0.01,42,69930,买盘
09:32:09,16.62,+0.18%,-0.03,132,219384,卖盘
09:32:12,16.62,+0.18%,--,51,84762,卖盘
09:32:15,16.62,+0.18%,--,55,91410,卖盘
09:32:18,16.63,+0.24%,+0.01,11,18293,买盘
09:32:21,16.65,+0.36%,+0.02,196,326340,买盘
09:32:24,16.66,+0.42%,+0.01,43,71638,买盘
09:32:27,16.64,+0.30%,-0.02,229,381056,卖盘
09:32:33,16.65,+0.36%,+0.01,180,299700,买盘
09:32:39,16.63,+0.24%,-0.01,43,71509,卖盘
09:32:42,16.65,+0.36%,+0.02,112,186480,买盘
09:32:42,16.65,+0.36%,--,112,186480,中性盘
09:32:42,16.65,+0.36%,--,112,186480,买盘
09:32:45,16.64,+0.30%,-0.01,3,4992,中性盘
09:32:48,16.64,+0.30%,--,40,66560,买盘
09:32:51,16.63,+0.24%,-0.01,87,144681,卖盘
09:32:54,16.61,+0.12%,-0.02,58,96338,卖盘
