成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:43:09,17.04,+0.83%,--,5,8520,中性盘
09:43:12,17.04,+0.83%,--,17,28968,买盘
09:43:15,17.04,+0.83%,--,23,39192,买盘
09:43:18,17.04,+0.83%,--,23,39192,卖盘
09:43:21,17.04,+0.83%,--,26,44304,卖盘
09:43:24,17.05,+0.89%,+0.01,25,42625,买盘
09:43:27,17.04,+0.83%,-0.01,18,30672,卖盘
09:43:30,17.04,+0.83%,--,7,11928,买盘
09:43:33,17.05,+0.89%,+0.01,13,22165,买盘
09:43:36,17.04,+0.83%,-0.01,3,5112,中性盘
09:43:39,17.03,+0.77%,-0.01,41,69823,卖盘
09:43:42,17.03,+0.77%,--,30,51090,卖盘
09:43:45,17.02,+0.71%,-0.01,60,102120,卖盘
09:43:48,17.03,+0.77%,+0.01,30,51090,买盘
09:43:51,17.03,+0.77%,--,12,20436,买盘
09:43:54,17.03,+0.77%,--,6,10218,买盘
09:43:57,17.02,+0.71%,-0.01,17,28934,卖盘
09:44:00,17.03,+0.77%,+0.01,9,15327,中性盘
09:44:03,17.06,+0.95%,+0.03,485,827410,买盘
09:44:06,17.03,+0.77%,-0.03,88,149864,卖盘
09:44:09,17.04,+0.83%,+0.01,18,30672,中性盘
09:44:12,17.02,+0.71%,-0.02,227,386354,卖盘
09:44:15,17.02,+0.71%,--,17,28934,买盘
09:44:18,17.01,+0.65%,-0.01,70,119070,卖盘
09:44:21,17.0,+0.59%,-0.01,4,6800,卖盘
09:44:24,17.0,+0.59%,--,2,3400,卖盘
09:44:27,16.99,+0.53%,-0.01,140,237860,卖盘
09:44:30,16.98,+0.47%,-0.01,178,302244,卖盘
09:44:33,16.97,+0.41%,-0.01,1,1697,卖盘
09:44:36,16.97,+0.41%,--,22,37334,中性盘
09:44:39,16.95,+0.30%,-0.02,60,101700,卖盘
09:44:42,16.97,+0.41%,+0.02,3,5091,买盘
09:44:45,16.97,+0.41%,--,313,531161,买盘
09:44:48,16.96,+0.36%,-0.01,46,78016,卖盘
09:44:54,16.96,+0.36%,--,43,72928,卖盘
09:44:57,16.97,+0.41%,+0.01,24,40728,中性盘
09:45:03,16.99,+0.53%,+0.02,1,1699,买盘
09:45:06,16.97,+0.41%,-0.02,17,28849,卖盘
09:45:09,16.97,+0.41%,--,74,125578,卖盘
09:45:18,16.97,+0.41%,--,32,54304,买盘
09:45:24,16.97,+0.41%,--,21,35637,买盘
09:45:27,16.97,+0.41%,--,16,27152,买盘
09:45:30,16.98,+0.47%,+0.01,20,33960,买盘
09:45:33,16.97,+0.41%,-0.01,4,6788,买盘
09:45:45,16.97,+0.41%,--,33,56001,卖盘
09:45:48,16.97,+0.41%,--,51,86547,卖盘
09:45:51,16.97,+0.41%,--,37,62789,卖盘
09:45:54,16.97,+0.41%,--,204,346188,卖盘
09:45:57,16.96,+0.36%,-0.01,52,88192,卖盘
09:46:00,16.97,+0.41%,+0.01,17,28849,买盘
09:46:03,16.97,+0.41%,--,7,11879,买盘
09:46:06,16.98,+0.47%,+0.01,28,47544,买盘
09:46:15,16.96,+0.36%,-0.02,18,30528,卖盘
09:46:18,16.97,+0.41%,+0.01,8,13576,买盘
09:46:21,16.97,+0.41%,--,15,25455,买盘
09:46:24,16.93,+0.18%,-0.04,352,595936,卖盘
09:46:27,16.95,+0.30%,+0.02,34,57630,买盘
09:46:30,16.95,+0.30%,--,27,45765,买盘
09:46:36,16.93,+0.18%,-0.03,16,27088,卖盘
09:46:39,16.95,+0.30%,+0.02,70,118650,中性盘
09:46:45,16.94,+0.24%,-0.01,11,18634,卖盘
09:46:48,16.94,+0.24%,--,22,37268,卖盘
09:46:51,16.93,+0.18%,-0.01,39,66027,卖盘
09:46:54,16.93,+0.18%,--,20,33860,买盘
09:46:57,16.93,+0.18%,--,209,353837,买盘
09:47:00,16.92,+0.12%,-0.01,10,16920,中性盘
09:47:03,16.92,+0.12%,--,120,203040,买盘
09:47:06,16.94,+0.24%,+0.02,188,318472,买盘
09:47:09,16.94,+0.24%,--,36,60984,卖盘
09:47:12,16.94,+0.24%,--,25,42350,卖盘
09:47:15,16.94,+0.24%,--,10,16940,卖盘
09:47:18,16.95,+0.30%,+0.01,27,45765,买盘
09:47:24,16.96,+0.36%,+0.01,8,13568,买盘
09:47:27,16.96,+0.36%,--,3,5088,买盘
09:47:30,16.96,+0.36%,--,1,1696,卖盘
09:47:33,16.97,+0.41%,+0.01,4,6788,买盘
09:47:36,16.97,+0.41%,--,9,15273,买盘
09:47:39,16.97,+0.41%,--,18,30546,买盘
09:47:42,16.95,+0.30%,-0.02,39,66105,卖盘
09:47:42,16.95,+0.30%,--,39,66105,中性盘
09:47:45,16.95,+0.30%,--,26,44070,买盘
09:47:48,16.95,+0.30%,--,1,1695,买盘
09:47:51,16.95,+0.30%,--,6,10170,买盘
09:47:54,16.95,+0.30%,--,8,13560,买盘
09:47:57,16.95,+0.30%,--,12,20340,买盘
09:48:00,16.95,+0.30%,--,5,8475,买盘
09:48:09,16.95,+0.30%,--,116,196620,买盘
09:48:12,16.95,+0.30%,--,21,35595,卖盘
09:48:15,16.93,+0.18%,-0.02,265,448645,卖盘
09:48:18,16.94,+0.24%,+0.01,7,11858,买盘
09:48:21,16.94,+0.24%,--,4,6776,买盘
09:48:24,16.92,+0.12%,-0.02,10,16920,卖盘
09:48:27,16.92,+0.12%,--,7,11844,卖盘
09:48:30,16.93,+0.18%,+0.01,12,20316,卖盘
09:48:33,16.94,+0.24%,+0.01,6,10164,买盘
09:48:36,16.93,+0.18%,-0.01,26,44018,中性盘
09:48:39,16.92,+0.12%,-0.01,21,35532,卖盘
09:48:42,16.92,+0.12%,--,9,15228,买盘
09:48:45,16.91,+0.06%,-0.01,74,125134,卖盘
