成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:25:03,17.53,+0.11%,--,464,813392,--
09:25:03,17.53,+0.11%,--,464,813392,中性盘
09:30:03,17.54,+0.17%,+0.01,831,1457574,买盘
09:30:06,17.52,+0.06%,-0.02,339,593928,卖盘
09:30:09,17.53,+0.11%,+0.01,39,68367,买盘
09:30:12,17.5,-0.06%,-0.03,48,84000,卖盘
09:30:15,17.51,0.00%,+0.01,47,82297,买盘
09:30:18,17.5,-0.06%,-0.01,112,196000,卖盘
09:30:21,17.45,-0.34%,-0.05,206,359470,卖盘
09:30:24,17.42,-0.51%,-0.03,180,313560,卖盘
09:30:27,17.4,-0.63%,-0.02,107,186180,卖盘
09:30:30,17.42,-0.51%,+0.02,102,177684,买盘
09:30:33,17.39,-0.69%,-0.03,188,326932,卖盘
09:30:36,17.4,-0.63%,+0.01,31,53940,买盘
09:30:39,17.38,-0.74%,-0.02,150,262247,卖盘
09:30:42,17.39,-0.69%,+0.01,51,88689,中性盘
09:30:45,17.4,-0.63%,+0.01,194,337560,买盘
09:30:48,17.37,-0.80%,-0.03,139,241443,卖盘
09:30:51,17.39,-0.69%,+0.02,134,233026,买盘
09:30:54,17.41,-0.57%,+0.02,7,12187,买盘
09:30:57,17.39,-0.69%,-0.02,29,50431,卖盘
09:31:00,17.41,-0.57%,+0.02,95,165395,买盘
09:31:03,17.4,-0.63%,-0.01,25,43500,买盘
09:31:06,17.4,-0.63%,--,72,125280,中性盘
09:31:09,17.42,-0.51%,+0.02,216,376272,买盘
09:31:12,17.4,-0.63%,-0.02,3,5220,卖盘
09:31:15,17.41,-0.57%,+0.01,38,66158,买盘
09:31:18,17.41,-0.57%,--,10,17410,买盘
09:31:21,17.42,-0.51%,+0.01,63,109746,买盘
09:31:24,17.43,-0.46%,+0.01,112,195216,买盘
09:31:33,17.44,-0.40%,-0.01,22,38368,卖盘
09:31:36,17.45,-0.34%,+0.01,14,24430,中性盘
09:31:39,17.48,-0.17%,+0.03,51,89148,买盘
09:31:42,17.45,-0.34%,-0.03,54,94230,卖盘
