成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:34:42,24.78,-0.48%,--,1,2478,中性盘
09:34:57,24.79,-0.44%,--,11,27269,买盘
09:35:12,24.78,-0.48%,-0.01,13,32214,卖盘
09:35:15,24.76,-0.56%,-0.02,3,7428,卖盘
09:35:18,24.79,-0.44%,+0.03,4,9916,买盘
09:35:24,24.78,-0.48%,-0.01,34,84252,中性盘
09:35:36,24.77,-0.52%,-0.01,1,2477,中性盘
09:35:39,24.78,-0.48%,+0.01,1,2478,买盘
09:35:42,24.76,-0.56%,-0.02,13,32188,卖盘
09:35:45,24.75,-0.60%,-0.01,130,321750,卖盘
09:35:48,24.74,-0.64%,-0.01,57,141018,卖盘
09:35:51,24.75,-0.60%,+0.01,20,49500,买盘
09:36:00,24.74,-0.64%,-0.01,7,17318,中性盘
09:36:03,24.72,-0.72%,-0.02,21,51912,卖盘
09:36:09,24.72,-0.72%,--,8,19776,卖盘
09:36:12,24.72,-0.72%,--,11,27192,卖盘
09:36:21,24.71,-0.76%,-0.01,10,24710,卖盘
09:36:33,24.7,-0.80%,-0.01,204,503880,卖盘
09:36:45,24.7,-0.80%,-0.01,8,19760,卖盘
09:36:48,24.7,-0.80%,--,8,19760,卖盘
09:36:51,24.7,-0.80%,--,21,51870,卖盘
09:36:54,24.7,-0.80%,--,5,12350,卖盘
09:37:00,24.7,-0.80%,--,1,2470,卖盘
09:37:03,24.7,-0.80%,--,19,46930,卖盘
09:37:06,24.7,-0.80%,--,78,192660,卖盘
09:37:12,24.69,-0.84%,-0.01,15,37035,买盘
09:37:24,24.66,-0.96%,-0.03,25,61650,卖盘
09:37:30,24.66,-0.96%,--,7,17262,中性盘
09:37:33,24.66,-0.96%,--,23,56718,买盘
09:37:36,24.68,-0.88%,+0.02,26,64168,中性盘
09:37:39,24.68,-0.88%,--,4,9872,卖盘
09:37:42,24.69,-0.84%,+0.01,4,9876,中性盘
09:37:45,24.69,-0.84%,--,3,7407,卖盘
09:37:51,24.7,-0.80%,+0.01,5,12350,买盘
09:37:54,24.7,-0.80%,--,61,150670,买盘
09:37:57,24.71,-0.76%,+0.01,4,9884,买盘
09:38:00,24.71,-0.76%,--,4,9884,中性盘
09:38:03,24.72,-0.72%,+0.01,4,9888,买盘
09:38:06,24.73,-0.68%,+0.01,107,264611,买盘
09:38:09,24.76,-0.56%,+0.03,9,22284,买盘
09:38:15,24.73,-0.68%,-0.03,5,12365,卖盘
09:38:18,24.76,-0.56%,+0.03,5,12380,买盘
09:38:21,24.76,-0.56%,--,5,12380,卖盘
09:38:24,24.77,-0.52%,+0.01,8,19816,买盘
09:38:36,24.75,-0.60%,-0.02,1,2475,中性盘
09:38:39,24.75,-0.60%,--,16,39600,中性盘
09:38:45,24.75,-0.60%,--,4,9900,买盘
09:38:57,24.75,-0.60%,--,29,71775,卖盘
09:39:06,24.75,-0.60%,--,16,39600,买盘
09:39:09,24.75,-0.60%,--,12,29700,卖盘
09:39:12,24.75,-0.60%,--,3,7425,卖盘
09:39:15,24.74,-0.64%,-0.01,11,27214,卖盘
09:39:21,24.74,-0.64%,--,10,24740,买盘
09:39:30,24.73,-0.68%,-0.01,80,197840,卖盘
09:39:39,24.73,-0.68%,--,5,12365,买盘
09:39:42,24.73,-0.68%,--,32,79136,买盘
09:39:48,24.72,-0.72%,--,4,9888,卖盘
09:39:54,24.72,-0.72%,--,1,2472,中性盘
09:39:57,24.71,-0.76%,-0.01,3,7413,卖盘
09:40:06,24.72,-0.72%,+0.01,16,39552,买盘
09:40:09,24.7,-0.80%,-0.02,24,59280,卖盘
09:40:12,24.7,-0.80%,--,51,125970,卖盘
09:40:15,24.7,-0.80%,--,7,17290,中性盘
09:40:18,24.71,-0.76%,+0.01,15,37065,买盘
09:40:21,24.7,-0.80%,-0.01,1,2470,中性盘
09:40:27,24.7,-0.80%,--,4,9880,卖盘
09:40:45,24.71,-0.76%,+0.01,11,27181,买盘
09:41:00,24.7,-0.80%,-0.01,5,12350,中性盘
09:41:03,24.71,-0.76%,+0.01,10,24710,买盘
09:41:18,24.73,-0.68%,+0.02,69,170637,买盘
09:41:30,24.73,-0.68%,-0.01,14,34622,卖盘
09:41:33,24.74,-0.64%,+0.01,2,4948,买盘
09:41:48,24.74,-0.64%,--,14,34636,买盘
09:42:00,24.74,-0.64%,--,3,7422,卖盘
09:42:21,24.73,-0.68%,-0.01,10,24730,中性盘
09:42:27,24.73,-0.68%,--,7,17311,卖盘
09:42:39,24.73,-0.68%,--,4,9892,卖盘
09:42:45,24.73,-0.68%,--,4,9892,中性盘
09:42:57,24.72,-0.72%,-0.01,1,2472,卖盘
09:43:12,24.71,-0.76%,-0.01,1,2471,卖盘
09:43:15,24.72,-0.72%,+0.01,3,7416,买盘
09:43:18,24.71,-0.76%,-0.01,21,51891,卖盘
09:43:27,24.7,-0.80%,-0.01,18,44460,卖盘
09:43:39,24.72,-0.72%,+0.02,2,4944,买盘
09:43:42,24.71,-0.76%,-0.01,9,22239,卖盘
09:43:45,24.71,-0.76%,--,5,12355,买盘
09:43:51,24.7,-0.80%,-0.01,2,4940,卖盘
09:43:54,24.7,-0.80%,--,10,24700,卖盘
09:43:57,24.71,-0.76%,+0.01,21,51891,买盘
09:44:03,24.71,-0.76%,--,35,86485,买盘
09:44:09,24.71,-0.76%,--,8,19768,买盘
