成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:04,0.0,-100.00%,--,0,0,卖盘
09:24:54,0.0,-100.00%,--,0,0,中性盘
09:25:00,25.89,+0.39%,+25.89,878,2273453,卖盘
09:25:00,25.89,+0.39%,--,878,2273453,--
09:25:00,25.89,+0.39%,--,878,2273453,中性盘
09:30:02,25.91,+0.47%,+0.02,359,932449,买盘
09:30:05,25.96,+0.66%,+0.05,217,564890,买盘
09:30:08,25.98,+0.74%,+0.02,177,460158,买盘
09:30:11,25.98,+0.74%,--,675,1753650,卖盘
09:30:14,26.0,+0.81%,+0.02,367,954304,买盘
09:30:17,26.0,+0.81%,--,165,429000,卖盘
09:30:20,26.07,+1.09%,+0.07,83,218467,买盘
09:30:23,26.08,+1.12%,+0.01,141,367728,买盘
09:30:26,26.1,+1.20%,+0.02,272,709920,买盘
09:30:29,26.14,+1.36%,+0.04,52,135928,买盘
09:30:32,26.15,+1.40%,+0.01,138,360870,买盘
09:30:35,26.18,+1.51%,+0.03,145,380134,买盘
09:30:38,26.2,+1.59%,+0.02,195,511948,买盘
09:30:41,26.2,+1.59%,--,605,1586672,买盘
09:30:44,26.21,+1.63%,+0.01,181,474401,中性盘
09:30:47,26.23,+1.71%,+0.02,308,807884,买盘
09:30:50,26.2,+1.59%,-0.03,324,848880,卖盘
09:30:53,26.25,+1.78%,+0.05,934,2451750,买盘
09:30:56,26.25,+1.78%,--,162,425775,买盘
09:30:59,26.21,+1.63%,-0.04,237,623274,卖盘
09:31:02,26.23,+1.71%,+0.02,377,988871,买盘
09:31:05,26.21,+1.63%,-0.02,159,416739,中性盘
09:31:08,26.19,+1.55%,-0.02,289,756891,卖盘
09:31:11,26.1,+1.20%,-0.09,188,492768,卖盘
09:31:14,26.08,+1.12%,-0.02,229,597232,卖盘
09:31:17,26.05,+1.01%,-0.03,62,161510,卖盘
09:31:20,26.0,+0.81%,-0.05,60,156000,卖盘
09:31:23,26.06,+1.05%,+0.06,264,687984,买盘
09:31:26,26.08,+1.12%,+0.02,47,122576,中性盘
09:31:29,26.07,+1.09%,-0.01,207,539649,中性盘
09:31:35,26.06,+1.05%,-0.01,91,237146,卖盘
09:31:38,26.07,+1.09%,+0.01,111,291463,买盘
09:31:41,26.06,+1.05%,-0.01,118,307508,卖盘
09:31:44,26.03,+0.93%,-0.03,146,380038,卖盘
09:31:47,26.06,+1.05%,+0.03,18,46908,买盘
09:31:50,26.03,+0.93%,-0.03,235,611705,卖盘
09:31:53,26.05,+1.01%,+0.02,94,244870,卖盘
