成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:25:03,143.57,+0.08%,--,57,824092,中性盘
09:25:03,143.57,+0.08%,--,57,824092,--
09:33:21,143.76,+0.22%,--,4,57504,中性盘
09:33:21,143.76,+0.22%,--,4,57504,买盘
09:33:24,143.76,+0.22%,--,5,71880,买盘
09:33:27,143.7,+0.17%,-0.06,13,186810,中性盘
09:33:30,143.94,+0.34%,+0.24,28,403032,买盘
09:33:33,143.94,+0.34%,--,8,115152,买盘
09:33:36,143.99,+0.38%,+0.05,18,259182,买盘
09:33:39,143.99,+0.38%,--,9,129591,买盘
09:33:42,143.99,+0.38%,--,4,57596,买盘
09:33:45,144.13,+0.47%,+0.14,61,879193,买盘
09:33:48,144.27,+0.57%,+0.14,6,86562,买盘
09:33:51,144.1,+0.45%,-0.17,10,144100,中性盘
09:33:54,144.08,+0.44%,-0.02,1,14408,中性盘
09:33:57,144.0,+0.38%,-0.08,16,230400,卖盘
09:34:00,144.02,+0.40%,+0.02,4,57608,买盘
09:34:03,143.82,+0.26%,-0.2,8,115056,卖盘
09:34:06,143.91,+0.32%,+0.09,7,100737,中性盘
09:34:09,144.02,+0.40%,+0.11,13,187226,买盘
09:34:12,144.0,+0.38%,-0.02,2,28800,买盘
09:34:15,144.01,+0.39%,+0.01,2,28802,买盘
09:34:18,143.91,+0.32%,-0.1,3,43173,卖盘
09:34:21,144.01,+0.39%,+0.1,11,158411,买盘
09:34:24,144.03,+0.40%,+0.02,13,187239,买盘
09:34:27,144.1,+0.45%,+0.07,12,172920,买盘
09:34:30,144.03,+0.40%,-0.07,4,57612,中性盘
09:34:33,144.1,+0.45%,+0.07,9,129690,买盘
09:34:36,143.91,+0.32%,-0.19,21,302211,卖盘
09:34:39,144.02,+0.40%,+0.11,4,57608,买盘
09:34:42,144.09,+0.45%,+0.07,23,331407,买盘
09:34:45,143.93,+0.33%,-0.16,8,115144,中性盘
09:34:48,143.93,+0.33%,--,5,71965,卖盘
09:34:51,143.91,+0.32%,-0.02,17,250403,卖盘
09:34:54,143.9,+0.31%,-0.01,26,380040,卖盘
09:34:57,143.81,+0.25%,-0.09,21,304733,卖盘
09:35:00,143.53,+0.06%,-0.28,5,71765,卖盘
09:35:03,143.81,+0.25%,+0.28,8,115048,买盘
09:35:06,143.47,+0.01%,-0.34,18,258246,卖盘
09:35:09,143.4,-0.03%,-0.07,4,57360,卖盘
09:35:12,143.27,-0.13%,-0.13,12,171924,中性盘
09:35:15,143.18,-0.19%,-0.09,2,28636,卖盘
09:35:18,143.38,-0.05%,+0.2,3,43014,买盘
09:35:21,143.38,-0.05%,--,6,86028,买盘
09:35:24,143.68,+0.16%,+0.3,19,272992,买盘
