成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:00,0.0,-100.00%,--,0,0,中性盘
09:25:00,20.89,-0.48%,--,508,1061212,--
09:25:00,20.89,-0.48%,--,508,1061212,中性盘
09:30:00,20.9,-0.43%,+0.01,618,1291620,买盘
09:30:03,20.95,-0.19%,+0.05,782,1638290,中性盘
09:30:06,20.91,-0.38%,-0.04,137,286467,中性盘
09:30:12,20.95,-0.19%,+0.05,37,77515,买盘
09:30:15,20.95,-0.19%,--,87,182265,买盘
09:30:18,20.96,-0.14%,+0.01,34,71264,买盘
09:30:21,20.97,-0.10%,+0.01,23,48231,中性盘
09:30:24,21.0,+0.05%,+0.03,60,126000,买盘
09:30:27,20.97,-0.10%,-0.03,166,348102,卖盘
09:30:30,20.97,-0.10%,--,112,234864,卖盘
09:30:33,21.0,+0.05%,+0.03,40,84000,中性盘
09:30:36,21.0,+0.05%,--,61,128100,买盘
09:30:39,20.97,-0.10%,-0.03,2,4194,中性盘
09:30:42,21.0,+0.05%,+0.03,165,346500,买盘
09:30:45,20.97,-0.10%,-0.03,125,262125,卖盘
09:30:48,20.98,-0.05%,+0.01,226,474148,中性盘
09:30:51,20.97,-0.10%,-0.01,85,178245,卖盘
09:30:54,20.94,-0.24%,-0.03,41,85854,卖盘
09:30:57,20.96,-0.14%,+0.02,67,140432,买盘
09:31:00,20.98,-0.05%,+0.02,117,245466,买盘
09:31:03,20.96,-0.14%,-0.02,40,83840,卖盘
09:31:06,20.95,-0.19%,-0.01,58,121510,卖盘
09:31:09,20.96,-0.14%,+0.01,84,176064,买盘
09:31:12,20.91,-0.38%,-0.05,27,56457,卖盘
09:31:15,20.9,-0.43%,-0.01,67,140030,卖盘
09:31:18,20.89,-0.48%,-0.01,44,91916,卖盘
09:31:21,20.89,-0.48%,--,17,35513,中性盘
09:31:24,20.88,-0.52%,-0.01,10,20880,卖盘
09:31:27,20.89,-0.48%,+0.01,123,256947,中性盘
09:31:30,20.9,-0.43%,+0.01,55,114950,中性盘
09:31:36,20.92,-0.33%,+0.03,42,87864,中性盘
09:31:39,20.92,-0.33%,--,30,62760,卖盘
09:31:42,20.93,-0.29%,+0.01,85,177905,买盘
09:31:45,20.91,-0.38%,-0.02,33,69003,卖盘
09:31:48,20.92,-0.33%,+0.01,45,94140,中性盘
09:31:51,20.92,-0.33%,--,44,92048,卖盘
09:31:54,20.94,-0.24%,+0.02,38,79572,买盘
09:31:57,20.95,-0.19%,+0.01,67,140365,买盘
09:32:00,20.95,-0.19%,--,8,16760,买盘
09:32:03,20.93,-0.29%,-0.02,6,12558,中性盘
09:32:06,20.91,-0.38%,-0.02,88,184008,卖盘
09:32:09,20.91,-0.38%,--,121,253011,买盘
09:32:12,20.92,-0.33%,+0.01,49,102508,买盘
09:32:15,20.92,-0.33%,--,74,154808,买盘
09:32:18,20.92,-0.33%,--,250,523000,中性盘
09:32:18,20.92,-0.33%,--,250,523000,卖盘
09:32:21,20.9,-0.43%,-0.02,303,633270,卖盘
09:32:24,20.92,-0.33%,+0.02,5,10460,中性盘
09:32:27,20.91,-0.38%,-0.01,32,66912,卖盘
09:32:30,20.91,-0.38%,--,27,56457,卖盘
09:32:36,20.91,-0.38%,--,47,98277,卖盘
09:32:39,20.91,-0.38%,--,1,2237,买盘
09:32:42,20.91,-0.38%,--,26,56311,卖盘
09:32:45,20.92,-0.33%,+0.01,5,10460,中性盘
09:32:48,20.92,-0.33%,--,13,27196,卖盘
09:32:51,20.92,-0.33%,--,3,6276,买盘
09:32:54,20.92,-0.33%,--,22,46024,买盘
09:32:57,20.92,-0.33%,--,9,18828,买盘
09:33:00,20.91,-0.38%,-0.01,116,242556,卖盘
09:33:03,20.9,-0.43%,-0.01,352,735680,卖盘
09:33:06,20.93,-0.29%,+0.03,176,368368,买盘
09:33:09,20.91,-0.38%,-0.02,113,236429,卖盘
09:33:12,20.95,-0.19%,+0.04,172,360340,买盘
09:33:15,20.96,-0.14%,+0.01,54,113184,买盘
09:33:18,20.96,-0.14%,--,2,4192,卖盘
09:33:21,20.96,-0.14%,--,159,333264,卖盘
09:33:24,20.97,-0.10%,+0.01,13,27261,卖盘
09:33:27,21.04,+0.24%,+0.07,123,258792,买盘
09:33:33,21.02,+0.14%,-0.02,81,170262,卖盘
09:33:36,21.05,+0.29%,+0.03,126,265230,买盘
09:33:39,21.02,+0.14%,-0.03,31,65162,卖盘
09:33:42,21.02,+0.14%,--,245,514990,卖盘
09:33:45,21.05,+0.29%,+0.03,13,27365,卖盘
09:33:48,21.05,+0.29%,--,52,109460,卖盘
09:33:51,21.03,+0.19%,-0.02,304,639312,卖盘
09:33:54,21.02,+0.14%,-0.01,44,92488,中性盘
09:33:57,21.03,+0.19%,+0.01,67,140901,中性盘
09:34:00,21.02,+0.14%,-0.01,103,216506,卖盘
09:34:03,21.03,+0.19%,+0.01,76,159828,买盘
09:34:09,21.03,+0.19%,--,78,164034,买盘
09:34:12,21.07,+0.38%,+0.04,498,1049286,买盘
09:34:15,21.06,+0.33%,-0.01,131,275886,卖盘
09:34:18,21.08,+0.43%,+0.02,23,48484,买盘
09:34:21,21.08,+0.43%,--,23,48484,卖盘
09:34:24,21.09,+0.48%,+0.01,126,265734,买盘
09:34:27,21.06,+0.33%,-0.03,95,200070,卖盘
09:34:30,21.09,+0.48%,+0.03,140,295260,买盘
09:34:33,21.08,+0.43%,-0.01,48,101184,卖盘
09:34:36,21.09,+0.48%,+0.01,26,54834,买盘
09:34:39,21.09,+0.48%,--,22,46398,卖盘
09:34:42,21.1,+0.52%,+0.01,72,151920,买盘
09:34:45,21.12,+0.62%,+0.02,40,84480,卖盘
09:34:48,21.13,+0.67%,+0.01,81,171153,买盘
09:34:51,21.09,+0.48%,-0.04,196,413364,卖盘
09:34:54,21.07,+0.38%,-0.02,284,598388,卖盘
09:34:57,21.08,+0.43%,+0.01,324,682992,买盘
09:35:00,21.1,+0.52%,+0.02,382,806020,买盘
09:35:03,21.09,+0.48%,-0.01,54,113886,卖盘
09:35:06,21.09,+0.48%,--,141,297369,中性盘
09:35:09,21.08,+0.43%,-0.01,54,113832,卖盘
09:35:12,21.08,+0.43%,--,71,149668,卖盘
09:35:15,21.09,+0.48%,+0.01,134,282606,买盘
09:35:18,21.09,+0.48%,--,74,156066,买盘
09:35:21,21.11,+0.57%,+0.02,229,483419,买盘
09:35:24,21.16,+0.81%,+0.05,344,727904,买盘
09:35:27,21.16,+0.81%,--,73,154468,卖盘
09:35:30,21.17,+0.86%,+0.01,117,247689,买盘
09:35:33,21.19,+0.95%,+0.02,153,324207,买盘
09:35:36,21.18,+0.91%,-0.01,217,459606,中性盘
09:35:39,21.2,+1.00%,+0.02,211,447320,买盘
09:35:42,21.19,+0.95%,-0.01,132,279708,卖盘
09:35:45,21.18,+0.91%,-0.01,60,127080,卖盘
09:35:48,21.18,+0.91%,--,73,154614,卖盘
09:35:51,21.14,+0.71%,-0.04,865,1828610,卖盘
09:35:54,21.16,+0.81%,+0.02,170,359720,买盘
09:35:57,21.19,+0.95%,+0.03,48,101712,买盘
09:35:57,21.19,+0.95%,-0.04,48,101712,中性盘
09:36:00,21.15,+0.76%,-0.04,26,54990,卖盘
09:36:03,21.15,+0.76%,--,47,99405,卖盘
09:36:06,21.15,+0.76%,--,71,150165,买盘
09:36:09,21.16,+0.81%,+0.01,34,71944,买盘
09:36:12,21.15,+0.76%,-0.01,61,129015,卖盘
09:36:15,21.16,+0.81%,+0.01,216,457056,卖盘
09:36:18,21.17,+0.86%,+0.01,24,50808,中性盘
09:36:21,21.2,+1.00%,+0.03,72,152640,买盘
09:36:24,21.18,+0.91%,-0.02,246,521028,卖盘
09:36:27,21.19,+0.95%,+0.01,22,46618,买盘
09:36:30,21.19,+0.95%,--,42,88998,中性盘
09:36:33,21.2,+1.00%,+0.01,24,50880,买盘
09:36:36,21.2,+1.00%,--,60,127200,买盘
09:36:39,21.2,+1.00%,--,84,178080,卖盘
09:36:42,21.2,+1.00%,--,199,421880,卖盘
09:36:45,21.2,+1.00%,--,395,837400,卖盘
09:36:48,21.23,+1.14%,+0.03,198,420354,买盘
09:36:51,21.23,+1.14%,--,239,507397,买盘
09:36:54,21.21,+1.05%,-0.02,279,591759,卖盘
09:36:57,21.24,+1.19%,+0.03,82,174168,买盘
09:37:00,21.25,+1.24%,+0.01,70,148750,买盘
09:37:03,21.24,+1.19%,-0.01,92,195408,卖盘
09:37:06,21.26,+1.29%,+0.02,38,80788,卖盘
09:37:09,21.27,+1.33%,+0.01,49,104223,买盘
09:37:12,21.28,+1.38%,+0.01,44,93632,买盘
09:37:15,21.29,+1.43%,+0.01,454,966566,买盘
09:37:18,21.28,+1.38%,-0.01,176,374528,中性盘
09:37:21,21.26,+1.29%,-0.02,326,693076,卖盘
09:37:24,21.28,+1.38%,+0.02,86,183008,中性盘
09:37:27,21.29,+1.43%,+0.01,178,378962,买盘
09:37:30,21.28,+1.38%,-0.01,86,183008,买盘
09:37:33,21.28,+1.38%,--,168,357504,买盘
09:37:36,21.28,+1.38%,--,364,774592,买盘
09:37:39,21.28,+1.38%,--,33,70224,卖盘
09:37:42,21.28,+1.38%,--,394,838432,卖盘
09:37:45,21.25,+1.24%,-0.03,344,731000,卖盘
09:37:48,21.21,+1.05%,-0.04,189,400869,卖盘
09:37:51,21.24,+1.19%,+0.03,126,267624,买盘
09:37:54,21.25,+1.24%,+0.01,33,70125,中性盘
09:37:57,21.24,+1.19%,-0.01,19,40356,卖盘
09:38:00,21.24,+1.19%,--,93,197532,卖盘
09:38:03,21.23,+1.14%,-0.01,13,27599,卖盘
09:38:06,21.23,+1.14%,--,23,48829,买盘
09:38:09,21.24,+1.19%,+0.01,122,259128,买盘
09:38:12,21.24,+1.19%,--,124,263376,卖盘
09:38:15,21.22,+1.10%,-0.02,23,48806,卖盘
09:38:18,21.21,+1.05%,-0.01,128,271488,卖盘
09:38:21,21.2,+1.00%,-0.01,7,14840,卖盘
09:38:24,21.18,+0.91%,-0.02,169,357942,卖盘
09:38:27,21.2,+1.00%,+0.02,15,31800,买盘
09:38:30,21.17,+0.86%,-0.03,78,165126,卖盘
09:38:33,21.21,+1.05%,+0.04,51,108171,买盘
09:38:36,21.19,+0.95%,-0.02,11,23309,买盘
09:38:39,21.2,+1.00%,+0.01,79,167480,买盘
09:38:42,21.21,+1.05%,+0.01,41,86961,买盘
09:38:45,21.21,+1.05%,--,63,133623,买盘
09:38:48,21.23,+1.14%,+0.02,178,377894,买盘
09:38:51,21.21,+1.05%,-0.02,137,290577,卖盘
09:38:54,21.2,+1.00%,-0.01,23,48760,卖盘
09:38:57,21.2,+1.00%,--,28,59360,卖盘
09:39:00,21.18,+0.91%,-0.02,46,97428,卖盘
09:39:03,21.14,+0.71%,-0.04,376,794864,卖盘
09:39:06,21.14,+0.71%,--,101,213514,卖盘
09:39:09,21.12,+0.62%,-0.02,7,14784,中性盘
09:39:12,21.1,+0.52%,-0.02,223,470530,卖盘
09:39:15,21.09,+0.48%,-0.01,174,366966,中性盘
