股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
波长光电,12.7%,45.08%,0.28170506108202437
广钢气体,11.36%,32.82%,0.34617751479289954
锴威特,11.15%,19.59%,0.5691554116558744
慧智微,10.71%,35.43%,0.30227904
恒达新材,10.6%,3.52%,3.0104000000000073
信宇人,10.54%,8.38%,1.2579335504885991
天山电子,9.96%,20.54%,0.4848483091787443
致欧科技,9.14%,10.5%,0.8703518367346927
普莱得,8.96%,10.21%,0.877479329608939
拓山重工,8.8%,9.45%,0.9309793103448281
恒尚节能,8.73%,-5.03%,1.736476363636367
华虹公司,8.7%,16.17%,0.5378953974895395
南芯科技,8.66%,19.82%,0.4369311081441921
康鹏科技,8.65%,44.43%,0.19467294900221732
富乐德,8.33%,19.94%,0.41780156250000006
苏州规划,8.24%,-7.08%,1.1633340659340656
盛邦安全,8.17%,45.43%,0.17985460921843685
甬矽电子,7.73%,29.86%,0.25888917274939177
威尔高,7.47%,0.0%,inf
双乐股份,7.43%,22.41%,0.33161448931116383
中润光学,7.38%,15.39%,0.4794478359908887
司南导航,7.29%,33.21%,0.21949672131147535
逸飞激光,7.18%,15.14%,0.4741721439749609
利和兴,7.15%,25.12%,0.28459410112359546
中英科技,7.05%,32.9%,0.21431725146198832
耐科装备,6.93%,22.95%,0.3019821846553964
正强股份,6.92%,10.32%,0.6706453124999994
泰凌微,6.83%,8.96%,0.7619647840531548
光格科技,6.79%,11.88%,0.5716139489194503
华力创通,6.72%,112.85%,0.05954771451483563
新莱福,6.71%,-9.2%,0.7291533333333333
翔腾新材,6.68%,18.11%,0.3689400576368873
华海诚科,6.67%,33.3%,0.20027264883520274
威马农机,6.63%,10.58%,0.6264788135593223
致尚科技,6.58%,17.11%,0.3844734111543449
力源信息,6.54%,45.64%,0.14330294117647055
容大感光,6.44%,62.59%,0.102887573964497
天房发展,6.43%,-2.85%,2.257644444444437
东南电子,6.36%,18.91%,0.3362958904109589
美芯晟,6.29%,26.03%,0.24166167176350656
安凯微,6.12%,18.67%,0.32783788546255516
上海建科,6.03%,5.41%,1.1138561797752848
美埃科技,5.88%,24.89%,0.2362831578947368
利仁科技,5.83%,10.14%,0.574671428571429
捷邦科技,5.82%,20.45%,0.28460150602409634
恒宇信通,5.81%,12.06%,0.48171267123287703
未来电器,5.7%,6.22%,0.9160714285714288
宏昌科技,5.66%,15.89%,0.35616585365853676
天键股份,5.63%,10.81%,0.5208450248756215
宝丽迪,5.6%,30.72%,0.1822784810126582
森泰股份,5.47%,9.21%,0.5936415178571423
通业科技,5.43%,19.27%,0.28184285714285734
大宏立,5.42%,10.56%,0.513305882352941
蓝箭电子,5.35%,59.67%,0.08966345759934453
森鹰窗业,5.29%,-2.85%,1.85661935483871
国泰环保,5.27%,-9.05%,0.5822532945736438
高铁电气,5.27%,18.67%,0.28220000000000023
王力安防,5.22%,7.85%,0.665384810126583
雷尔伟,5.21%,24.14%,0.21584285714285706
好上好,5.05%,16.15%,0.3127057057057059
茂莱光学,5.03%,53.9%,0.09331831107281349
坤泰股份,5.03%,10.68%,0.4709246376811593
儒竞科技,4.99%,-2.66%,1.8775805970149284
创耀科技,4.97%,27.62%,0.17996378998189508
福莱新材,4.92%,4.0%,1.2308065573770504
博俊科技,4.9%,12.0%,0.40833333333333344
联翔股份,4.8%,6.44%,0.7455700934579438
蒙草生态,4.7%,6.94%,0.6767999999999998
九州一轨,4.67%,6.9%,0.6769188118811884
西高院,4.67%,10.15%,0.4601239263803673
昆船智能,4.66%,15.3%,0.30448082595870196
伟测科技,4.64%,37.17%,0.12484286949006054
佰维存储,4.56%,23.75%,0.19203795830337891
