股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
威尔高,7.47%,0.0%,inf
联泰环保,1.27%,0.0%,inf
包钢股份,1.4%,0.0%,inf
宁波方正,9.52%,0.03%,284.9335999999554
东星医疗,2.17%,-0.03%,69.15789999998918
君逸数码,17.02%,0.64%,26.601629629630025
重庆银行,2.16%,0.13%,16.999200000000364
福莱新材,14.92%,1.15%,13.005266666666685
泰格医药,1.3%,-0.13%,10.180625000000218
维康药业,1.29%,-0.17%,7.401375000000159
华通线缆,1.63%,0.37%,4.444466666666499
和辉光电,2.78%,-0.76%,3.6417999999999977
四方新材,2.39%,0.71%,3.3503454545454714
恒基达鑫,1.09%,0.34%,3.2481999999999243
泰慕士,24.26%,-7.72%,3.1435492957746445
建科机械,1.05%,-0.39%,2.724749999999936
源飞宠物,6.8%,-2.53%,2.688615384615381
箭牌家居,4.72%,1.85%,2.5503225806451724
汇得科技,2.34%,0.93%,2.518100000000004
晶雪节能,3.44%,-1.38%,2.490314285714276
赤峰黄金,1.09%,-0.47%,2.3092428571428485
恒达新材,9.0%,4.04%,2.228659793814435
健帆生物,1.19%,-0.55%,2.164808333333379
儒竞科技,4.99%,-2.66%,1.8775805970149284
芯原股份,1.58%,-0.86%,1.8375400000000168
优彩资源,2.89%,-1.65%,1.7562307692307584
乐通股份,2.02%,1.19%,1.6968000000000063
永安期货,1.12%,-0.66%,1.6891636363636449
超捷股份,6.52%,-3.87%,1.6844278260869536
王力安防,4.22%,2.65%,1.5945571428571463
古鳌科技,3.35%,2.11%,1.5875277777777792
百诚医药,1.21%,0.8%,1.5139816326530775
艾为电子,2.9%,1.92%,1.5103984962406032
拓山重工,14.04%,9.67%,1.4523810810810824
宝立食品,6.15%,4.26%,1.4434411764705857
好当家,3.96%,2.88%,1.3746857142857174
深水海纳,2.37%,-1.78%,1.3307549999999932
稳健医疗,1.43%,1.08%,1.3232266666666586
苏豪弘业,2.89%,2.22%,1.2989789473684121
弘业股份,2.89%,2.22%,1.2989789473684121
森鹰窗业,8.37%,6.45%,1.298657812499999
启迪药业,3.09%,-2.44%,1.2669000000000057
众望布艺,2.63%,2.13%,1.2335341463414633
洪兴股份,2.32%,2.03%,1.1421028571428642
金富科技,4.99%,4.39%,1.1372558139534892
华大九天,2.66%,2.41%,1.10519029850746
广钢气体,4.11%,3.79%,1.083396
天力锂能,16.48%,-15.49%,1.0641059602649008
双枪科技,5.35%,5.17%,1.0343333333333329
森麒麟,1.99%,-1.98%,1.00357230769231
宝利国际,1.39%,1.42%,0.9764749999999995
塔牌集团,1.55%,1.61%,0.9645769230769172
北京人力,1.37%,-1.48%,0.9265526315789498
宁波富邦,1.35%,1.46%,0.923906249999999
银之杰,2.29%,2.5%,0.9159999999999974
卓锦股份,2.11%,2.34%,0.9005863636363686
黑牡丹,1.46%,-1.66%,0.878920000000003
天元股份,3.21%,3.66%,0.8763299999999992
广宇集团,2.49%,2.86%,0.8714999999999993
迪哲医药,1.22%,-1.42%,0.8582434782608682
汇隆新材,4.6%,5.57%,0.826103092783506
锴威特,18.26%,-22.82%,0.8002203997949766
通源环境,8.31%,10.4%,0.7989952702702701
芯源微,1.31%,1.66%,0.7913879032258003
中南股份,2.76%,3.5%,0.7893599999999993
巴安水务,1.93%,2.53%,0.7637285714285731
卓胜微,1.99%,2.61%,0.7624382445141072
朝阳科技,3.34%,4.39%,0.7607446428571446
森林包装,1.6%,2.11%,0.7599999999999992
江苏银行,1.29%,-1.71%,0.7557249999999993
迎丰股份,4.41%,6.05%,0.7294378378378378
欧亚集团,2.95%,4.04%,0.729401960784314
弘宇股份,2.01%,-2.78%,0.7235999999999997
博闻科技,1.43%,2.02%,0.7096375000000034
大全能源,1.17%,1.68%,0.6980426470588239
神州数码,6.3%,9.05%,0.6963842975206609
鸿铭股份,1.94%,2.8%,0.6930924528301876
艾力斯,1.23%,1.81%,0.6786288461538467
弘业期货,5.93%,-9.07%,0.6536477272727275
中百集团,2.09%,-3.2%,0.6534733333333319
张家港行,1.68%,2.58%,0.65061818181818
真爱美家,2.74%,4.23%,0.6477850746268641
亚通股份,2.42%,3.83%,0.6314000000000007
西部黄金,1.95%,3.24%,0.6022325581395329
华熙生物,2.04%,3.39%,0.6009947368421069
唯捷创芯,3.34%,5.6%,0.5963013333333335
华旺科技,4.75%,7.99%,0.5941981132075471
美芝股份,5.22%,8.82%,0.5917955056179771
青农商行,1.06%,1.82%,0.5808800000000023
南京高科,1.99%,-3.44%,0.5788304347826077
南山控股,3.15%,5.45%,0.5774999999999995
新柴股份,1.99%,3.47%,0.5727468750000028
辽港股份,1.1%,1.94%,0.5683333333333328
梦网科技,3.1%,5.58%,0.5550823529411767
金种子酒,1.3%,2.4%,0.5416666666666653
先锋新材,1.27%,2.37%,0.5365749999999995
蒙泰高新,1.55%,2.9%,0.5352666666666666
奥浦迈,1.16%,2.28%,0.5085623762376249
华生科技,2.33%,4.6%,0.5059983333333321
金隅集团,1.17%,2.33%,0.5030999999999972
南都物业,2.62%,5.21%,0.5027124999999996
联翔股份,2.44%,4.86%,0.5019853658536585
浙江东日,1.26%,2.55%,0.4947157894736833
狮头股份,1.38%,2.93%,0.4712699999999995
天元宠物,1.21%,-2.61%,0.4644538461538474
吉视传媒,1.95%,4.23%,0.4606874999999994
华正新材,1.46%,3.22%,0.4532697247706439
双乐股份,8.23%,18.62%,0.4420490304709143
贵阳银行,1.72%,3.97%,0.4332761904761905
亚钾国际,3.3%,7.65%,0.4316532663316587
