代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301518,N长华,34.82,35.22,9.07,0.03,73.69,--,27.11,880000000.0000001,33243500.0,1158000000.0,61.59
sz301509,N金凯,72.52,28.22,15.96,-0.01,71.1,--,21.22,1092000000.0,20398700.0,1479000000.0,38.35
sz300892,品渥食品,30.96,20.0,5.16,0.0,40.59,2.44,21.82,373000000.0,31648800.0,980000000.0000001,亏损
sz300169,天晟新材,8.48,19.94,1.41,0.0,47.55,2.06,25.04,1120000000.0,302000000.0,2559000000.0,亏损
sz300149,睿智医药,9.47,18.82,1.5,0.11,12.3,18.99,15.18,568000000.0,499000000.0,4725000000.0,亏损
sz301386,未来电器,31.93,15.73,4.34,0.0,54.88,4.11,16.89,540000000.0,33195000.0,1060000000.0,69.94
sz300583,赛托生物,34.27,15.39,4.57,0.03,7.99,2.15,16.73,271000000.0,104000000.0,3577000000.0000005,33.88
836826,盖世食品,7.05,14.82,0.91,0.0,5.34,7.88,20.20,18771900.0,50881200.0,359000000.0,亏损
sz301519,舜禹股份,37.31,13.89,4.55,-0.11,70.58,1.10,27.29,977000000.0,39036600.0,1456000000.0,384.01
sz300510,金冠股份,7.11,13.58,0.85,0.0,12.24,3.90,12.94,681000000.0,822000000.0000001,5846000000.0,120.27
sz300803,指南针,62.99,10.51,5.99,0.0,10.41,1.47,15.53,2546000000.0,403000000.0,25416000000.0,112.07
sz301333,诺思格,55.3,10.27,5.15,-0.27,5.39,2.53,17.45,170000000.0,56731200.0,3137000000.0,46.09
sz000908,景峰医药,3.25,10.17,0.3,0.0,7.56,1.41,7.46,189000000.0,782000000.0,2541000000.0,559.05
sz002146,荣盛发展,3.04,10.14,0.28,0.0,21.53,1.05,15.94,2410000000.0,3897000000.0,11845000000.0,亏损
sz000838,财信发展,4.8,10.09,0.44,0.0,7.35,0.98,13.30,347000000.0,1053999999.9999999,5058000000.0,亏损
sh600613,神奇制药,7.44,10.06,0.68,0.0,4.84,5.88,9.62,171000000.0,479000000.0,3565999999.9999995,41.75
sh601901,方正证券,7.88,10.06,0.72,0.0,3.97,4.03,10.06,2512000000.0,8231999999.999999,64869000000.00001,29.17
sh601136,首创证券,20.08,10.03,1.83,0.0,43.65,1.16,13.04,2284000000.0,273000000.0,5489000000.0,78.01
sz002535,林州重机,5.16,10.02,0.47,0.0,12.44,1.34,10.87,355000000.0,571000000.0,2946000000.0,39.83
sh603038,华立股份,11.1,10.01,1.01,0.0,2.53,0.51,--,58134200.0,206999999.99999997,2294000000.0,71.91
sh601456,国联证券,11.65,10.01,1.06,0.0,6.84,2.08,4.25,1889000000.0,2389000000.0,27833000000.0,39.78
sh600621,华鑫股份,13.41,10.01,1.22,0.0,10.71,4.16,10.34,1491000000.0,1061000000.0,14227000000.000002,41.00
sh603383,顶点软件,62.7,10.0,5.7,0.0,2.7,0.68,9.28,279000000.0,169000000.0,10588000000.0,121.24
sh605266,健之佳,59.19,10.0,5.38,0.0,4.19,4.71,10.76,182000000.0,76250200.0,4513000000.0,25.00
sz002719,麦趣尔,12.88,9.99,1.17,0.0,20.77,0.94,9.22,416000000.0,162000000.0,2085000000.0000002,亏损
sh603536,惠发食品,9.69,9.99,0.88,0.0,4.6,1.34,4.31,107000000.0,245000000.00000003,2371000000.0,亏损
sh600683,京投发展,7.71,9.99,0.7,0.0,14.55,1.39,8.42,803999999.9999999,741000000.0,5711000000.0,16.39
sh600239,云南城投,3.53,9.97,0.32,0.0,16.71,3.41,6.85,944000000.0,1605999999.9999998,5668000000.0,9.22
