代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sh688629,N华丰,23.11,149.57,13.85,0.0,93.75,--,60.15,1017000000.0,54750100.0,1265000000.0,228.38
sh688620,N安凯微,14.29,33.8,3.61,-0.07,67.7,--,13.3,826000000.0,84274400.0,1204000000.0,362.02
sz301170,N锡南,41.0,20.59,7.0,0.02,68.06,--,16.27,681000000.0,23709500.0,972000000.0000001,49.22
sz300282,*ST三盛,2.86,20.17,0.48,0.0,8.97,4.68,19.75,90876200.00000001,374000000.0,1071000000.0000001,亏损
sz300540,蜀道装备,28.46,19.98,4.74,0.0,14.69,6.00,20.45,437000000.0,109000000.00000001,3091000000.0,70.58
sz300600,国瑞科技,13.8,16.65,1.97,0.0,18.81,1.62,17.5,600000000.0,245000000.00000003,3377000000.0000005,亏损
sz300423,昇辉科技,12.12,15.32,1.61,0.0,20.0,6.03,18.46,758000000.0,316000000.0,3831000000.0,29.05
sh688569,铁科轨道,42.13,14.61,5.37,0.12,5.04,1.46,15.67,269000000.0,132000000.0,5547000000.0,15.99
sh688551,科威尔,68.86,12.43,7.61,0.51,3.67,2.26,17.96,76100000.0,30994699.999999996,2134000000.0,62.57
sz300302,同有科技,15.12,12.42,1.67,0.0,19.08,0.97,15.24,1008000000.0,367000000.0,5546000000.0,195.07
sh688800,瑞可达,61.84,11.62,6.44,0.02,8.32,1.83,11.8,462000000.0,95123100.0,5882000000.0,59.72
sz301183,东田微,71.99,11.61,7.49,-0.01,31.72,1.17,19.09,872000000.0000001,40088000.0,2886000000.0,亏损
sz300609,汇纳科技,28.88,10.99,2.86,0.35,10.05,0.91,13.11,270000000.0,95027900.00000001,2744000000.0,亏损
sz300586,美联新材,12.03,10.57,1.15,0.0,4.74,3.41,14.61,302000000.0,534000000.0,6418000000.000001,39.78
sh688115,思林杰,37.78,10.24,3.51,-0.32,14.13,2.59,18.68,154000000.0,29296900.0,1107000000.0,亏损
sz002418,康盛股份,3.36,10.16,0.31,0.0,10.31,3.42,9.84,390000000.0,1136000000.0,3817000000.0,138.09
