代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz300844,山水比德,36.01,19.99,6.0,0.0,34.72,9.05,19.79,196000000.0,16760000.0,604000000.0,亏损
sz301313,凡拓数创,46.45,13.74,5.61,0.0,37.75,2.51,21.52,442000000.0,25583400.0,1188000000.0,亏损
sz300812,易天股份,30.1,13.54,3.59,0.0,38.07,2.35,24.56,1017000000.0,89842500.0,2704000000.0,亏损
sz301218,华是科技,37.73,10.94,3.72,-0.11,46.65,1.05,21.05,952999999.9999999,56040500.0,2114000000.0,亏损
sz300977,深圳瑞捷,20.39,10.7,1.97,0.1,39.08,6.16,12.21,315000000.0,38775900.0,791000000.0,112.39
872808,曙光数创,58.23,10.43,5.5,0.0,7.66,1.22,15.51,299000000.0,68686300.0,4000000000.0,47.11
sz002470,金正大,2.37,10.23,0.22,0.0,4.42,3.64,7.91,322000000.0,3165000000.0,7500000000.0,亏损
sz000908,景峰医药,2.83,10.12,0.26,0.0,3.61,3.93,9.73,78282000.0,782000000.0,2213000000.0,486.80
sz000679,大连友谊,6.55,10.08,0.6,0.0,11.73,2.3,15.8,261000000.0,356000000.0,2334000000.0,亏损
sz002559,亚威股份,10.07,10.05,0.92,0.0,14.08,0.72,13.77,658000000.0,484000000.0,4869000000.0,27.96
sh603682,锦和商管,6.24,10.05,0.57,0.0,9.11,11.44,8.64,266000000.0,472000000.0,2948000000.0,31.79
sz000802,北京文化,8.32,10.05,0.76,0.0,8.3,0.9,6.08,488000000.0,715000000.0,5953000000.0,亏损
sz003005,竞业达,31.63,10.02,2.88,0.0,11.54,2.68,11.23,179000000.0,51043800.0,1614999999.9999998,亏损
sh603976,正川股份,21.44,10.01,1.95,0.0,4.4,19.31,10.16,139000000.0,151000000.0,3242000000.0,62.37
sz002229,鸿博股份,30.68,10.0,2.79,0.0,16.29,1.32,10.69,2408000000.0,493000000.0,15130000000.000002,亏损
sz002866,传艺科技,27.17,10.0,2.47,0.0,3.4,1.02,0.04,167000000.0,181000000.0,4907000000.0,76.23
sz002211,宏达新材,4.4,10.0,0.4,0.0,9.38,0.77,13.0,171000000.0,432000000.0,1902000000.0,亏损
sz002315,焦点科技,39.19,9.99,3.56,0.0,11.5,1.64,8.95,863000000.0000001,195000000.0,7630000000.0,32.15
sh600602,云赛智联,14.76,9.98,1.34,0.0,8.06,1.13,9.98,1260000000.0,1074000000.0,15857000000.0,121.13
sz002366,融发核电,6.72,9.98,0.61,0.0,6.93,3.48,9.49,408000000.0,898000000.0,6031000000.0,亏损
sz002316,亚联发展,6.39,9.98,0.58,0.0,34.99,1.49,19.79,641000000.0,315000000.0,2013000000.0,亏损
sh603730,岱美股份,18.73,9.98,1.7,0.0,1.09,1.1,11.69,250000000.0,1271000000.0,23812000000.0,38.70
sh600012,皖通高速,10.14,9.98,0.92,0.0,1.56,1.93,7.48,181000000.0,1166000000.0,11819000000.0,9.15
sh600215,派斯林,9.59,9.98,0.87,0.0,6.96,2.37,9.06,307000000.0,465000000.00000006,4460000000.0,24.00
sz002719,麦趣尔,12.24,9.97,1.11,0.0,34.59,3.91,12.49,641000000.0,162000000.0,1980999999.9999998,亏损
sz000638,万方发展,7.62,9.96,0.69,0.0,18.61,3.3,8.8,425000000.0,309000000.0,2353000000.0,亏损
sh600936,广西广电,4.64,9.95,0.42,0.0,3.77,6.18,11.85,275000000.0,1671000000.0,7754000000.000001,亏损
sh603828,柯利达,3.43,9.94,0.31,0.0,6.9,9.65,7.69,138000000.0,596000000.0,2044000000.0000002,85.02
sz301381,赛维时代,45.95,9.93,4.15,-0.33,77.32,1.41,25.36,1033000000.0,31410900.0,1443000000.0,88.44
sz000656,金科股份,1.68,9.8,0.15,0.0,25.14,2.68,11.77,2158000000.0,5311000000.0,8922000000.0,亏损
sh688336,三生国健,19.62,9.73,1.74,0.05,9.44,2.55,12.97,170000000.0,92741500.0,1820000000.0,90.27
sh688092,爱科科技,30.33,9.61,2.66,-0.13,18.3,3.76,11.2,154000000.0,26977500.0,818000000.0,44.81
sz300035,中科电气,12.28,9.35,1.05,-0.08,8.59,4.54,14.52,659000000.0,635000000.0,7802000000.0,亏损
sz301365,矩阵股份,19.0,8.95,1.56,-2.01,51.42,9.62,11.07,474000000.0,45000000.0,855000000.0000001,54.30
sz300225,金力泰,9.93,8.88,0.81,-0.3,9.36,1.35,12.72,425000000.0,474000000.0,4707000000.0,亏损
sz301366,一博科技,45.03,8.48,3.52,0.09,30.67,1.16,13.03,475000000.0,34869000.0,1570000000.0,75.24
sz300826,测绘股份,17.54,8.34,1.35,-0.17,15.57,3.86,12.29,374000000.0,139000000.0,2438000000.0,60.86
sz000977,浪潮信息,45.86,8.11,3.44,0.02,10.71,1.44,10.35,7170000000.0,1470000000.0,67405999999.99999,80.27
sz301396,宏景科技,36.0,8.11,2.7,-0.14,28.2,2.56,13.6,276000000.0,27413900.0,986999999.9999999,417.82
sh688529,豪森股份,27.14,7.91,1.99,-0.07,4.84,2.21,9.9,60733700.0,47024399.99999999,1276000000.0,30.99
sh688506,百利天恒-U,87.29,7.76,6.29,0.26,4.34,1.49,7.76,131000000.0,34873100.0,3044000000.0,亏损
sz002984,森麒麟,34.9,7.68,2.49,-0.03,13.72,7.08,3.52,1409000000.0,292000000.0,10188000000.0,22.66
sz000777,中核科技,14.96,7.55,1.05,-0.07,6.47,3.14,10.28,370000000.0,383000000.0,5736000000.0,亏损
sz300586,美联新材,12.17,7.51,0.85,0.17,3.26,2.96,6.8,209000000.0,534999999.99999994,6509000000.0,40.32
sz301285,鸿日达,15.06,7.5,1.05,0.0,26.47,1.1,18.34,206999999.99999997,51670000.0,778000000.0,亏损
sz301231,荣信文化,36.25,7.41,2.5,0.08,27.54,1.81,10.58,204000000.0,21100000.0,765000000.0,223.82
sh688302,海创药业-U,51.96,7.25,3.51,0.0,2.75,3.27,7.93,60493000.0,42846300.0,2226000000.0,亏损
sz301012,扬电科技,27.78,7.22,1.87,0.25,12.48,1.68,9.96,260000000.0,75180000.0,2089000000.0,1649.23
sz300417,南华仪器,11.5,6.98,0.75,-0.09,10.49,6.91,10.88,102000000.0,85113100.0,978999999.9999999,亏损
sz002158,汉钟精机,24.9,6.96,1.62,0.08,4.35,12.27,5.93,586000000.0,533000000.0,13280000000.000002,18.21
sz002463,沪电股份,24.19,6.85,1.55,0.33,6.21,1.66,10.69,2862000000.0,1904000000.0,46059000000.0,57.52
sh688610,C埃科,69.2,6.76,4.38,-0.19,33.11,0.74,12.5,299000000.0,13520000.0,936000000.0,402.87
sh688627,C精智达,83.2,6.67,5.2,-0.12,36.93,0.66,12.53,607000000.0,19962100.0,1661000000.0,亏损
sz300721,怡达股份,17.79,6.66,1.11,0.0,8.27,1.26,8.09,200000000.0,137000000.0,2442000000.0,亏损
sz300913,兆龙互连,39.57,6.6,2.45,0.03,25.17,1.51,11.18,642000000.0,65232000.0,2581000000.0,162.34
sz300250,初灵信息,16.05,6.57,0.99,0.06,8.19,2.29,6.64,206999999.99999997,159000000.0,2556000000.0,亏损
sh688670,金迪克,31.55,6.48,1.92,-0.25,9.62,1.09,6.51,128000000.0,42903600.0,1354000000.0,26.74
sh603322,超讯通信,28.13,6.47,1.71,0.04,16.94,3.88,10.07,732000000.0,157000000.0,4405000000.0,亏损
sz300937,药易购,35.53,6.38,2.13,0.06,18.56,3.41,8.38,267000000.0,41111600.0,1461000000.0,26.86
sz003011,海象新材,33.77,6.29,2.0,-0.21,9.48,1.22,8.4,173000000.0,55280200.00000001,1867000000.0000002,12.89
sh688108,赛诺医疗,10.05,6.24,0.59,0.1,2.24,1.63,8.46,92142800.0,409999999.99999994,4120000000.0000005,亏损
sz301080,百普赛斯,63.78,6.19,3.72,-0.09,4.67,3.52,8.47,184000000.0,62845100.0,4008000000.0,42.47
sz300600,国瑞科技,12.08,6.15,0.7,0.0,7.84,2.23,9.49,231999999.99999997,245000000.00000003,2956000000.0,亏损
sh603918,金桥信息,30.3,5.98,1.71,0.0,24.51,2.13,13.22,2634000000.0,366000000.0,11077000000.0,616.38
sh605177,东亚药业,27.16,5.89,1.51,0.04,8.92,3.31,6.9,134000000.00000001,56196400.0,1526000000.0,33.22
sh688658,悦康药业,18.3,5.84,1.01,-0.33,4.61,2.52,6.54,170000000.0,204999999.99999997,3744000000.0,24.14
sh688331,荣昌生物,67.26,5.84,3.71,0.0,1.75,2.13,5.96,186000000.0,160000000.0,10778000000.0,亏损
sz300333,兆日科技,7.09,5.82,0.39,0.0,8.64,1.84,10.0,204999999.99999997,334000000.0,2367000000.0,亏损
sz300522,世名科技,12.91,5.82,0.71,0.23,2.92,1.34,8.36,81604800.0,218000000.00000003,2819000000.0,92.75
sh688418,震有科技,17.58,5.65,0.94,0.0,4.25,1.33,9.13,98610600.0,133000000.0,2331000000.0,178.67
sz002878,元隆雅图,17.8,5.58,0.94,0.0,6.76,3.22,10.38,234000000.0,195000000.0,3474000000.0,亏损
sz300464,星徽股份,7.35,5.45,0.38,0.0,13.65,2.59,12.63,304000000.0,310000000.0,2281000000.0,139.79
sz300949,奥雅股份,41.07,5.44,2.12,0.1,19.77,3.59,4.9,135000000.0,17004700.0,698000000.0,亏损
sh688581,安杰思,121.2,5.39,6.2,-0.13,4.86,1.42,7.24,75337900.0,12919900.0,1566000000.0,51.23
sh603963,大理药业,11.55,5.38,0.59,0.0,4.48,3.16,10.77,114999999.99999999,220000000.00000003,2538000000.0,亏损
sh603191,望变电气,20.85,5.36,1.06,0.1,12.9,0.85,9.2,492000000.0,184000000.0,3829999999.9999995,21.62
sz300731,科创新源,21.3,5.34,1.08,0.0,7.22,0.82,10.19,185000000.0,120000000.0,2559000000.0,亏损
sz301183,东田微,57.83,5.3,2.91,-0.05,16.16,1.5,8.16,372000000.0,40088000.0,2318000000.0,亏损
