代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz300921,南凌科技,29.14,20.02,4.86,0.0,32.35,5.85,21.13,550000000.0,61541400.0,1793000000.0,117.25
sz301202,朗威股份,43.3,20.01,7.22,0.0,42.54,1.31,22.98,558000000.0,32310100.000000004,1399000000.0,194.84
sz301218,华是科技,43.9,20.01,7.32,0.0,38.11,1.03,22.14,882000000.0,56040500.0,2460000000.0,亏损
sz301234,五洲医疗,47.64,20.0,7.94,0.0,68.75,3.98,12.75,579000000.0,18428000.0,877999999.9999999,62.45
sz300960,通业科技,25.0,17.26,3.68,-0.36,51.63,3.61,20.97,330000000.0,25600000.0,640000000.0,亏损
sz301085,亚康股份,68.91,16.19,9.6,-0.1,23.94,2.01,23.25,496000000.0,31821200.0,2193000000.0,65.75
sh688321,微芯生物,23.57,13.48,2.8,-0.04,4.52,7.5,14.59,430999999.99999994,411000000.00000006,9694000000.0,31.13
sz300904,C威力,94.3,12.33,10.35,0.16,66.0,0.85,16.81,1019999999.9999999,17162100.0,1618000000.0,421.59
sz300659,中孚信息,26.34,12.04,2.83,0.0,20.26,1.71,15.74,795000000.0,154000000.0,4052000000.0000005,亏损
sz301509,金凯生科,108.36,11.2,10.91,-0.07,51.93,0.85,16.16,1083000000.0,20398700.0,2210000000.0,57.31
sz300846,首都在线,14.49,11.12,1.45,0.0,9.5,2.5,12.96,470000000.0,356000000.0,5165000000.0,亏损
sz300895,铜牛信息,35.31,10.41,3.33,0.0,14.15,2.91,11.48,323000000.0,67038600.0,2367000000.0,亏损
sz300771,智莱科技,13.39,10.12,1.23,0.0,24.01,3.39,17.11,522000000.0,165000000.0,2210000000.0,亏损
sz002480,新筑股份,5.35,10.08,0.49,0.0,4.63,0.79,10.70,188000000.0,767000000.0,4104999999.9999995,亏损
sz000903,云内动力,3.28,10.07,0.3,0.0,11.94,3.63,15.10,727000000.0,1920000000.0,6298000000.0,亏损
sz002451,摩恩电气,8.1,10.05,0.74,0.0,1.5,0.4,--,53424399.99999999,438999999.99999994,3557000000.0,312.95
sz002528,英飞拓,8.87,10.05,0.81,0.0,11.21,2.97,13.28,997000000.0000001,1046000000.0000001,9282000000.0,亏损
sz000428,华天酒店,4.93,10.04,0.45,0.0,5.34,3.79,11.61,261000000.0,1019000000.0,5023000000.0,亏损
sz002898,赛隆药业,13.04,10.04,1.19,0.0,4.58,1.2,4.89,60060300.0,101000000.0,1317000000.0,179.45
sz000719,中原传媒,13.05,10.03,1.19,0.0,12.14,0.87,13.83,998000000.0,667000000.0,8706000000.0,14.15
sh603569,长久物流,13.82,10.03,1.26,0.0,4.31,1.53,12.5,323000000.0,560000000.0,7744000000.0,149.35
sh603153,上海建科,19.21,10.02,1.75,0.0,23.44,4.52,11.91,241000000.0,55000000.0,1057000000.0,99.79
sz002777,久远银海,32.95,10.02,3.0,0.0,7.11,1.2,11.85,893000000.0,399000000.0,13140000000.0,200.78
sz002229,鸿博股份,37.35,10.02,3.4,0.0,9.75,0.76,5.42,1779000000.0,493000000.0,18420000000.0,亏损
sh603000,人民网,32.19,10.01,2.93,0.0,8.83,1.24,11.41,3036000000.0,1106000000.0,35592000000.0,323.57
sh600633,浙数文化,15.27,10.01,1.39,0.0,4.59,2.17,11.38,856000000.0,1266000000.0,19328000000.0,17.84
sz003005,竞业达,36.37,10.01,3.31,0.0,22.83,1.47,10.95,413000000.0,51043800.0,1855999999.9999998,亏损
sh600272,开开实业,12.97,10.01,1.18,0.0,29.36,2.5,12.64,583000000.0,160000000.0,2075000000.0,80.44
sz000411,英特集团,14.4,10.01,1.31,0.0,8.98,4.16,12.53,374000000.0,301000000.0,4332000000.0,26.64
sz002786,银宝山新,7.59,10.0,0.69,0.0,15.29,3.67,6.38,567000000.0,494000000.00000006,3750000000.0,亏损
sz001324,长青科技,23.87,10.0,2.17,0.0,25.23,1.88,7.79,202000000.0,33804600.0,807000000.0,63.40
sz002941,新疆交建,17.94,9.99,1.63,0.0,6.29,2.18,11.16,696000000.0,639000000.0,11468000000.0,417.69
sz002235,安妮股份,7.49,9.98,0.68,0.0,13.49,0.73,11.31,530000000.0,548000000.0,4106000000.0,202.96
sz002708,光洋股份,7.08,9.94,0.64,0.0,6.47,2.69,11.8,182000000.0,405000000.0,2870000000.0,亏损
