代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301418,N协昌,100.18,93.1,48.3,0.0,76.64,--,31.19,1410000000.0,17386200.0,1742000000.0000002,74.08
sz301218,华是科技,58.66,20.01,9.78,0.0,46.7,1.21,23.14,1460000000.0,56040500.0,3286999999.9999995,亏损
sz301049,超越科技,30.12,20.0,5.02,0.0,44.99,2.68,21.08,317000000.0,25684000.0,774000000.0,亏损
sh688671,碧兴物联,61.5,20.0,10.25,0.0,64.94,2.02,9.76,649000000.0,16610800.0,1022000000.0000001,88.18
sz301288,清研环境,27.06,20.0,4.51,0.0,40.17,1.97,22.44,392000000.0,39886200.0,1079000000.0,122.21
sz301085,亚康股份,72.12,20.0,12.02,0.0,18.09,1.18,20.2,411000000.00000006,32608500.0,2352000000.0,59.97
sz301203,国泰环保,57.43,20.0,9.57,0.0,65.58,3.02,15.04,594000000.0,17067700.0,980000000.0000001,37.23
sz300865,大宏立,26.28,13.62,3.15,0.04,42.91,6.79,19.28,312000000.0,27551800.0,724000000.0,139.50
sz300368,汇金股份,8.55,13.24,1.0,0.0,21.96,2.74,20.66,976000000.0,519000000.00000006,4437000000.0,399.25
sz300913,兆龙互连,39.32,12.34,4.32,-0.03,38.69,1.69,16.83,969999999.9999999,65232000.0,2565000000.0,161.31
sz301208,中亦科技,56.98,11.77,6.0,0.0,38.93,1.34,16.71,769000000.0,35443800.0,2020000000.0,53.84
sz000010,美丽生态,3.48,10.13,0.32,0.0,31.66,2.77,11.71,559000000.0,522000000.0,1817000000.0000002,亏损
sz002310,东方园林,2.72,10.12,0.25,0.0,11.7,1.47,12.96,790000000.0,2605000000.0,7087000000.0,亏损
sz002279,久其软件,7.44,10.06,0.68,0.0,9.03,0.68,8.73,522000000.0,788000000.0,5863000000.0,亏损
sh605081,太和水,15.57,10.04,1.42,0.0,16.26,7.90,9.96,211000000.0,85409200.0,1330000000.0,237.52
sh605069,正和生态,11.41,10.03,1.04,0.0,17.48,4.57,6.27,164000000.0,84161299.99999999,960000000.0,亏损
sz000826,启迪环境,4.61,10.02,0.42,0.0,4.55,0.88,5.25,295000000.0,1425000000.0,6570000000.0,亏损
sz002822,中装建设,4.72,10.02,0.43,0.0,7.49,6.67,10.49,227999999.99999997,657000000.0,3101000000.0,亏损
sz000948,南天信息,20.31,10.02,1.85,0.0,6.76,0.70,10.89,509999999.99999994,381000000.0,7740000000.000001,186.52
sh603078,江化微,16.03,10.02,1.46,0.0,3.81,4.07,5.42,200999999.99999997,331000000.0,5309000000.0,47.72
sz001299,美能能源,22.07,10.02,2.01,0.0,50.1,1.11,14.11,472000000.0,46900000.0,1035000000.0,48.62
sh605598,上海港湾,34.27,10.02,3.12,0.0,8.03,5.33,10.79,198000000.0,73700800.0,2526000000.0,73.81
sh603291,联合水务,20.21,10.02,1.84,0.0,73.63,2.73,12.90,590000000.0,42322100.0,855000000.0000001,125.18
sz001324,长青科技,38.46,10.01,3.5,0.0,74.33,2.12,18.02,865000000.0,33804600.0,1300000000.0,102.15
sh603172,万丰股份,20.34,10.01,1.85,0.0,28.78,1.8,11.03,182000000.0,32709600.0,665000000.0,44.09
sz000995,皇台酒业,20.78,10.01,1.89,0.0,16.43,27.97,4.13,598000000.0,177000000.0,3686999999.9999995,374.25
sz002316,亚联发展,5.83,10.0,0.53,0.0,10.41,1.49,10.00,187000000.0,315000000.0,1836000000.0,亏损
sh600292,远达环保,7.26,10.0,0.66,0.0,12.63,7.96,11.97,670000000.0,781000000.0,5669000000.0,47.41
sz002229,鸿博股份,41.17,9.99,3.74,0.0,15.59,0.84,11.68,3066000000.0,493000000.0,20304000000.0,亏损
sz001333,光华股份,28.08,9.99,2.55,0.0,31.62,12.1,9.21,282000000.0,32000000.0,899000000.0,32.42
sh603162,海通发展,22.69,9.99,2.06,0.0,4.34,0.5,--,60188200.0,61088500.0,1386000000.0,51.84
sh605398,新炬网络,28.2,9.98,2.56,0.0,5.62,2.01,10.49,58859200.0,37787100.0,1066000000.0,65.38
sz002394,联发股份,9.26,9.98,0.84,0.0,7.8,5.46,9.03,229000000.0,323000000.0,2988000000.0,11.95
sz002528,英飞拓,9.38,9.96,0.85,0.0,9.0,0.78,9.73,861999999.9999999,1046000000.0000001,9816000000.0,亏损
sz002999,天禾股份,8.73,9.95,0.79,0.0,12.2,0.68,8.82,227999999.99999997,218000000.00000003,1907000000.0,28.05
sz000766,通化金马,5.98,9.93,0.54,0.0,6.01,2.54,10.66,343000000.0,966000000.0,5777000000.0,268.15
sz002512,达华智能,4.21,9.92,0.38,0.0,4.38,2.08,10.44,190000000.0,1048000000.0,4414000000.0,261.23
sz300169,天晟新材,8.28,9.67,0.73,0.24,32.04,1.01,13.64,776000000.0,302000000.0,2498000000.0,亏损
sh600796,钱江生化,6.12,9.48,0.53,-0.16,18.24,12.4,10.02,332000000.0,301000000.0,1845000000.0,43.70
sz301305,朗坤环境,25.3,8.96,2.08,0.2,46.26,2.62,15.94,640000000.0,55957299.99999999,1416000000.0,36.36
sz300846,首都在线,14.37,8.7,1.15,0.0,16.1,2.33,14.6,827000000.0,356000000.0,5122000000.0,亏损
sz301487,盟固利,79.62,8.62,6.32,0.01,70.55,1.35,23.3,2974000000.0,54458900.0,4336000000.0,441.89
