代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sh688591,C泰凌微,41.3,22.99,7.72,0.61,63.63,0.88,31.27,1211000000.0,52045200.00000001,2149000000.0,173.21
sz300541,先进数通,18.22,20.03,3.04,0.0,35.77,1.33,19.43,1609000000.0,256000000.0,4657000000.0,37.79
sz300049,福瑞股份,25.12,20.02,4.19,0.0,8.06,5.78,13.71,450000000.0,231000000.0,5790000000.0,75.40
sz300607,拓斯达,15.77,20.02,2.63,0.0,11.88,2.05,19.94,505000000.0,285000000.0,4500000000.0,39.76
sz301137,哈焊华通,19.19,20.01,3.2,0.0,45.96,0.96,18.51,374000000.0,45453400.0,872000000.0000001,84.97
sh688160,步科股份,59.62,20.01,9.94,0.0,20.39,1.64,19.79,323000000.0,27716900.0,1652000000.0,79.89
sh688580,伟思医疗,66.7,20.01,11.12,0.0,7.75,5.32,19.16,192000000.0,39982400.0,2667000000.0,32.44
sz301083,百胜智能,18.72,20.0,3.12,0.0,19.97,0.89,20.83,186000000.0,52634300.0,985000000.0,92.92
sz300904,威力传动,88.56,20.0,14.76,0.0,38.82,0.98,24.47,549000000.0,17162100.0,1520000000.0,395.93
sz301255,通力科技,58.32,20.0,9.72,0.0,31.64,0.75,23.23,475000000.0,27200000.0,1586000000.0,76.96
sz300503,昊志机电,18.36,20.0,3.06,0.0,27.37,1.06,22.61,1002000000.0,211000000.0,3868000000.0,亏损
sz301398,星源卓镁,68.41,20.0,11.4,0.0,46.48,1.89,20.01,580000000.0,19273300.0,1318000000.0,70.33
sh688651,盛邦安全,54.61,20.0,9.1,0.0,28.47,1.6,19.8,231000000.0,15776199.999999998,861999999.9999999,亏损
sh688582,芯动联科,41.05,19.99,6.84,0.0,14.74,2.08,21.05,261000000.0,46072400.0,1891000000.0,200.81
sz301261,恒工精密,47.6,19.99,7.93,0.0,24.0,1.18,20.32,215000000.0,19791800.0,942000000.0,35.08
sz301042,安联锐视,36.02,19.99,6.0,0.0,12.79,9.26,16.66,189000000.0,42293000.0,1523000000.0,30.33
sz300885,海昌新材,10.75,19.98,1.79,0.0,24.76,12.59,20.65,233000000.0,90915000.0,977000000.0,82.06
sh688191,智洋创新,18.2,19.97,3.03,0.0,7.78,3.15,15.82,101000000.0,73164500.0,1332000000.0,59.17
sz300414,中光防雷,11.66,19.96,1.94,0.0,15.96,3.12,19.44,553000000.0,311000000.0,3629999999.9999995,39.40
873593,鼎智科技,79.8,18.64,12.54,0.0,15.3,2.88,18.51,206000000.0,17965300.0,1434000000.0,35.34
sz301008,宏昌科技,30.5,18.22,4.7,-0.03,22.64,3.99,18.49,163000000.0,24644000.0,752000000.0,38.01
sh688458,美芯晟,89.0,18.07,13.62,1.25,13.02,3.12,19.04,197000000.0,18048300.0,1605999999.9999998,亏损
sh688292,浩瀚深度,32.55,17.98,4.96,0.06,17.88,1.35,21.06,436000000.00000006,80802600.0,2630000000.0,62.42
sz300977,深圳瑞捷,29.08,17.73,4.38,-1.19,59.59,1.42,23.64,625000000.0,38775900.0,1128000000.0,160.29
