代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301272,N英华特,85.39,66.16,34.0,0.0,75.01,--,38.26,925000000.0,13875100.0,1185000000.0,166.87
831526,凯华材料,5.74,29.86,1.32,0.0,34.06,22.29,29.86,44444700.0,24680100.000000004,142000000.0,29.95
sz301218,华是科技,28.12,20.02,4.69,0.0,20.8,4.53,19.04,317000000.0,56040500.0,1576000000.0,亏损
sh688535,华海诚科,111.0,20.0,18.5,0.0,54.69,1.98,21.62,918000000.0,16433100.0,1823999999.9999998,538.80
sz301230,泓博医药,52.44,20.0,8.74,0.0,33.32,10.37,12.45,411000000.00000006,24255000.0,1272000000.0,92.36
sz300475,香农芯创,42.78,20.0,7.13,0.0,13.91,1.28,22.16,2405000000.0,442000000.0,18901000000.0,57.29
sz300814,中富电路,28.57,19.99,4.76,0.0,35.17,4.73,20.58,488999999.99999994,50796000.0,1451000000.0,86.20
sz301159,三维天地,43.28,19.99,7.21,0.0,20.84,4.08,21.57,278000000.0,32714200.0,1416000000.0,亏损
sz300975,商络电子,9.5,19.95,1.58,0.0,13.9,1.58,18.18,411000000.00000006,324000000.0,3075000000.0,73.95
430300,辰光医疗,8.14,17.12,1.19,0.0,10.64,9.26,21.58,44025700.0,52228100.00000001,425000000.0,亏损
sh688525,佰维存储,92.0,15.85,12.59,-0.02,39.13,1.99,19.77,1239000000.0,36578000.0,3365000000.0,亏损
sz301386,未来电器,37.9,15.69,5.14,0.45,69.94,2.81,12.24,846000000.0000001,33195000.0,1258000000.0,83.02
sz300528,幸福蓝海,12.67,14.87,1.64,-0.08,16.2,2.30,20.94,717000000.0,373000000.0,4721000000.0,408.38
872808,曙光数创,54.16,14.65,6.92,0.0,8.14,1.66,14.37,289000000.0,68686300.0,3720000000.0000005,43.82
sh688620,安凯微,15.97,13.99,1.96,0.06,28.88,2.02,19.63,376000000.0,84274400.0,1346000000.0,404.58
sz300302,同有科技,15.1,13.53,1.8,-0.2,23.7,1.57,18.27,1268000000.0,367000000.0,5538000000.0,194.81
sz300457,赢合科技,21.44,13.14,2.49,0.05,11.66,5.66,13.98,1312000000.0,553000000.0,11865000000.0,33.79
sz300548,博创科技,36.15,12.69,4.07,0.0,18.55,1.19,15.99,1470000000.0,229000000.0,8273000000.0,65.18
sz301388,欣灵电气,32.7,12.22,3.56,0.03,59.23,2.51,22.61,484999999.99999994,25611900.0,838000000.0000001,42.60
sz301338,凯格精机,40.52,11.84,4.29,0.03,17.45,6.32,13.99,169000000.0,24614400.0,997000000.0000001,93.37
sz300707,威唐工业,19.05,11.73,2.0,0.26,19.71,1.84,12.79,445000000.0,124000000.0,2356000000.0,亏损
sh688603,C天承,103.02,11.61,10.72,0.16,31.73,0.6,12.3,374000000.0,12016300.000000002,1238000000.0,131.60
sz300602,飞荣达,18.65,11.41,1.91,-0.05,10.76,2.24,12.48,617000000.0,319000000.0,5949000000.0,亏损
sz300308,中际旭创,154.2,11.1,15.41,0.09,7.16,1.3,9.27,7948000000.0,750000000.0,115682000000.0,123.83
sz301191,菲菱科思,102.42,10.88,10.05,0.1,17.95,1.66,12.28,383000000.0,21796600.0,2232000000.0,32.13
sz301282,金禄电子,36.68,10.82,3.58,0.11,40.65,1.83,16.86,538000000.0,37790000.0,1386000000.0,75.43
sz300936,中英科技,45.07,10.12,4.14,0.4,59.78,7.1,12.22,699000000.0,26558800.0,1197000000.0,120.59
sz002535,林州重机,5.34,10.1,0.49,0.0,27.04,1.2,6.6,808000000.0,571000000.0,3049000000.0,41.22
sz002400,省广集团,5.13,10.09,0.47,0.0,3.78,2.54,9.66,316000000.0,1687000000.0,8655000000.0,48.64
sz002292,奥飞娱乐,10.84,10.05,0.99,0.0,15.07,1.74,12.69,1509000000.0,975000000.0,10572000000.0,240.33
sh605167,利柏特,10.84,10.05,0.99,0.0,8.17,2.64,8.63,192000000.0,223000000.0,2412000000.0,35.63
sz002513,蓝丰生化,6.68,10.05,0.61,0.0,11.32,2.16,9.55,231000000.0,315000000.0,2101000000.0000002,亏损
sz000014,沙河股份,12.27,10.04,1.12,0.0,11.82,2.39,4.04,349000000.0,242000000.0,2970000000.0,4.59
sz002199,东晶电子,10.19,10.04,0.93,0.0,11.21,0.85,13.39,267000000.0,243000000.00000003,2481000000.0,亏损
sh603017,中衡设计,11.85,10.03,1.08,0.0,7.73,4.59,9.75,250000000.0,276000000.0,3269000000.0,27.91
sz002845,同兴达,16.8,10.02,1.53,0.0,12.96,4.66,9.76,476000000.0,224000000.00000003,3761999999.9999995,亏损
sh603677,奇精机械,17.57,10.02,1.6,0.0,9.52,3.0,14.84,310000000.0,192000000.0,3376000000.0,49.15
sz002077,大港股份,16.26,10.01,1.48,0.0,7.11,3.57,8.86,657000000.0,580000000.0,9436000000.0,30.82
sh603000,人民网,30.98,10.01,2.82,0.0,13.13,2.5,12.18,4209000000.0000005,1106000000.0,34254000000.000004,311.41
sz000004,国华网安,17.36,10.01,1.58,0.0,14.02,0.71,12.55,283000000.0,119000000.0,2064000000.0,亏损
sz002463,沪电股份,23.3,10.01,2.12,0.0,4.64,0.97,10.34,1968000000.0,1904000000.0,44365000000.0,55.40
sz002409,雅克科技,83.11,10.01,7.56,0.0,6.63,1.67,10.21,1702000000.0,319000000.0,26472000000.000004,57.19
sz001309,德明利,84.99,10.01,7.73,0.0,6.61,1.14,9.38,367000000.0,67075600.00000001,5701000000.0,亏损
sh600719,大连热电,9.46,10.0,0.86,0.0,22.05,32.36,3.95,841000000.0,405000000.0,3828000000.0,亏损
sh601949,中国出版,11.55,10.0,1.05,0.0,3.66,2.43,9.81,738000000.0,1823000000.0,21050000000.0,159.71
sz002877,智能自控,11.44,10.0,1.04,0.0,32.02,10.12,9.04,734000000.0,208000000.0,2385000000.0,69.46
sz002655,共达电声,13.75,10.0,1.25,0.0,7.21,8.1,9.28,350000000.0,360000000.0,4949000000.0,118.12
sz002590,万安科技,15.74,9.99,1.43,0.0,29.27,2.44,14.54,1952000000.0,455999999.99999994,7170000000.0,1775.30
sh603933,睿能科技,24.33,9.99,2.21,0.0,19.55,2.2,16.23,928999999.9999999,204999999.99999997,4986000000.0,76.22
sh603629,利通电子,24.44,9.99,2.22,0.0,8.67,1.53,9.09,525000000.0,254999999.99999997,6227000000.0,106.84
sz002654,万润科技,10.9,9.99,0.99,0.0,19.15,1.25,9.99,1600000000.0,784000000.0,8545999999.999999,亏损
sh601138,工业富联,24.78,9.99,2.25,0.0,0.79,1.35,8.92,3692000000.0,19805000000.0,490775000000.0,39.34
sh603938,三孚股份,22.03,9.98,2.0,0.0,2.52,4.86,9.73,204999999.99999997,383000000.0,8429000000.000001,20.83
sh603212,赛伍技术,21.71,9.98,1.97,0.0,9.05,4.14,8.16,849000000.0,437000000.0,9498000000.0,72.00
sz002529,海源复材,16.32,9.97,1.48,0.0,3.93,3.23,9.91,166000000.0,260000000.0,4243000000.0,亏损
sh600601,方正科技,3.64,9.97,0.33,0.0,7.13,2.26,8.46,1060000000.0,4170000000.0000005,15180000000.000002,亏损
sz002679,福建金森,14.12,9.97,1.28,0.0,4.02,2.95,10.90,130000000.0,236000000.0,3329000000.0,亏损
sz000506,中润资源,4.22,9.9,0.38,0.0,7.29,2.32,8.33,282000000.0,928999999.9999999,3919000000.0,亏损
sz002526,山东矿机,2.67,9.88,0.24,0.0,2.54,1.85,--,119000000.0,1761000000.0,4702000000.0,26.67
sz301308,江波龙,116.5,9.65,10.25,0.36,30.11,2.23,11.24,1146000000.0,33600000.0,3914000000.0,亏损
sh688630,芯碁微装,88.38,9.54,7.7,0.31,10.97,3.97,9.76,665000000.0,68542500.0,6058000000.0,79.66
