代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301202,N朗威,42.93,66.27,17.11,0.0,74.12,--,27.50,1091000000.0,32310100.000000004,1387000000.0,193.18
873305,九菱科技,12.58,24.43,2.47,0.0,40.86,34.14,30.46,56749799.99999999,11215400.0,141000000.0,12.50
sz300128,锦富技术,4.97,20.05,0.83,0.0,10.44,7.10,20.77,530000000.0,1093000000.0,5433000000.0,亏损
sz300127,银河磁体,21.64,20.02,3.61,0.0,16.55,4.92,21.30,772000000.0,227999999.99999997,4943000000.0,34.91
sz301141,中科磁业,53.28,20.0,8.88,0.0,56.5,1.75,21.24,572000000.0,20271500.0,1080000000.0,90.08
sz300489,光智科技,26.42,19.98,4.4,0.0,14.87,6.02,13.26,515000000.00000006,137000000.0,3619000000.0,亏损
838837,华原股份,5.43,18.3,0.84,0.0,22.04,3.72,22.66,47100400.0,41732800.0,227000000.0,21.43
sz300835,龙磁科技,36.94,15.76,5.03,0.0,24.91,3.93,20.59,695000000.0,80588300.0,2977000000.0,72.50
sz301007,德迈仕,22.59,13.8,2.74,0.85,51.88,1.92,14.86,1372000000.0,124000000.0,2792000000.0,109.64
sh688077,大地熊,33.59,12.91,3.84,-0.03,14.92,2.52,18.72,305000000.0,63071400.0,2119000000.0000002,亏损
sz300928,华安鑫创,52.91,12.81,6.01,0.0,28.77,3.68,15.86,643000000.0,42799900.0,2265000000.0,183.67
832419,路斯股份,7.98,12.55,0.89,0.0,7.19,6.70,12.98,27515500.0,49435000.0,394000000.0,15.41
837663,明阳科技,19.3,11.69,2.02,0.0,29.15,0.89,12.44,72780300.0,12971900.0,250000000.0,19.87
sz300460,惠伦晶体,13.04,11.55,1.35,0.08,21.1,2.01,21.30,740000000.0,281000000.0,3661999999.9999995,亏损
sz301089,拓新药业,69.25,10.96,6.84,0.0,15.35,4.03,12.10,786000000.0,77081000.0,5338000000.0,7.17
834033,康普化学,36.99,10.42,3.49,0.0,1.67,1.58,10.33,18363800.0,30833900.0,1141000000.0,24.67
sz300366,创意信息,14.78,10.38,1.39,0.07,28.11,3.04,18.07,2066000000.0,496000000.0,7326000000.000001,90.69
sz301221,光庭信息,74.19,10.21,6.87,0.03,38.03,3.20,13.23,1229000000.0,43506800.0,3228000000.0,269.03
sh600719,大连热电,5.34,10.1,0.49,0.0,0.36,0.11,--,7706300.0,405000000.0,2161000000.0,亏损
sz002535,林州重机,5.57,10.08,0.51,0.0,26.41,2.96,7.12,822000000.0000001,571000000.0,3180000000.0,42.99
sh600579,克劳斯,8.22,10.04,0.75,0.0,4.18,1.73,12.85,164000000.0,498000000.00000006,4092000000.0,亏损
sz002356,赫美集团,5.81,10.04,0.53,0.0,2.0,1.53,10.04,149000000.0,1310000000.0,7613000000.0,510.88
sh603045,XD福达合,18.32,10.03,1.67,0.0,22.63,7.59,14.78,530000000.0,135000000.0,2481000000.0,86.76
sh600551,时代出版,12.62,10.03,1.15,0.0,3.27,3.98,11.51,196000000.0,484000000.0,6112000000.0,17.61
sh600658,电子城,6.04,10.02,0.55,0.0,3.05,2.34,10.93,200999999.99999997,1119000000.0,6756000000.0,9.88
sh603108,润达医疗,19.44,10.02,1.77,0.0,9.31,0.96,10.98,1009000000.0,580000000.0,11268000000.0,34.76
sz000962,东方钽业,13.4,10.02,1.22,0.0,7.5,3.39,11.33,426999999.99999994,441000000.0,5907000000.0,25.46
sz002428,云南锗业,14.4,10.01,1.31,0.0,5.82,2.25,2.29,539000000.0,644000000.0,9278000000.0,亏损
sz000004,国华网安,16.27,10.01,1.48,0.0,18.69,1.46,14.13,339000000.0,119000000.0,1935000000.0000002,亏损
sz002703,浙江世宝,13.86,10.0,1.26,0.0,0.74,0.09,--,56747900.0,553000000.0,7665000000.000001,301.66
sh600497,驰宏锌锗,5.94,10.0,0.54,0.0,15.16,5.87,12.04,4431000000.0,5091000000.0,30242000000.0,13.03
sh605028,世茂能源,23.87,10.0,2.17,0.0,45.07,1.94,10.92,428000000.0,40000000.0,955000000.0000001,23.54
sz002536,飞龙股份,16.84,9.99,1.53,0.0,17.08,1.01,6.99,1326000000.0,471000000.0,7934000000.0,31.08
sh605005,合兴股份,19.15,9.99,1.74,0.0,4.33,1.42,--,42558900.0,51268100.00000001,982000000.0,51.12
sz000831,中国稀土,33.68,9.99,3.06,0.0,6.85,3.63,11.30,2189000000.0,981000000.0,33036000000.0,424.29
sz002114,罗平锌电,7.6,9.99,0.69,0.0,12.01,3.23,11.14,286000000.0,323000000.0,2458000000.0,亏损
sh600193,创兴资源,5.73,9.98,0.52,0.0,6.91,11.99,9.98,165000000.0,425000000.0,2437000000.0,386.52
sh600615,丰华股份,9.72,9.96,0.88,0.0,5.17,6.35,11.43,92921900.0,188000000.0,1823999999.9999998,亏损
sz000558,莱茵体育,3.32,9.93,0.3,0.0,3.13,2.32,9.60,130000000.0,1289000000.0,4278000000.0,167.11
sz301170,锡南科技,44.17,9.9,3.98,0.18,58.49,1.18,16.60,577000000.0,23709500.0,1047000000.0000001,53.03
sz300697,电工合金,13.1,9.81,1.17,0.15,12.82,4.04,10.98,247000000.00000003,151000000.0,1973000000.0,22.35
sz000656,金科股份,1.35,9.76,0.12,0.0,12.27,1.24,12.2,849000000.0,5311000000.0,7169000000.0,亏损
sz301118,恒光股份,30.4,9.75,2.7,0.03,18.77,4.96,15.16,300000000.0,52645200.00000001,1600000000.0,55.58
