代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301505,N苏州规,38.99,47.97,12.64,0.0,74.18,--,36.32,573000000.0,19715600.0,769000000.0,220.03
sz301218,华是科技,34.67,20.01,5.78,0.0,51.52,1.77,21.53,913000000.0000001,56040500.0,1943000000.0,亏损
sh688095,福昕软件,142.85,20.0,23.81,0.01,11.23,3.46,7.43,861999999.9999999,54641500.0,7806000000.0,亏损
sz301315,威士顿,59.04,20.0,9.84,0.0,34.19,1.39,17.3,401999999.99999994,20863900.0,1232000000.0,146.67
sz301152,天力锂能,49.56,20.0,8.26,0.0,33.55,6.70,19.88,438000000.0,27897700.0,1383000000.0,3025.75
838701,N豪声,10.39,18.07,1.59,0.0,84.14,22.25,53.52,185000000.0,23276000.0,242000000.0,15.58
sz300989,蕾奥规划,23.73,17.13,3.47,0.13,53.31,4.34,18.71,484000000.0,40500000.0,961000000.0,254.27
sz301338,凯格精机,54.2,13.87,6.6,0.19,65.81,5.26,13.74,839000000.0,24614400.0,1334000000.0,124.89
sz300868,杰美特,22.84,12.96,2.62,0.04,32.8,5.35,18.55,347000000.0,50222600.0,1147000000.0,亏损
sh688535,华海诚科,116.56,11.01,11.56,-0.29,54.71,1.01,14.76,1014000000.0,16433100.0,1914999999.9999998,565.79
sz300864,南大环境,26.0,10.92,2.56,0.19,28.04,6.01,16.6,288000000.0,38760000.0,1008000000.0,21.75
sh600280,中央商场,3.8,10.14,0.35,0.0,3.49,1.17,4.06,148000000.0,1128000000.0,4288000000.0000005,亏损
sz000573,粤宏远Ａ,3.81,10.12,0.35,0.0,13.89,12.12,10.98,327000000.0,633000000.0,2411000000.0,72.30
sz002146,荣盛发展,1.96,10.11,0.18,0.0,8.35,1.82,11.8,615000000.0,3897000000.0,7637000000.0,亏损
sz301313,凡拓数创,44.01,10.11,4.04,0.0,28.19,3.40,12.06,311000000.0,25583400.0,1126000000.0,亏损
sz000980,众泰汽车,4.36,10.1,0.4,0.0,17.28,1.29,15.91,3091000000.0,4286999999.9999995,18693000000.0,亏损
sh600610,中毅达,11.07,10.04,1.01,0.0,7.08,2.54,10.44,343000000.0,449000000.0,4967000000.0,亏损
sz002694,顾地科技,7.57,10.03,0.69,0.0,8.07,3.04,10.32,324000000.0,539000000.0,4077000000.0000005,亏损
sz002400,省广集团,6.04,10.02,0.55,0.0,15.68,1.80,13.12,1493000000.0,1687000000.0,10191000000.0,57.27
sh603767,中马传动,14.96,10.0,1.36,0.0,15.23,1.13,13.68,666000000.0,307000000.0,4599000000.0,143.17
sz002310,东方园林,1.87,10.0,0.17,0.0,1.93,2.73,10.0,92001600.0,2605000000.0,4872000000.0,亏损
sh601900,南方传媒,20.35,10.0,1.85,0.0,4.82,1.3,10.27,852000000.0,896000000.0000001,18231000000.0,20.42
sz002943,宇晶股份,35.77,9.99,3.25,0.0,12.84,1.96,10.95,412000000.0,91945600.0,3289000000.0,78.48
sz001337,四川黄金,34.36,9.99,3.12,0.0,35.77,2.5,8.61,717000000.0,60000000.0,2062000000.0,58.33
sz002336,人人乐,14.32,9.98,1.3,0.0,4.74,1.25,9.91,248000000.0,373000000.0,5344000000.0,亏损
sh688571,杭华股份,7.38,9.98,0.67,0.0,7.83,5.29,11.33,137000000.0,243000000.00000003,1796000000.0,55.73
sz002355,兴民智通,6.17,9.98,0.56,0.0,19.9,1.34,12.83,748000000.0,618000000.0,3814000000.0,377.27
sz002292,奥飞娱乐,11.25,9.97,1.02,0.0,10.62,0.69,10.56,1127000000.0,975000000.0,10972000000.0,249.42
sh600135,乐凯胶片,8.4,9.95,0.76,0.0,11.87,16.14,4.97,545000000.0,553000000.0,4648000000.0,1048.52
sz002316,亚联发展,5.86,9.94,0.53,0.0,14.87,0.77,11.82,271000000.0,315000000.0,1846000000.0,亏损
sh603730,岱美股份,19.14,9.31,1.63,0.0,1.35,1.66,11.14,312000000.0,1271000000.0,24334000000.0,39.55
sz301379,天山电子,46.6,9.24,3.94,0.71,73.5,1.61,22.97,832000000.0,25340000.0,1181000000.0,44.78
sz000550,江铃汽车,18.86,9.08,1.57,0.05,11.85,4.03,14.05,1122000000.0,518000000.0,9778000000.0,22.27
sz301252,同星科技,56.28,9.07,4.68,0.04,46.55,1.53,17.58,513000000.0,20000000.0,1126000000.0,43.77
sh688627,C精智达,83.48,8.98,6.88,0.0,64.07,0.78,21.93,1001000000.0,19962100.0,1666000000.0,亏损
sz301049,超越科技,24.8,8.87,2.02,-0.04,29.64,2.69,20.24,189000000.0,25684000.0,637000000.0,亏损
sh688147,微导纳米,54.05,8.84,4.39,0.0,9.76,2.31,8.3,208000000.0,39641900.0,2143000000.0,亏损
sz301353,普莱得,42.26,8.64,3.36,-0.02,33.53,1.54,12.29,259000000.0,19000000.0,802999999.9999999,52.39
sz301262,海看股份,31.51,8.39,2.44,-0.03,32.23,1.22,14.89,394000000.0,39154200.0,1234000000.0,30.63
sz300945,曼卡龙,16.7,8.37,1.29,0.0,21.44,4.86,8.96,268000000.00000003,76514900.0,1278000000.0,32.10
sz002362,汉王科技,25.56,8.08,1.91,0.0,12.7,2.83,9.81,664000000.0,206999999.99999997,5288000000.0,亏损
sh688369,致远互联,59.39,8.0,4.4,-0.03,4.11,2.95,6.76,280000000.0,114999999.99999999,6814000000.0,亏损
sz000922,佳电股份,14.22,7.89,1.04,-0.07,6.15,6.34,7.36,512000000.0,585000000.0,8320000000.0,21.49
sh688035,德邦科技,68.83,7.75,4.95,0.04,13.55,1.37,11.22,280000000.0,30796500.0,2120000000.0,101.75
sz002877,智能自控,13.04,7.68,0.93,0.0,34.7,1.51,9.83,924000000.0,208000000.0,2718000000.0,79.17
sz300050,世纪鼎利,4.53,7.6,0.32,-0.44,12.48,7.72,9.26,294000000.0,512000000.0,2320000000.0,亏损
sh601949,中国出版,12.05,7.59,0.85,0.0,5.35,1.4,11.88,1140000000.0,1823000000.0,21961000000.0,166.62
sz000506,中润资源,4.59,7.49,0.32,0.0,17.06,2.05,9.6,710000000.0,928999999.9999999,4263000000.0000005,亏损
sz001328,登康口腔,34.14,7.39,2.35,0.03,24.93,3.98,10.88,355000000.0,42179399.99999999,1440000000.0,45.52
sz300457,赢合科技,27.18,7.22,1.83,0.11,13.97,1.21,12.39,2095000000.0,553000000.0,15041000000.0,42.84
sz301270,汉仪股份,50.1,7.14,3.34,-0.26,23.9,2.09,14.48,247000000.00000003,20065400.0,1005000000.0000001,185.68
sz301366,一博科技,46.93,7.12,3.12,0.04,41.24,2.48,10.48,651000000.0,34869000.0,1636000000.0,78.42
sz000678,襄阳轴承,8.18,7.07,0.54,0.0,24.59,2.14,15.58,878999999.9999999,459999999.99999994,3760000000.0,亏损
sz300800,力合科技,15.38,6.95,1.0,0.07,8.5,2.35,14.33,221000000.0,168000000.0,2587000000.0,80.72
sz001336,楚环科技,31.65,6.75,2.0,-0.19,45.97,6.27,10.69,293000000.0,20093500.0,636000000.0,52.17
sz301198,喜悦智行,16.17,6.73,1.02,0.06,17.46,6.14,10.16,216000000.0,77841400.0,1259000000.0,47.74
sz300572,安车检测,20.31,6.73,1.28,-0.15,8.04,2.97,9.72,299000000.0,184000000.0,3729000000.0,277.08
sz300446,乐凯新材,14.6,6.65,0.91,0.0,9.71,3.07,15.41,272000000.0,198000000.0,2888000000.0,536.47
sz300778,新城市,16.7,6.57,1.03,0.0,9.4,2.8,10.08,317000000.0,204000000.0,3399000000.0,69.27
sz000681,视觉中国,19.95,6.34,1.19,0.0,11.99,1.16,10.66,1582000000.0,672000000.0,13415000000.0,61.68
sz300170,汉得信息,12.16,6.2,0.71,0.0,18.09,2.01,8.91,2107000000.0,939000000.0,11416000000.0,94.18
