代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sh688591,N泰凌微,32.7,30.91,7.72,-0.24,78.34,--,28.66,1374000000.0,52045200.00000001,1702000000.0,137.14
sz300948,冠中生态,18.36,20.0,3.06,0.0,30.88,2.69,20.07,384000000.0,69660000.0,1279000000.0,95.73
sz300457,赢合科技,28.88,19.98,4.81,0.0,11.37,3.23,13.88,1714000000.0,553000000.0,15982000000.0,31.47
sz300854,中兰环保,20.42,19.98,3.4,0.0,33.18,1.52,22.09,295000000.0,45924900.0,938000000.0000001,806.19
sh688357,建龙微纳,61.23,19.24,9.88,0.02,6.84,3.89,17.78,336000000.0,83229800.0,5096000000.0,33.97
sz300941,创识科技,31.0,16.41,4.37,-0.64,58.43,5.29,17.39,1504000000.0,85205300.0,2641000000.0,103.35
sh688466,金科环境,21.0,13.95,2.57,0.05,6.96,5.11,20.40,178000000.0,123000000.0,2585000000.0,29.67
sh688345,博力威,34.34,12.26,3.75,0.12,15.56,10.44,12.13,141000000.0,25375000.0,871000000.0000001,49.28
sz300989,蕾奥规划,24.12,11.31,2.45,0.08,33.46,1.73,16.52,324000000.0,40500000.0,977000000.0,130.47
sz301228,实朴检测,28.32,11.23,2.86,-1.05,59.81,2.24,24.75,906000000.0,54865000.0,1554000000.0,亏损
sh688718,唯赛勃,17.15,10.29,1.6,-0.81,7.7,4.85,16.59,75512200.0,56620300.0,971000000.0000001,65.03
sh600187,国中水务,3.16,10.11,0.29,0.0,17.86,7.43,11.15,897000000.0000001,1614000000.0,5100000000.0,亏损
sh600684,珠江股份,4.49,10.05,0.41,0.0,4.2,1.51,9.56,157000000.0,852999999.9999999,3832000000.0,亏损
sh600257,大湖股份,9.21,10.04,0.84,0.0,3.19,0.20,--,141000000.0,480999999.99999994,4432000000.0,亏损
sh603106,恒银科技,9.32,10.04,0.85,0.0,15.94,1.02,10.98,756000000.0,521000000.0,4851000000.0,亏损
sh688663,新风光,29.5,10.03,2.69,-0.1,8.37,5.49,11.64,213000000.0,86420400.00000001,2549000000.0,26.43
sz000010,美丽生态,3.4,10.03,0.31,0.0,32.35,1.03,16.50,549000000.0,522000000.0,1775000000.0,亏损
sz001299,美能能源,20.08,10.03,1.83,0.0,31.03,0.69,9.31,281000000.0,46900000.0,942000000.0,47.82
sz002790,瑞尔特,11.86,10.02,1.08,0.0,4.76,5.27,6.12,144000000.0,261000000.0,3092000000.0,21.87
sz003007,直真科技,30.97,10.02,2.82,0.0,58.8,2.24,8.03,689000000.0,38564400.0,1194000000.0,亏损
sz002802,洪汇新材,13.18,10.02,1.2,0.0,2.26,1.99,4.76,53146000.0,181000000.0,2386000000.0,57.33
