代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301421,C波长,63.8,22.01,11.51,0.39,68.81,0.94,34.38,1150000000.0,27437700.0,1751000000.0000002,106.81
sz300094,国联水产,7.13,20.03,1.19,0.0,36.83,3.43,25.93,2570000000.0,1102000000.0,7858000000.0,193.17
sz300528,幸福蓝海,14.39,20.02,2.4,0.0,17.11,2.18,19.18,875000000.0,373000000.0,5362000000.0,463.81
sz300941,创识科技,26.63,20.01,4.44,0.0,19.1,2.01,22.67,403000000.0,85205300.0,2269000000.0,88.78
sz301228,实朴检测,25.46,19.98,4.24,0.0,57.45,3.29,29.97,672000000.0,54865000.0,1397000000.0,亏损
sz300172,中电环保,7.39,19.97,1.23,0.0,50.09,5.47,17.05,1819000000.0000002,524000000.0,3869000000.0,30.84
sz301169,零点有数,73.61,13.84,8.95,0.22,64.35,3.25,11.74,1372000000.0,28122100.0,2070000000.0,亏损
sz301337,亚华电子,42.25,13.21,4.93,-0.38,66.99,2.43,19.99,713000000.0,24705500.0,1044000000.0,267.75
sz301396,宏景科技,41.75,13.08,4.83,0.31,54.04,1.81,14.36,639000000.0,27413900.0,1145000000.0,484.56
sz300761,立华股份,19.93,12.66,2.24,0.0,2.55,8.06,18.43,297000000.0,604000000.0,12032000000.0,亏损
sh688429,时创能源,26.7,12.42,2.95,0.08,31.11,2.97,20.34,254000000.0,29755300.000000004,794000000.0,41.56
sh688316,青云科技-U,53.95,11.65,5.63,0.02,12.23,1.6,13.66,234000000.0,35930500.0,1938000000.0,亏损
sz300347,泰格医药,66.57,11.38,6.8,0.0,2.85,2.53,12.63,1044999999.9999999,570000000.0,37937000000.0,25.54
sz301333,诺思格,57.5,11.26,5.82,0.0,4.23,2.13,14.05,133000000.0,56731200.0,3261999999.9999995,47.93
sz300561,汇金科技,14.89,11.12,1.49,0.07,24.67,2.46,20.15,648000000.0,181000000.0,2698000000.0,584.07
sz301148,嘉戎技术,36.0,11.08,3.59,0.0,57.06,2.97,24.53,736000000.0,38097100.0,1371000000.0,54.68
sz300291,百纳千成,6.78,10.42,0.64,-0.15,6.28,6.19,15.96,348000000.0,827000000.0,5609000000.0,亏损
sh600467,好当家,2.82,10.16,0.26,0.0,14.3,6.39,15.62,556000000.0,1461000000.0,4120000000.0000005,136.77
sz301419,阿莱德,44.04,10.1,4.04,0.07,31.41,2.77,13.12,343000000.0,25000000.0,1101000000.0,55.86
sz000798,中水渔业,11.72,10.05,1.07,0.0,15.61,6.78,16.71,637000000.0,366000000.0,4286999999.9999995,亏损
sz002048,宁波华翔,14.38,10.02,1.31,0.0,6.39,7.67,5.97,475000000.0,522000000.0,7506000000.0,11.42
sz001314,亿道信息,40.33,10.01,3.67,0.0,12.8,1.79,9.36,179000000.0,35111500.0,1416000000.0,55.72
sz002802,洪汇新材,11.98,10.01,1.09,0.0,2.39,3.12,1.75,51707000.0,181000000.0,2169000000.0,52.11
sh601595,上海电影,24.29,10.01,2.21,0.0,6.26,3.1,9.74,665000000.0,448000000.00000006,10887000000.0,75.65
sh601065,江盐集团,17.26,10.01,1.57,0.0,68.31,2.92,13.45,1734000000.0,155000000.0,2679000000.0,19.84
sz002865,钧达股份,98.55,10.0,8.96,0.0,3.53,1.38,9.77,651000000.0,195000000.0,19178000000.0,15.82
sh603106,恒银科技,8.47,10.0,0.77,0.0,21.64,1.47,11.82,922000000.0000001,521000000.0,4409000000.0,亏损
sh603103,横店影视,18.7,10.0,1.7,0.0,1.75,2.04,10.29,202999999.99999997,634000000.0,11860000000.0,52.54
sz002670,国盛金控,10.89,10.0,0.99,0.0,9.33,1.56,8.99,1628000000.0,1623000000.0,17678000000.0,106.38
