代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301499,N维科精,35.28,80.92,15.78,0.0,73.72,--,35.28,939000000.0,32781800.0,1157000000.0,124.63
sz301281,科源制药,31.97,20.01,5.33,0.0,34.21,7.71,20.91,271000000.0,25691200.0,821000000.0000001,26.97
sz300898,熊猫乳品,29.6,16.9,4.28,0.0,41.98,4.91,18.88,628000000.0,53181899.99999999,1574000000.0,48.33
sz300601,康泰生物,28.6,14.54,3.63,-0.28,4.86,6.98,12.38,1196000000.0,881000000.0,25207000000.0,38.87
sz301505,C苏州规,42.47,14.26,5.3,0.55,75.14,1.13,29.38,592000000.0,19715600.0,836999999.9999999,239.67
sz301098,金埔园林,14.37,14.23,1.79,0.0,29.09,7.86,16.38,434999999.99999994,108000000.0,1552000000.0,26.02
sz300877,金春股份,20.95,11.02,2.08,0.24,27.41,7.05,20.67,324000000.0,56799000.0,1190000000.0,172.57
sz002310,东方园林,2.27,10.19,0.21,0.0,3.92,2.61,2.91,231000000.0,2605000000.0,5914000000.0,亏损
sz002076,星光股份,2.92,10.19,0.27,0.69,15.1,9.71,12.45,434000000.0,1036999999.9999999,3027000000.0,1880.67
sz002146,荣盛发展,2.38,10.19,0.22,0.0,12.35,1.46,13.89,1096000000.0,3897000000.0,9274000000.0,亏损
sz002269,美邦服饰,1.95,10.17,0.18,0.0,13.35,6.07,9.61,630000000.0,2512000000.0,4899000000.0,27.94
sz002374,中锐股份,4.24,10.13,0.39,0.0,6.45,8.04,10.65,289000000.0,1066000000.0,4521000000.0,亏损
sh600159,大龙地产,3.38,10.1,0.31,0.0,15.51,5.70,8.47,422000000.0,830000000.0000001,2805000000.0,82.09
sz000656,金科股份,1.53,10.07,0.14,0.0,15.76,1.90,12.23,1232000000.0,5311000000.0,8125000000.0,亏损
sz000716,黑芝麻,8.09,10.07,0.74,0.0,28.41,4.01,12.11,1545000000.0,689000000.0,5573000000.0,145.33
sz000413,东旭光电,1.86,10.06,0.17,0.0,4.07,7.79,10.06,372000000.0,5029000000.0,9354000000.0,亏损
sh600280,中央商场,4.6,10.05,0.42,0.0,1.23,0.36,--,63880500.0,1128000000.0,5190000000.0,亏损
sz002655,共达电声,14.14,10.04,1.29,0.0,5.03,1.03,10.82,252999999.99999997,360000000.0,5089000000.0,121.47
sz002336,人人乐,17.33,10.03,1.58,0.0,7.1,1.98,4.89,455999999.99999994,373000000.0,6467000000.0,亏损
sz000670,盈方微,7.35,10.03,0.67,0.0,7.32,0.97,9.43,321000000.0,610000000.0,4482000000.0,亏损
sz002172,澳洋健康,3.84,10.03,0.35,0.0,4.61,7.1,10.31,132000000.0,765000000.0,2939000000.0,20.24
sz002549,凯美特气,11.97,10.02,1.09,0.0,5.54,4.79,9.56,403000000.0,621000000.0,7430000000.0,亏损
sh601900,南方传媒,21.88,10.01,1.99,0.0,5.82,1.36,15.48,1068000000.0,896000000.0000001,19602000000.0,21.95
sh603918,金桥信息,28.59,10.0,2.6,0.0,22.11,2.29,11.23,2280000000.0,366000000.0,10452000000.0,581.60
sz000961,中南建设,1.76,10.0,0.16,0.0,8.96,2.79,11.88,578000000.0,3811000000.0,6708000000.0,亏损
sz000638,万方发展,6.93,10.0,0.63,0.0,9.63,2.49,9.84,204000000.0,309000000.0,2139999999.9999998,亏损
sh603291,联合水务,17.49,10.0,1.59,0.0,38.83,1.09,12.01,283000000.0,42322100.0,740000000.0,108.33
sz000897,津滨发展,2.53,10.0,0.23,0.0,8.6,1.6,10.44,341000000.0,1617000000.0000002,4092000000.0,亏损
sh600322,天房发展,2.09,10.0,0.19,0.0,6.94,4.08,11.58,156000000.0,1106000000.0,2311000000.0,亏损
sz001210,金房能源,24.88,9.99,2.26,0.0,11.9,1.02,9.90,142000000.0,48430400.0,1205000000.0,5.79
sz002719,麦趣尔,11.13,9.98,1.01,0.0,15.29,2.27,11.66,265000000.0,162000000.0,1802000000.0,亏损
sz002968,新大正,16.98,9.97,1.54,0.0,4.15,4.84,9.97,141000000.0,206000000.0,3490999999.9999995,20.42
sz002761,浙江建投,16.65,9.97,1.51,0.0,6.69,5.26,11.76,1151000000.0,1081000000.0,18004000000.0,13.36
sz300032,金龙机电,7.5,9.97,0.68,0.0,20.51,2.59,18.04,1275000000.0,802999999.9999999,6024000000.0,62.49
sh605188,国光连锁,11.26,9.96,1.02,0.0,7.18,0.28,--,48813200.0,60380000.0,680000000.0,51.11
sh600355,精伦电子,3.65,9.94,0.33,0.0,11.65,5.39,10.24,206999999.99999997,492000000.0,1796000000.0,亏损
sz002431,棕榈股份,2.77,9.92,0.25,0.0,4.56,7.57,9.92,181000000.0,1458000000.0,4040000000.0,亏损
sz002565,顺灏股份,3.55,9.91,0.32,0.0,3.28,1.0,5.57,122000000.0,1056000000.0,3747000000.0,113.32
sh600936,广西广电,4.22,9.9,0.38,0.0,1.95,6.8,7.29,135000000.0,1671000000.0,7052000000.0,亏损
sz300755,华致酒行,25.62,9.86,2.3,-0.04,2.71,5.63,10.98,280000000.0,416000000.0,10670000000.0,26.38
sz000793,华闻集团,2.34,9.86,0.21,0.0,4.19,3.88,9.86,186000000.0,1961000000.0,4589000000.0,亏损
sh603868,飞科电器,77.51,9.74,6.88,0.0,0.4,1.84,11.37,131000000.0,436000000.00000006,33763000000.0,26.36
sh688089,嘉必优,21.93,9.71,1.94,0.09,2.88,3.67,12.01,104000000.0,168000000.0,3690999999.9999995,64.50
sz301203,国泰环保,44.29,9.14,3.71,0.45,53.97,1.9,14.05,411000000.00000006,17067700.0,756000000.0,28.71
sz300892,品渥食品,26.11,8.34,2.01,-0.04,24.84,7.54,17.34,204000000.0,31648800.0,826000000.0,亏损
sz300567,精测电子,89.41,8.31,6.86,0.12,3.78,2.45,8.88,679000000.0,206999999.99999997,18494000000.0,523.52
sz002123,梦网科技,16.0,8.11,1.2,0.0,10.13,1.7,7.16,1108000000.0,692000000.0,11074000000.0,294.93
sz300630,普利制药,20.82,7.71,1.49,-0.05,8.0,11.97,8.07,532000000.0,322000000.0,6705000000.0,16.41
sh600257,大湖股份,6.86,7.52,0.48,0.0,19.14,3.21,11.6,620000000.0,480999999.99999994,3301000000.0,亏损
838924,广脉科技,6.5,7.44,0.45,0.0,1.63,7.74,11.57,4973500.0,49062100.0,319000000.0,29.12
sz301009,可靠股份,13.03,7.33,0.89,-0.15,14.49,8.96,10.96,181000000.0,97183799.99999999,1266000000.0,79.80
sh605020,永和股份,33.47,7.24,2.26,0.09,4.71,1.6,10.29,271000000.0,174000000.0,5827000000.0,108.57
sh688161,威高骨科,44.2,6.94,2.87,0.07,3.61,4.49,8.2,120000000.0,76666700.0,3389000000.0,46.95
sh605369,拱东医疗,61.21,6.92,3.96,-0.16,6.47,2.07,8.96,109000000.00000001,28248100.0,1729000000.0,59.61
sh688238,和元生物,11.45,6.91,0.74,0.09,2.67,3.49,9.8,108000000.0,355000000.0,4069000000.0,亏损
sh600743,华远地产,1.75,6.71,0.11,0.58,4.5,5.82,10.98,183000000.0,2346000000.0,4106000000.0,亏损
sz300528,幸福蓝海,13.78,6.66,0.86,-0.15,14.44,1.15,15.17,723000000.0,373000000.0,5135000000.0,444.15
sh600199,金种子酒,26.66,6.34,1.59,0.0,4.23,3.7,7.9,735000000.0,658000000.0,17537000000.0,亏损
sh600773,西藏城投,13.96,6.24,0.82,0.0,5.05,4.27,7.46,572000000.0,819999999.9999999,11442000000.0,102.50
sh600565,迪马股份,1.71,6.21,0.1,0.0,4.39,4.22,7.45,184000000.0,2492000000.0,4260000000.0,亏损
sz000797,中国武夷,3.43,6.19,0.2,0.0,8.32,4.41,10.53,441000000.0,1570000000.0,5386000000.0,亏损
sh605179,一鸣食品,12.59,6.16,0.73,0.08,13.08,3.66,10.12,98979200.0,61000000.0,768000000.0,275.71
sz002156,通富微电,24.5,6.15,1.42,0.16,8.94,1.45,9.75,3300000000.0,1513000000.0,37070000000.0,2036.43
sz002186,全 聚 德,14.0,5.98,0.79,0.0,14.16,4.46,13.63,601000000.0,308000000.0,4313000000.0,117.68
sz301349,信德新材,57.14,5.91,3.19,0.09,18.47,3.62,9.32,268000000.00000003,25500000.0,1457000000.0,51.17
sh603379,三美股份,29.36,5.88,1.63,0.0,1.88,1.09,8.69,334000000.0,610000000.0,17924000000.0,224.36
sh600340,华夏幸福,2.38,5.78,0.13,-0.42,4.44,3.83,11.11,409000000.0,3893000000.0,9266000000.0,3.15
sz000982,中银绒业,1.65,5.77,0.09,0.0,4.05,4.94,8.97,280000000.0,4261999999.9999995,7031999999.999999,235.68
430300,辰光医疗,8.69,5.72,0.47,0.0,4.02,1.06,8.64,18226700.0,52228100.00000001,454000000.0,亏损
sz300818,耐普矿机,28.15,5.55,1.48,0.04,6.88,2.67,7.42,120000000.0,62122299.99999999,1748999999.9999998,27.71
sz000838,财信发展,4.0,5.54,0.21,0.0,6.12,1.77,8.97,256000000.0,1053999999.9999999,4215000000.0,亏损
sz300189,神农科技,3.81,5.54,0.2,-0.26,10.18,1.5,8.03,374000000.0,963000000.0000001,3669000000.0,亏损
sz300456,赛微电子,25.8,5.52,1.35,-0.04,7.11,1.08,9.73,1050000000.0,584000000.0,15068000000.0,306.62
sh603529,爱玛科技,33.97,5.5,1.77,-0.03,7.46,3.48,6.74,558000000.0,223000000.0,7590000000.000001,15.32
sz002640,跨境通,4.03,5.5,0.21,-0.25,19.07,7.38,4.97,1086000000.0,1388000000.0,5594000000.0,1277.08
sz300649,杭州园林,24.33,5.46,1.26,0.0,16.7,2.8,13.78,424000000.0,105000000.0,2557000000.0,76.47
sz300832,新产业,61.91,5.38,3.16,-0.11,0.54,1.86,6.62,229999999.99999997,698000000.0,43238000000.0,34.25
sz002820,桂发祥,12.35,5.38,0.63,0.0,18.27,4.64,10.92,443000000.0,200000000.0,2474000000.0,24.29
sh600313,农发种业,9.87,5.34,0.5,0.0,10.45,1.45,6.72,1095000000.0,1067000000.0,10531000000.0,68.28
sh688621,阳光诺和,56.7,5.33,2.87,0.68,1.67,2.3,10.12,67053500.0,71019100.0,4027000000.0000005,33.12
sz300106,西部牧业,8.94,5.3,0.45,0.0,13.35,5.64,9.78,250000000.0,211000000.0,1889000000.0,216.94
sz300500,启迪设计,18.71,5.29,0.94,0.05,7.05,3.49,5.29,213000000.0,164000000.0,3074000000.0,38.92
sz301277,新天地,19.93,5.28,1.0,0.0,13.27,4.64,5.49,130000000.0,50040000.0,997000000.0000001,21.33
sh600389,江山股份,27.25,5.21,1.35,0.15,2.45,1.08,5.17,283000000.0,430999999.99999994,11735000000.0,24.44
sz301038,深水规院,20.0,5.21,0.99,0.0,28.13,1.62,9.47,238000000.0,42900000.0,858000000.0,亏损
sz300253,卫宁健康,7.73,5.17,0.38,-0.13,6.0,2.69,7.62,846000000.0000001,1848999999.9999998,14293000000.0,亏损
sz001318,阳光乳业,14.52,5.14,0.71,-0.14,18.93,7.14,7.39,192000000.0,70700000.0,1027000000.0,46.78
sz301080,百普赛斯,60.06,5.07,2.9,0.02,2.46,2.25,6.28,91985800.0,62845100.0,3774000000.0,40.00
sz300778,新城市,17.78,4.96,0.84,0.0,11.66,1.85,12.87,415000000.00000006,204000000.0,3619000000.0,73.75
sz000752,*ST西发,4.48,4.92,0.21,0.0,0.45,0.66,--,5271600.0,264000000.0,1182000000.0,亏损
sh600657,信达地产,4.48,4.92,0.21,0.67,1.51,3.14,6.09,191000000.0,2852000000.0,12776000000.0,142.26
sz300957,贝泰妮,94.37,4.9,4.41,-0.02,2.78,3.98,6.57,567000000.0,217000000.0,20515000000.0,63.15
sh600882,妙可蓝多,21.19,4.9,0.99,0.05,2.13,1.98,6.88,229000000.0,512000000.0,10850000000.0,112.46
sz300495,*ST美尚,1.93,4.89,0.09,0.0,2.52,1.19,4.89,22467600.000000004,472000000.0,911000000.0,亏损
sz002762,金发拉比,9.53,4.84,0.44,0.0,12.51,3.29,10.67,238000000.0,200999999.99999997,1917000000.0000002,155.52
sh603948,建业股份,29.25,4.84,1.35,0.03,6.37,1.24,11.69,300000000.0,161000000.0,4717000000.0,12.89
sz000056,皇庭国际,3.9,4.84,0.18,-0.26,10.06,9.85,9.68,365000000.0,903999999.9999999,3525000000.0,亏损
sz000965,天保基建,4.14,4.81,0.19,0.24,6.75,4.67,9.87,307000000.0,1110000000.0,4595000000.0,52.19
sz301004,嘉益股份,38.17,4.8,1.75,0.13,6.96,2.14,6.95,66085700.0,25000000.0,953999999.9999999,18.68
sz300517,海波重科,15.5,4.8,0.71,0.07,4.82,1.45,6.08,91209700.0,124000000.0,1922000000.0,116.80
sz300812,易天股份,26.51,4.78,1.21,-0.04,23.61,1.78,20.08,570000000.0,89842500.0,2382000000.0,亏损
sz300945,曼卡龙,16.88,4.65,0.75,-0.06,23.87,2.52,9.36,309000000.0,76661600.0,1294000000.0,32.44
sz300989,蕾奥规划,23.95,4.63,1.06,0.04,48.89,1.84,12.23,459000000.0,40500000.0,969999999.9999999,256.63
sz300917,特发服务,25.78,4.63,1.14,0.04,15.35,3.53,8.44,340000000.0,86612500.0,2233000000.0,32.77
sh603726,朗迪集团,13.94,4.58,0.61,0.36,6.91,3.69,10.88,180000000.0,186000000.0,2588000000.0,43.80
sz002325,洪涛股份,1.61,4.55,0.07,0.0,6.19,3.46,7.79,141000000.0,1434000000.0,2309000000.0,亏损
sz002881,美格智能,31.06,4.51,1.34,0.0,3.44,2.8,8.38,171000000.0,161000000.0,5012000000.0,111.84
sh603696,安记食品,10.01,4.49,0.43,0.0,3.45,3.92,5.64,80169600.0,235000000.0,2354000000.0,44.24
sz002305,南国置业,2.33,4.48,0.1,0.87,5.57,3.62,7.17,222000000.00000003,1734000000.0,4040000000.0,亏损
sz300237,美晨生态,2.1,4.48,0.09,0.96,5.03,5.38,6.96,149000000.0,1438000000.0,3021000000.0,亏损
sz002697,红旗连锁,6.24,4.35,0.26,0.0,6.87,3.14,5.69,457000000.0,1078000000.0,6725000000.0,15.06
sh603528,多伦科技,8.66,4.34,0.36,0.0,6.83,2.07,11.45,361000000.0,624000000.0,5405000000.0,442.99
sh600238,海南椰岛,11.1,4.32,0.46,0.0,4.02,4.26,7.14,198000000.0,445000000.0,4940000000.0,亏损
sz002222,福晶科技,28.04,4.28,1.15,0.0,5.47,0.68,6.29,638000000.0,426000000.0,11934000000.0,56.67
sz301190,善水科技,19.29,4.27,0.79,0.1,7.0,4.53,7.62,95863200.0,71046900.0,1370000000.0,38.89
sh603707,健友股份,14.17,4.27,0.58,0.07,1.84,4.63,7.36,426999999.99999994,1616000000.0,22894000000.0,17.23
sz300858,科拓生物,15.81,4.22,0.64,0.13,3.89,1.59,5.87,72770900.0,119000000.0,1880000000.0,51.94
sz002663,普邦股份,2.01,4.14,0.08,0.0,5.4,5.71,4.66,139000000.0,1302000000.0,2616000000.0,亏损
831087,秋乐种业,7.82,4.13,0.31,0.0,6.05,1.1,7.19,33902900.0,71150100.0,556000000.0,33.08
sz300746,汉嘉设计,11.1,4.13,0.44,0.27,4.84,4.18,5.82,117000000.0,221000000.0,2455000000.0,66.99
sz300841,康华生物,57.9,4.1,2.28,-0.04,5.76,3.22,8.54,395000000.0,118000000.0,6829000000.000001,18.53
sz001368,通达创智,26.21,4.09,1.03,0.35,22.41,1.63,10.09,166000000.0,28000000.0,734000000.0,23.70
sh600559,老白干酒,25.02,4.08,0.98,0.04,5.06,2.25,6.32,1130000000.0,897000000.0000001,22450000000.0,55.89
sh603217,元利科技,26.09,4.07,1.02,0.15,1.07,2.99,6.9,57176400.0,206000000.0,5365000000.0,21.23
sz300094,国联水产,5.13,4.06,0.2,0.0,9.46,2.91,5.68,528000000.0,1102000000.0,5654000000.0,138.98
sh688276,百克生物,59.04,4.05,2.3,-0.02,1.07,3.22,7.53,153000000.0,241000000.0,14249000000.0,331.51
sh600533,栖霞建设,3.34,4.05,0.13,-0.3,3.67,4.07,5.92,127000000.0,1050000000.0,3507000000.0,88.36
sz002775,文科园林,4.12,4.04,0.16,0.24,5.83,6.93,8.33,106000000.0,446000000.0,1839000000.0,136.44
sz300575,中旗股份,11.08,4.04,0.43,0.18,3.82,2.94,5.82,144000000.0,344000000.0,3813000000.0000005,13.89
sh688363,华熙生物,93.82,4.04,3.64,0.0,1.98,3.35,4.28,364000000.0,198000000.0,18593000000.0,56.35
sh600763,通策医疗,108.38,4.03,4.2,0.0,1.77,2.28,5.29,613000000.0,321000000.0,34751000000.0,51.42
sz002256,兆新股份,2.59,4.02,0.1,0.0,6.7,1.72,6.02,238000000.0,1396000000.0,3615999999.9999995,亏损
sh688639,华恒生物,92.99,4.02,3.59,0.29,0.76,1.11,5.57,71102500.0,102000000.0,9446000000.0,45.00
sh688091,上海谊众,74.72,4.01,2.88,0.04,1.33,1.48,4.84,109000000.00000001,110000000.00000001,8184000000.0,53.73
sz300418,昆仑万维,38.43,4.0,1.48,0.03,7.4,1.1,5.66,3087000000.0,1087000000.0,41773000000.0,54.17
sz002717,岭南股份,3.38,4.0,0.13,0.0,6.71,3.14,5.54,323000000.0,1450000000.0,4900000000.0,亏损
sz001328,登康口腔,35.75,3.98,1.37,0.03,27.54,2.25,5.61,412000000.0,42179399.99999999,1508000000.0,47.67
sz002875,安奈儿,13.85,3.98,0.53,0.07,9.65,3.54,7.13,225999999.99999997,173000000.0,2396000000.0,亏损
sz301116,益客食品,16.51,3.97,0.63,0.0,11.24,3.39,6.11,214000000.0,117000000.0,1923000000.0,15.84
sh601069,西部黄金,13.93,3.96,0.53,0.14,2.73,1.96,6.79,254000000.0,672000000.0,9366000000.0,亏损
sh603077,和邦生物,2.64,3.94,0.1,0.0,2.29,2.0,4.33,529000000.0,8831000000.0,23315000000.0,14.70
833394,民士达,16.64,3.94,0.63,0.0,1.95,1.01,4.06,11306199.999999998,35310000.0,588000000.0,36.14
sh600160,巨化股份,15.86,3.93,0.6,0.06,1.42,1.19,7.01,606000000.0,2700000000.0,42818000000.0,70.15
sz301327,华宝新能,81.18,3.93,3.07,0.0,7.48,2.73,6.64,193000000.0,31904200.0,2590000000.0,亏损
sz002175,东方智造,2.93,3.9,0.11,-0.34,2.86,2.63,4.61,106000000.0,1277000000.0,3740999999.9999995,1249.53
sh605338,巴比食品,26.44,3.89,0.99,-0.04,2.92,3.85,6.6,66313000.0,86263700.00000001,2281000000.0,40.29
sz002162,悦心健康,4.55,3.88,0.17,0.22,5.79,3.53,7.76,244000000.0,926000000.0,4214000000.0,亏损
sh603160,汇顶科技,55.96,3.86,2.08,-0.16,2.97,1.01,6.59,761000000.0,458000000.0,25629000000.000004,亏损
sh603237,五芳斋,29.95,3.85,1.11,0.03,6.9,2.92,3.68,71834200.0,35260100.0,1056000000.0,亏损
sz000972,中基健康,3.81,3.81,0.14,0.0,2.57,2.99,7.36,75607900.0,771000000.0,2939000000.0,43.52
sh688362,甬矽电子,43.6,3.81,1.6,-0.21,45.58,1.57,10.95,946000000.0000001,48000000.0,2093000000.0,亏损
sh603392,万泰生物,66.81,3.81,2.45,-0.02,0.48,3.04,7.12,409000000.0,1265000000.0,84487000000.0,17.02
sz300783,三只松鼠,20.19,3.81,0.74,0.1,3.63,3.09,4.99,204000000.0,281000000.0,5669000000.0,10.56
sz000799,酒鬼酒,94.18,3.8,3.45,0.0,4.29,2.9,6.55,1313000000.0,325000000.0,30602000000.0,25.49
839371,欧福蛋业,3.57,3.78,0.13,0.0,3.93,5.47,6.39,6173400.0,43780800.0,156000000.0,14.88
sz000560,我爱我家,2.75,3.77,0.1,0.0,4.44,3.28,8.3,275000000.0,2250000000.0,6187000000.0,31.29
sh600665,天地源,4.14,3.76,0.15,0.24,2.73,1.84,4.76,96390900.0,864000000.0,3577000000.0000005,56.88
sz300087,荃银高科,11.36,3.74,0.41,-0.18,4.28,2.47,3.93,433000000.0,896000000.0000001,10177000000.0,85.91
sz000014,沙河股份,13.3,3.74,0.48,0.0,15.77,1.48,10.3,501000000.0,242000000.0,3219000000.0,4.98
sh600975,新五丰,10.58,3.73,0.38,0.1,5.39,1.32,5.0,370000000.0,653000000.0,6905000000.0,亏损
sh688236,春立医疗,24.33,3.71,0.87,-0.04,1.79,1.61,4.6,33345200.0,77757500.0,1892000000.0000002,41.77
sz000913,钱江摩托,17.41,3.69,0.62,0.35,3.11,2.1,7.68,249000000.00000003,457000000.0,7962000000.0,31.05
sh688670,金迪克,29.63,3.67,1.05,0.03,9.0,1.17,8.75,114999999.99999999,42903600.0,1271000000.0,25.11
sh600552,凯盛科技,11.96,3.64,0.42,-0.33,2.27,1.59,6.07,239000000.0,894999999.9999999,10709000000.0,95.83
sh605089,味知香,41.08,3.63,1.44,0.0,8.71,4.88,6.16,130000000.0,36570000.0,1502000000.0,39.78
sz300551,古鳌科技,25.41,3.63,0.89,-0.08,2.7,0.73,5.79,159000000.0,235000000.0,5983000000.0,亏损
sz000889,ST中嘉,2.0,3.63,0.07,-0.5,3.42,1.72,6.74,58202600.0,869999999.9999999,1739999999.9999998,亏损
sh600082,海泰发展,3.43,3.62,0.12,0.59,3.15,2.63,4.23,67826400.0,634000000.0,2176000000.0,亏损
sz002133,广宇集团,3.72,3.62,0.13,0.27,3.68,3.19,5.57,104000000.0,770000000.0,2864000000.0,8.63
sz301192,泰祥股份,29.94,3.6,1.04,0.03,46.38,1.87,9.72,352000000.0,24975000.0,748000000.0,70.14
sz002210,飞马国际,2.05,3.54,0.07,-0.49,2.89,2.29,10.1,158000000.0,2661000000.0,5456000000.0,2379.09
sz301365,矩阵股份,17.44,3.5,0.59,0.0,11.3,3.17,4.69,87096700.0,45000000.0,785000000.0,49.84
sz000736,中交地产,14.49,3.5,0.49,-0.07,7.23,2.39,8.93,726000000.0,695000000.0,10077000000.0,亏损
sz000608,阳光股份,2.97,3.48,0.1,-0.67,3.07,3.11,6.62,67597100.0,750000000.0,2227000000.0,亏损
