代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301448,N开创,39.87,119.67,21.72,-0.03,75.58,--,59.39,578000000.0,20000000.0,797000000.0,66.97
sh688334,N西高院,20.73,46.4,6.57,0.0,71.7,--,17.59,1089000000.0,71394500.0,1480000000.0,47.11
sz300812,易天股份,26.99,20.01,4.5,0.0,18.26,3.42,13.87,370000000.0,78662400.0,2123000000.0,亏损
sh688668,鼎通科技,102.6,20.0,17.1,0.0,19.87,1.57,15.09,877000000.0,46558500.0,4777000000.0,76.32
sh688662,富信科技,72.73,20.0,12.12,0.0,22.68,1.21,15.74,838000000.0000001,54005000.0,3928000000.0,700.25
sz300378,鼎捷软件,32.95,19.99,5.49,0.0,23.49,4.16,12.27,1953000000.0,266000000.0,8759000000.0,亏损
sh688369,致远互联,61.04,19.99,10.17,0.0,8.08,3.82,19.91,537000000.0,114999999.99999999,7003000000.0,亏损
sz301123,奕东电子,29.17,19.99,4.86,0.0,33.24,6.73,21.72,691000000.0,76416200.0,2229000000.0,81.44
sh688071,华依科技,58.22,19.99,9.7,0.0,9.85,6.49,8.39,204000000.0,36119600.0,2103000000.0,102.78
sz300302,同有科技,15.56,19.97,2.59,0.0,32.62,3.33,18.97,1773000000.0,367000000.0,5707000000.0,201.93
sh688498,源杰科技,330.0,16.61,47.0,-1.52,24.88,1.24,20.0,1383000000.0,17738500.0,5854000000.0,590.88
sh688159,有方科技,39.19,16.32,5.5,0.0,6.7,1.84,18.14,219000000.0,88179700.0,3456000000.0,亏损
sz300042,朗科科技,46.37,16.3,6.5,0.04,13.11,1.71,18.08,1038000000.0000001,180000000.0,8325000000.0,318.68
sz300913,兆龙互连,67.57,16.06,9.35,-0.63,49.03,1.11,23.2,1383000000.0,45937500.0,3104000000.0,197.30
sz300657,弘信电子,23.09,14.88,2.99,-0.09,12.57,1.56,14.38,1245000000.0,446000000.0,10289000000.0,亏损
sz300502,新易盛,78.3,14.07,9.66,-0.05,13.61,1.32,17.44,6211000000.0,618000000.0,48359000000.0,128.87
sz300051,三五互联,14.15,14.02,1.74,0.0,8.82,2.69,15.63,443000000.0,366000000.0,5174000000.0,亏损
sh688118,普元信息,38.2,13.72,4.61,1.17,11.95,1.21,16.37,421000000.0,95400000.0,3644000000.0,亏损
sz300576,容大感光,44.88,13.33,5.28,-0.05,27.59,2.48,10.81,1736000000.0,142000000.0,6370000000.0,147.95
sh688095,福昕软件,227.91,13.05,26.31,0.0,6.69,1.53,15.04,583000000.0,39882300.0,9090000000.0,亏损
sh688519,南亚新材,26.86,12.9,3.07,-0.67,10.35,4.93,17.78,250999999.99999997,91909700.0,2469000000.0,亏损
sh688031,星环科技-U,160.72,12.57,17.95,0.42,9.31,1.57,18.21,409999999.99999994,28126200.0,4520000000.0,亏损
sz300394,天孚通信,120.75,12.54,13.45,0.03,5.99,1.06,20.12,2432000000.0,358000000.0,43281000000.0,129.34
sz300580,贝斯特,38.6,12.37,4.25,-0.26,3.44,1.15,15.75,238000000.0,187000000.0,7200000000.0,36.08
sz301205,联特科技,250.62,12.21,27.27,0.0,33.7,1.17,16.93,1450000000.0,18020000.0,4516000000.0,170.53
sz300539,横河精密,14.45,12.1,1.56,-0.35,7.36,4.11,15.21,175000000.0,171000000.0,2466000000.0,87.67
sh688025,杰普特,76.5,12.05,8.23,0.12,7.8,1.63,15.53,444000000.00000006,77738500.0,5947000000.0,59.99
sz301221,光庭信息,61.34,12.02,6.58,-0.1,25.37,2.58,14.99,686000000.0,43317299.99999999,2657000000.0,222.44
831305,海希通讯,9.14,11.74,0.96,0.0,2.93,28.78,13.57,22230300.000000004,81771400.0,747000000.0,37.42
sh688448,磁谷科技,35.92,11.28,3.64,-0.25,25.47,2.46,18.43,152000000.0,16924500.0,608000000.0,亏损
872808,曙光数创,76.8,10.98,7.6,0.0,11.01,1.38,11.27,558000000.0,68686300.0,5275000000.0,62.14
sh688232,新点软件,60.98,10.91,6.0,-0.03,10.73,4.55,8.20,627000000.0,97050400.00000001,5918000000.0,亏损
sz300901,中胤时尚,16.23,10.86,1.59,-0.12,23.61,2.77,9.22,447000000.0,122000000.0,1975000000.0,133.18
sh688229,博睿数据,66.69,10.78,6.49,-0.52,17.48,1.99,12.79,242000000.0,21062800.000000004,1405000000.0,亏损
sz300275,梅安森,16.67,10.69,1.61,0.0,10.06,3.21,13.41,405000000.0,247000000.00000003,4115000000.0,137.38
sz301218,华是科技,25.0,10.33,2.34,0.0,18.23,3.49,11.25,249000000.00000003,56040500.0,1401000000.0,亏损
sh688048,长光华芯,116.99,10.26,10.89,-0.51,16.63,1.38,15.71,1474000000.0,79116500.0,9256000000.0,3500.24
sz300620,光库科技,72.19,10.18,6.67,-0.14,19.78,1.4,13.68,3361000000.0,242000000.0,17445000000.0,286.58
sh688698,伟创电气,36.32,10.16,3.35,0.14,14.17,2.66,13.77,227000000.0,45901500.0,1667000000.0000002,38.36
sz002513,蓝丰生化,5.35,10.08,0.49,0.0,1.64,0.78,--,27509699.999999996,315000000.0,1682999999.9999998,亏损
sh600609,金杯汽车,5.36,10.06,0.49,0.0,1.69,2.26,6.98,117000000.0,1311000000.0,7028000000.0,30.69
sz000936,华西股份,12.6,10.04,1.15,0.0,0.78,0.09,--,87112099.99999999,886000000.0,11161000000.0,125.88
sz000962,东方钽业,12.71,10.04,1.16,0.0,5.29,3.49,7.27,289000000.0,441000000.0,5603000000.0,24.15
sz002166,莱茵生物,8.0,10.04,0.73,0.0,3.99,3.06,4.81,147000000.0,466000000.0,3732000000.0,74.44
sh603269,海鸥股份,14.47,10.04,1.32,0.0,9.53,0.83,8.29,215000000.0,158000000.0,2279000000.0,257.81
sh600105,永鼎股份,8.77,10.04,0.8,0.0,26.21,1.33,9.41,3108000000.0,1381000000.0,12112000000.0,127.51
sh603118,共进股份,12.17,10.04,1.11,0.0,12.75,1.73,7.41,1198000000.0,784000000.0,9547000000.0,31.59
sh600556,天下秀,9.43,10.04,0.86,0.0,7.76,1.39,9.80,1272000000.0,1807999999.9999998,17047000000.0,223.94
sz002079,苏州固锝,13.38,10.03,1.22,0.0,6.23,3.81,9.29,654000000.0,798000000.0,10681000000.0,118.10
