代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz300198,纳川股份,3.1,20.16,0.52,0.0,14.81,25.06,20.93,401000000.0,908000000.0,2815000000.0,亏损
sh688073,毕得医药,79.43,20.0,13.24,0.0,9.62,3.03,19.54,141000000.0,19539800.0,1552000000.0,48.87
sh688535,华海诚科,79.08,20.0,13.18,0.0,27.6,1.59,18.85,337000000.0,16433100.0,1300000000.0,383.86
sz301141,中科磁业,71.65,20.0,11.94,0.0,64.43,1.21,24.15,802999999.9999999,20271500.0,1452000000.0,121.14
sz301186,超达装备,46.63,20.0,7.77,0.0,38.44,2.07,20.92,372000000.0,21600700.0,1007000000.0,53.29
sz300455,航天智装,13.52,19.96,2.25,0.0,5.5,2.39,17.92,508000000.0,709000000.0,9581000000.0,267.87
sz301261,C恒工,59.29,18.58,9.29,0.1,76.35,0.97,38.8,827000000.0,19791800.0,1173000000.0,43.17
sz301398,星源卓镁,64.0,18.34,9.92,-0.02,78.17,2.02,30.07,803999999.9999999,19273300.0,1233000000.0,75.56
sh688629,华丰科技,26.18,13.33,3.08,0.12,45.8,0.99,13.98,624000000.0,54750100.0,1433000000.0,258.72
sz300475,香农芯创,36.21,13.09,4.19,0.36,11.64,1.66,18.14,1785000000.0000002,442000000.0,15997999999.999998,48.49
sz300991,创益通,18.82,12.63,2.11,0.0,24.14,4.17,15.68,285000000.0,65376000.0,1230000000.0,亏损
sh688306,均普智能,6.25,12.21,0.68,0.16,12.99,3.71,16.7,360000000.0,455999999.99999994,2852000000.0,亏损
sz301358,湖南裕能,49.33,12.16,5.35,0.0,22.75,7.09,10.16,1379000000.0,125000000.0,6145000000.0,33.22
sz300711,广哈通信,15.57,12.01,1.67,0.0,12.02,5.59,11.8,465000000.00000006,248000000.0,3860000000.0,亏损
sz300602,飞荣达,17.16,11.0,1.7,0.18,10.32,4.53,9.38,552000000.0,319000000.0,5474000000.0,亏损
sh688041,海光信息,77.8,10.59,7.45,-0.09,15.68,3.13,12.31,2549000000.0,212000000.0,16477000000.000002,188.84
sz300700,岱勒新材,22.81,10.19,2.11,0.31,13.3,2.39,13.82,508000000.0,172000000.0,3920000000.0000005,60.55
sz000670,盈方微,6.77,10.08,0.62,0.0,4.76,2.87,9.92,193000000.0,610000000.0,4129000000.0,亏损
sh600083,博信股份,7.99,10.05,0.73,0.0,5.6,2.2,10.47,98864800.0,227999999.99999997,1822000000.0,亏损
sz002026,山东威达,10.08,10.04,0.92,0.0,4.75,4.69,10.81,200000000.0,428000000.0,4314000000.0,69.62
sz002893,京能热力,15.03,10.03,1.37,0.0,39.89,4.3,6.00,1189000000.0,202000000.0,3029000000.0,4.49
sz002977,天箭科技,35.81,10.02,3.26,0.0,6.16,4.34,10.88,143000000.0,65365300.0,2341000000.0,67.12
sh600778,友好集团,7.91,10.01,0.72,0.0,2.68,3.86,11.13,62682100.0,311000000.0,2462000000.0,13.32
sh603788,宁波高发,15.49,10.01,1.41,0.0,8.02,0.92,11.22,262000000.0,223000000.0,3454999999.9999995,30.08
sz000004,国华网安,16.81,10.01,1.53,0.0,22.84,1.23,16.30,420000000.0,119000000.0,1998999999.9999998,亏损
sh603933,睿能科技,20.11,10.01,1.83,0.0,12.71,3.39,10.34,511000000.00000006,204999999.99999997,4121000000.0,63.00
sh603236,移远通信,61.89,10.01,5.63,0.0,6.0,2.97,10.75,951000000.0,265000000.0,16375000000.0,亏损
sh603348,文灿股份,45.08,10.01,4.1,0.0,2.57,1.15,10.15,291000000.0,261000000.0,11775000000.0,1169.78
sz002199,东晶电子,9.57,10.0,0.87,0.0,7.94,0.55,11.72,180000000.0,243000000.00000003,2330000000.0,亏损
sz002703,浙江世宝,16.5,10.0,1.5,0.0,26.95,1.45,12.60,2348000000.0,553000000.0,9125000000.0,359.12
sh603677,奇精机械,14.52,10.0,1.32,0.0,1.84,1.93,10.15,49756000.0,192000000.0,2790000000.0,40.62
sz002383,合众思壮,7.81,10.0,0.71,0.0,7.55,1.39,9.30,352000000.0,613000000.0,4788000000.0,亏损
sz000980,众泰汽车,3.41,10.0,0.31,0.0,9.73,0.99,9.68,1398000000.0,4286999999.9999995,14619999999.999998,亏损
sh603773,沃格光电,33.89,10.0,3.08,0.0,5.62,0.9,8.57,291000000.0,156000000.0,5300000000.0,1363.80
sh601127,赛力斯,48.64,10.0,4.42,0.0,6.51,0.99,12.08,4570000000.0,1507000000.0,73319000000.0,亏损
sz002732,燕塘乳业,24.21,10.0,2.2,0.0,2.61,5.25,2.68,98564800.0,156000000.0,3777000000.0000005,33.65
sz001260,坤泰股份,24.1,9.99,2.19,0.0,18.92,3.41,10.73,126000000.0,28750000.0,693000000.0,74.25
sz002993,奥海科技,36.54,9.99,3.32,0.0,14.23,4.43,10.02,518000000.0,101000000.0,3704999999.9999995,28.31
sh603131,上海沪工,14.97,9.99,1.36,0.0,1.13,0.59,--,53979000.0,318000000.0,4760000000.0,170.78
sz002976,瑞玛精密,43.27,9.99,3.93,0.0,36.01,4.88,9.40,967000000.0,64642200.0,2797000000.0,54.23
sh600719,大连热电,7.82,9.99,0.71,0.0,0.73,0.77,--,22971300.0,405000000.0,3164000000.0,亏损
sz002590,万安科技,13.01,9.97,1.18,0.0,19.56,2.02,8.45,1120000000.0,455999999.99999994,5927000000.0,1467.38
sz000957,中通客车,12.79,9.97,1.16,0.0,16.9,1.06,11.09,1233000000.0,593000000.0,7583000000.0,91.73
sz000570,苏常柴Ａ,7.39,9.97,0.67,0.0,2.12,0.22,--,78100700.0,499000000.0,3686999999.9999995,54.47
sz002496,辉丰股份,3.09,9.96,0.28,0.0,13.51,5.68,9.96,459000000.0,1141000000.0,3525000000.0,108.73
sh600480,凌云股份,8.72,9.96,0.79,0.0,0.9,1.01,--,67642900.0,861000000.0,7511000000.0,24.37
sz002512,达华智能,4.33,9.9,0.39,0.0,6.51,2.74,9.90,289000000.0,1048000000.0,4540000000.0,268.68
sz301039,中集车辆,14.68,9.88,1.32,0.0,6.51,2.1,13.02,677000000.0,725000000.0,10646000000.0,15.44
sz301170,锡南科技,40.5,9.82,3.62,0.0,43.67,0.89,11.66,398000000.0,23709500.0,960000000.0,48.62
sz300414,中光防雷,10.54,9.68,0.93,0.0,11.55,3.04,18.11,380000000.0,311000000.0,3281000000.0,117.85
sz301045,天禄科技,29.35,9.64,2.58,0.03,10.49,2.14,12.74,157000000.0,52032000.0,1527000000.0,179.03
sz301308,江波龙,107.0,9.32,9.12,0.01,22.76,2.13,11.54,807000000.0,33600000.0,3595000000.0000005,亏损
sz300975,商络电子,7.76,9.14,0.65,0.0,13.56,1.91,16.88,340000000.0,324000000.0,2512000000.0,60.40
sz000589,贵州轮胎,6.71,9.11,0.56,-0.15,13.26,4.63,10.41,983000000.0,1114000000.0,7472000000.0,20.75
sz301345,涛涛车业,53.31,9.0,4.4,0.02,26.11,4.98,10.45,325000000.0,23965400.0,1278000000.0,41.79
sz000988,华工科技,43.11,8.86,3.51,0.54,13.5,1.25,10.83,5606000000.0,1005000000.0000001,43325000000.0,35.17
sh603986,兆易创新,115.33,8.8,9.33,-0.05,4.75,2.16,9.07,3588000000.0000005,664000000.0,76593000000.0,128.15
sh605300,佳禾食品,23.07,8.62,1.83,-0.48,9.89,3.53,7.11,128000000.0,57575900.0,1328000000.0,36.48
sh603596,伯特利,93.04,8.6,7.37,0.03,3.66,1.38,10.70,1360000000.0,409999999.99999994,38150000000.0,55.60
sh603868,飞科电器,68.7,8.53,5.4,-0.02,0.65,4.7,5.62,192000000.0,436000000.00000006,29926000000.0,23.36
sz300591,万里马,7.05,8.46,0.55,0.71,16.82,6.73,18.61,362000000.0,308000000.0,2171000000.0,亏损
sh688103,国力股份,67.36,8.44,5.24,-0.06,5.94,1.68,9.93,234000000.0,60377600.0,4067000000.0,140.59
sz000021,深科技,20.89,8.35,1.61,0.0,7.33,1.72,8.97,2339000000.0,1560000000.0,32589000000.0,80.68
sz300127,银河磁体,22.12,7.8,1.6,0.0,14.44,1.11,12.13,691000000.0,227999999.99999997,5053000000.0,35.68
sz301280,珠城科技,38.83,7.77,2.8,-0.08,16.14,1.6,9.69,144000000.0,23348400.0,907000000.0,27.35
sz300634,彩讯股份,26.99,7.7,1.93,0.0,5.41,2.08,9.66,613000000.0,430999999.99999994,11640000000.0,49.81
sz300580,贝斯特,23.79,7.7,1.7,0.04,5.72,1.69,8.87,390000000.0,293000000.0,6970999999.999999,34.83
sz002884,凌霄泵业,16.82,7.54,1.18,-0.12,2.44,5.83,9.78,109000000.00000001,273000000.0,4587000000.0,19.47
sz301192,泰祥股份,32.27,7.5,2.25,0.0,64.84,1.17,8.33,508000000.0,24975000.0,806000000.0,75.60
sz300342,天银机电,14.18,7.42,0.98,0.71,25.9,3.0,9.7,1521000000.0,416000000.0,5902000000.0,84.75
sh688608,恒玄科技,134.91,7.36,9.25,0.0,3.12,1.37,10.73,332000000.0,79394500.0,10711000000.0,亏损
sz301020,密封科技,26.11,7.32,1.78,0.23,16.18,1.59,12.49,297000000.0,72921800.0,1904000000.0,51.44
sh688416,恒烁股份,87.06,7.28,5.91,0.08,27.75,1.49,9.07,444000000.00000006,18830300.0,1639000000.0,亏损
sh688326,经纬恒润-W,178.02,7.24,12.02,-0.09,7.21,1.14,12.07,633000000.0,50936300.0,9068000000.0,亏损
sh688377,迪威尔,27.62,7.22,1.86,-0.11,1.18,1.9,10.09,56347700.00000001,176000000.0,4857000000.0,44.12
sh688300,联瑞新材,48.86,7.22,3.29,0.08,1.9,2.7,11.81,171000000.0,186000000.0,9076000000.0,79.00
sh688697,纽威数控,24.56,7.2,1.65,0.04,7.98,1.51,6.46,147000000.0,77583400.0,1905000000.0,27.96
sz300174,元力股份,18.04,7.19,1.21,0.0,5.06,1.76,7.13,329000000.0,362000000.0,6537000000.0,36.16
sh688381,帝奥微,34.33,7.11,2.28,0.06,4.89,1.96,7.71,98146900.0,59590600.00000001,2046000000.0,216.77
sz300860,锋尚文化,59.99,7.03,3.94,0.0,7.82,2.37,10.99,196000000.0,41940700.0,2516000000.0,亏损
sh688133,泰坦科技,66.87,6.97,4.36,0.26,2.55,1.95,7.33,140000000.0,83310400.00000001,5571000000.0,78.57
sz300903,科翔股份,11.77,6.9,0.76,0.43,10.01,1.14,8.99,320000000.0,275000000.0,3240000000.0,亏损
sh688259,创耀科技,73.16,6.87,4.7,0.36,4.42,1.3,10.18,181000000.0,57088800.0,4177000000.0000005,96.98
sz001309,德明利,110.6,6.81,7.05,0.09,9.47,1.24,8.21,494000000.00000006,47911100.0,5299000000.0,亏损
sz002413,雷科防务,5.66,6.79,0.36,0.0,10.23,4.84,8.87,718000000.0,1251000000.0,7078000000.0,114.36
sh688099,晶晨股份,93.25,6.79,5.93,-0.02,2.43,3.75,7.29,928999999.9999999,416000000.0,38808000000.0,318.76
sh688582,芯动联科,45.16,6.79,2.87,-0.09,20.07,0.82,8.68,407000000.0,46072400.0,2080999999.9999998,亏损
sh605133,嵘泰股份,37.48,6.78,2.38,0.05,12.1,1.32,10.4,283000000.0,63420800.0,2377000000.0,48.89
sz002126,银轮股份,18.27,6.78,1.16,0.0,5.15,1.91,6.37,691000000.0,754000000.0,13769999999.999998,28.81
sh688256,寒武纪-U,210.3,6.77,13.34,-0.01,4.71,1.24,11.5,2411000000.0,244000000.0,51347000000.0,亏损
sz002409,雅克科技,76.86,6.75,4.86,0.03,5.51,1.8,9.03,1320000000.0,319000000.0,24482000000.0,52.89
