代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz300817,双飞股份,18.04,20.03,3.01,0.0,21.49,4.35,24.02,360000000.0,99366900.0,1793000000.0,68.86
sz301192,泰祥股份,30.18,20.0,5.03,0.0,55.25,2.25,25.05,379000000.0,24975000.0,754000000.0,70.70
sz300657,弘信电子,22.69,19.99,3.78,0.0,13.67,1.13,19.99,1324000000.0,446000000.0,10110000000.0,亏损
sz301488,C豪恩,94.68,18.93,15.07,0.21,73.4,0.91,21.79,1266000000.0,19894600.0,1884000000.0,143.35
sz301141,中科磁业,63.0,18.24,9.72,-0.21,70.38,1.83,19.91,815000000.0,20271500.0,1277000000.0,106.52
sz300475,香农芯创,31.0,14.43,3.91,0.13,10.25,4.07,22.04,1386000000.0,442000000.0,13696000000.0,41.52
sz301186,超达装备,42.0,13.88,5.12,0.05,28.76,2.5,17.14,250000000.0,21600700.0,907000000.0,48.00
sz300270,中威电子,8.88,11.56,0.92,0.68,25.26,4.07,16.83,494000000.00000006,223000000.0,1984000000.0,1949.52
sz301007,德迈仕,25.2,11.55,2.61,0.4,48.65,1.36,21.69,1363000000.0,124000000.0,3115000000.0,122.31
sz300008,天海防务,5.52,10.84,0.54,0.0,25.36,4.03,15.06,1961000000.0,1431000000.0,7900000000.0,261.60
sh688160,步科股份,83.46,10.72,8.08,0.24,24.83,1.0,19.43,555000000.0,27716900.0,2313000000.0,125.09
sz000656,金科股份,1.49,10.37,0.14,0.0,16.02,1.52,10.37,1220000000.0,5311000000.0,7913000000.0,亏损
sh688061,灿瑞科技,55.14,10.37,5.18,0.07,12.73,1.9,13.35,184000000.0,27223900.0,1501000000.0,亏损
sz002146,荣盛发展,1.72,10.26,0.16,0.0,7.54,2.14,12.82,476999999.99999994,3897000000.0,6702000000.0,亏损
sz002426,胜利精密,2.49,10.18,0.23,0.0,5.8,1.4,9.73,440000000.00000006,3151000000.0,7845000000.0,亏损
sz000691,亚太实业,5.01,10.11,0.46,0.0,8.8,1.06,7.69,141000000.0,323000000.0,1620000000.0,293.31
sh600052,东望时代,5.01,10.11,0.46,0.0,4.95,5.93,11.21,204000000.0,844000000.0,4229000000.0,亏损
sz000980,众泰汽车,3.39,10.06,0.31,0.0,7.68,1.03,10.39,1072000000.0000001,4286999999.9999995,14534000000.0,亏损
sz002654,万润科技,9.63,10.06,0.88,0.0,13.18,1.91,11.77,952999999.9999999,784000000.0,7551000000.000001,亏损
sh600826,兰生股份,11.61,10.05,1.06,0.0,1.62,1.8,--,78556100.0,417000000.0,4847000000.0,亏损
sh600463,空港股份,9.86,10.04,0.9,0.0,3.61,2.8,10.38,103000000.0,300000000.0,2958000000.0,亏损
