代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301315,N威士顿,57.7,78.69,25.41,0.0,70.52,--,33.29,844999999.9999999,20863900.0,1204000000.0,143.34
833455,N汇隆,4.77,51.43,1.62,0.0,91.68,3.72,66.03,181000000.0,43159100.0,206000000.0,23.28
871981,晶赛科技,17.13,29.97,3.95,0.0,6.39,30.14,31.34,42000300.0,38999600.0,668000000.0,655.10
430418,苏轴股份,16.27,29.85,3.74,0.0,8.79,7.47,30.65,67520100.0,51142500.0,832000000.0,18.18
sz300460,惠伦晶体,11.75,20.02,1.96,0.0,6.98,2.98,23.6,217000000.0,281000000.0,3299000000.0,亏损
sh688097,博众精工,33.43,19.99,5.57,0.0,25.93,4.34,23.4,727000000.0,92204000.0,3082000000.0,71.30
832662,方盛股份,10.6,16.48,1.5,0.0,21.35,6.14,18.9,52157900.0,24180700.0,256000000.0,14.36
sh688543,N国科,50.68,16.05,7.01,0.0,68.38,--,12.18,1184000000.0,33160800.0,1680999999.9999998,196.74
838670,恒进感应,8.15,14.63,1.04,0.0,4.94,9.21,30.8,15083900.000000002,37327600.0,304000000.0,53.49
sh688700,东威科技,81.82,13.89,9.98,-0.04,9.43,1.93,13.29,1131000000.0,147000000.0,12006000000.0,92.91
sz300639,凯普生物,9.41,13.79,1.14,-0.21,5.82,7.97,14.63,348000000.0,638000000.0,6002000000.0,23.37
sz300258,精锻科技,11.53,13.04,1.33,0.0,10.62,9.15,14.9,551000000.0,463999999.99999994,5346000000.0,30.11
sz300585,奥联电子,22.31,12.73,2.52,-0.18,35.3,2.88,21.98,1195000000.0,160000000.0,3560000000.0,1202.39
sz301191,菲菱科思,120.5,12.64,13.52,0.42,40.3,2.86,25.94,1046000000.0000001,21796600.0,2626000000.0,37.81
sz300912,凯龙高科,22.85,11.25,2.31,0.04,32.25,3.08,15.29,440000000.00000006,61592900.0,1407000000.0,4187.38
sz301255,通力科技,41.7,11.2,4.2,0.12,58.22,1.30,15.97,650000000.0,27200000.0,1134000000.0,65.23
sz300680,隆盛科技,22.35,11.19,2.25,0.18,16.07,6.11,10.3,625000000.0,173000000.0,3867000000.0,31.91
sz301221,光庭信息,69.55,10.31,6.5,-0.07,21.66,1.56,15.34,605000000.0,43317299.99999999,3013000000.0,252.21
sz000656,金科股份,1.18,10.28,0.11,0.0,9.55,0.80,17.76,562000000.0,5311000000.0,6267000000.0,亏损
sz002490,山东墨龙,4.37,10.08,0.4,0.0,4.27,5.97,10.33,98703700.00000001,542000000.0,2367000000.0,亏损
sh605162,新中港,10.29,10.05,0.94,0.0,29.04,3.21,11.34,291000000.0,101000000.0,1044000000.0,100.90
sz002058,威尔泰,10.95,10.05,1.0,0.0,7.1,1.56,11.05,111000000.00000001,143000000.0,1567000000.0,亏损
sh603809,豪能股份,11.28,10.05,1.03,0.0,5.1,4.1,11.51,219000000.0,390000000.0,4397000000.0,25.63
sz002527,新时达,12.82,10.04,1.17,0.0,15.3,1.38,5.06,1019999999.9999999,525000000.0,6726000000.000001,16.35
sh600579,克劳斯,7.89,10.04,0.72,0.0,5.3,1.72,9.90,202000000.0,498000000.00000006,3928000000.0,亏损
sh600710,苏美达,8.44,10.04,0.77,0.0,3.0,1.67,10.82,323000000.0,1307000000.0,11029000000.0,10.91
sh600860,京城股份,11.18,10.04,1.02,0.0,3.9,3.38,11.42,140000000.0,333000000.0,3721000000.0,亏损
sh603211,晋拓股份,17.22,10.03,1.57,0.0,33.72,1.63,12.72,382000000.0,67952000.0,1170000000.0,68.39
sh605555,德昌股份,17.77,10.03,1.62,0.0,14.08,3.57,10.96,326000000.0,136000000.0,2411000000.0,39.24
sz002553,南方精工,15.58,10.03,1.42,0.0,2.27,0.12,--,82923000.0,234000000.0,3650000000.0,亏损
sh600137,浪莎股份,17.34,10.03,1.58,0.0,4.39,2.22,11.17,71464800.0,97217600.0,1686000000.0,146.29
sz000037,深南电A,9.56,10.01,0.87,0.0,14.53,1.6,10.36,461000000.00000006,339000000.0,3240000000.0,亏损
sh603767,中马传动,9.89,10.01,0.9,0.0,11.89,2.04,14.91,344000000.0,307000000.0,3041000000.0,94.65
sz002992,宝明科技,59.25,10.01,5.39,0.0,6.88,1.02,7.91,314000000.0,78371700.0,4644000000.0,亏损
sh603738,泰晶科技,17.7,10.01,1.61,0.0,3.48,1.1,14.05,225999999.99999997,386000000.0,6834999999.999999,90.11
sh600148,长春一东,18.25,10.01,1.66,0.0,16.98,3.64,14.29,423000000.00000006,142000000.0,2583000000.0,亏损
sh603052,可川科技,36.83,10.01,3.35,0.0,22.73,7.16,2.48,200999999.99999997,24080000.0,886999999.9999999,47.59
sz002851,麦格米特,36.18,10.0,3.29,0.0,4.29,4.58,2.98,635000000.0,409999999.99999994,14850000000.0,27.96
sh603042,华脉科技,15.62,10.0,1.42,0.0,1.02,0.14,--,25504800.0,161000000.0,2508000000.0,亏损
sz002892,科力尔,14.08,10.0,1.28,0.0,32.7,2.35,7.42,1252000000.0,276000000.0,3879000000.0,34.45
sh603118,共进股份,13.09,10.0,1.19,0.0,15.39,1.62,13.78,1510000000.0,784000000.0,10269000000.0,33.98
sz002514,宝馨科技,9.68,10.0,0.88,0.0,6.44,1.6,9.21,340000000.0,554000000.0,5363000000.0,170.48
sz000790,华神科技,5.61,10.0,0.51,0.0,0.78,0.57,--,27230700.0,619000000.0,3472000000.0,274.51
sh603040,新坐标,27.51,10.0,2.5,0.0,5.75,3.06,11.76,208000000.0,134000000.00000001,3686000000.0,19.39
sz002199,东晶电子,8.37,9.99,0.76,0.0,6.39,1.75,13.40,124000000.0,243000000.00000003,2038000000.0,亏损
sh603788,宁波高发,12.45,9.98,1.13,0.0,7.11,10.96,9.54,194000000.0,223000000.0,2777000000.0,24.18
sz002162,悦心健康,4.52,9.98,0.41,0.0,5.94,2.17,10.71,245000000.00000003,926000000.0,4186000000.0,亏损
