代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301421,N波长,52.29,77.98,22.91,0.02,73.4,--,61.98,1212000000.0,27437700.0,1435000000.0,87.54
872953,N国软件,17.9,70.48,7.4,0.0,92.38,--,40.19,381000000.0,21514200.0,385000000.0,82.83
sh603275,N众辰,64.57,29.22,14.6,-0.05,63.31,--,38.30,1620000000.0,36446800.0,2353000000.0,51.36
sz300172,中电环保,6.16,20.08,1.03,0.0,26.1,6.36,21.64,781000000.0,524000000.0,3225000000.0,25.70
sz301228,实朴检测,21.22,20.02,3.54,0.0,39.1,3.09,18.66,445000000.0,54865000.0,1164000000.0,亏损
sz301203,国泰环保,70.3,20.01,11.72,0.0,87.63,1.86,19.27,943000000.0,17067700.0,1200000000.0,45.57
sz301169,零点有数,64.66,20.01,10.78,0.0,35.23,2.37,17.93,593000000.0,28122100.0,1818000000.0,亏损
sz301159,三维天地,68.28,20.0,11.38,0.0,6.11,0.21,--,136000000.0,32714200.0,2234000000.0,亏损
sz301372,科净源,82.2,20.0,13.7,0.0,64.09,1.25,24.03,817000000.0,16257900.0,1336000000.0,亏损
sz301148,嘉戎技术,32.41,19.99,5.4,0.0,44.21,3.88,24.92,525000000.0,38097100.0,1235000000.0,49.23
sz301368,丰立智能,52.46,19.99,8.74,0.0,48.88,1.59,21.23,674000000.0,28398300.0,1490000000.0,196.49
sz300807,天迈科技,35.36,19.99,5.89,0.0,26.47,6.10,19.78,422000000.0,48848000.0,1727000000.0,亏损
sz300937,药易购,37.65,13.85,4.58,-0.27,41.86,1.75,18.81,651000000.0,41202200.0,1551000000.0,38.55
sz300774,倍杰特,12.88,12.2,1.4,0.0,20.46,10.16,14.37,313000000.0,124000000.0,1593000000.0,28.04
sh688101,三达膜,15.07,11.71,1.58,0.0,4.38,12.61,16.61,216000000.0,334000000.0,5032000000.0,25.61
sz300875,捷强装备,43.78,11.63,4.56,0.18,30.23,4.65,20.98,587000000.0,46149100.0,2020000000.0,441.56
sz301299,卓创资讯,93.65,11.3,9.51,0.13,75.01,1.82,9.75,1079000000.0,15000000.0,1405000000.0,98.64
sz300262,巴安水务,3.38,11.18,0.34,0.0,13.1,5.31,16.12,283000000.0,668000000.0,2258000000.0,亏损
sz300094,国联水产,5.94,11.03,0.59,0.0,27.37,4.64,17.57,1770000000.0,1102000000.0,6547000000.0,160.93
sh601015,陕西黑猫,4.48,10.07,0.41,0.0,2.89,6.38,9.58,260000000.0,2042000000.0000002,9150000000.0,亏损
sh603956,威派格,8.11,10.04,0.74,0.0,4.67,8.58,10.58,190000000.0,508000000.0,4122999999.9999995,亏损
sh605069,正和生态,13.81,10.04,1.26,0.0,30.32,1.92,4.06,350000000.0,84161299.99999999,1162000000.0,亏损
sz002778,中晟高科,15.9,10.04,1.45,0.0,6.7,6.33,11.07,128000000.0,125000000.0,1984000000.0,373.53
sh601065,江盐集团,15.69,10.03,1.43,0.0,39.55,2.23,4.49,955000000.0000001,155000000.0,2435000000.0,18.04
sz002178,延华智能,4.61,10.02,0.42,0.0,10.91,5.08,12.41,346000000.0,712000000.0,3281000000.0,369.98
sz002887,绿茵生态,10.65,10.02,0.97,0.0,8.79,1.21,12.60,152000000.0,165000000.0,1762000000.0,25.15
sh603137,恒尚节能,27.01,10.02,2.46,0.0,71.59,2.96,15.64,581000000.0,32010300.000000004,865000000.0,24.93
sh603860,中公高科,30.97,10.02,2.82,0.0,10.36,5.28,11.62,208000000.0,66680000.0,2064999999.9999998,128.18
sh600838,上海九百,7.8,10.01,0.71,0.0,9.5,1.26,11.00,290000000.0,401000000.0,3127000000.0,53.15
sz001202,炬申股份,17.58,10.01,1.6,0.0,34.87,1.89,9.89,242000000.0,40222000.0,707000000.0,53.34
sz002750,龙津药业,10.33,10.01,0.94,0.0,3.13,1.46,11.93,126000000.0,398000000.0,4113000000.0000005,亏损
sh601858,中国科传,32.54,10.01,2.96,0.0,4.91,4.52,8.25,1225000000.0,791000000.0,25723000000.0,150.45
sh603139,康惠制药,17.93,10.0,1.63,0.0,10.78,1.06,10.00,190000000.0,99880000.0,1791000000.0,54.56
sz003007,直真科技,30.03,10.0,2.73,0.0,36.41,3.13,9.23,407000000.0,38564400.0,1158000000.0,亏损
sz001231,农心科技,23.1,10.0,2.1,0.0,17.66,1.34,10.19,143000000.0,35486500.0,819999999.9999999,27.19
sz002696,百洋股份,7.04,10.0,0.64,0.0,11.42,11.13,9.53,269000000.0,344000000.0,2419000000.0,168.22
sz001328,登康口腔,37.64,9.99,3.42,0.0,20.82,1.0,9.18,325000000.0,42179399.99999999,1588000000.0,50.19
sh605398,新炬网络,34.12,9.99,3.1,0.0,2.38,0.71,--,30661900.0,37787100.0,1289000000.0,79.10
sz002992,宝明科技,65.05,9.99,5.91,0.0,5.03,1.99,11.58,247000000.00000003,78371700.0,5098000000.0,亏损
sh605088,冠盛股份,20.71,9.98,1.88,0.0,13.58,11.05,7.01,451000000.0,164000000.0,3397000000.0,12.42
sz002355,兴民智通,6.94,9.98,0.63,0.0,18.11,1.05,12.99,737000000.0,618000000.0,4290000000.0,424.36
sh603159,上海亚虹,15.32,9.98,1.39,0.0,1.85,1.98,--,39727800.0,140000000.0,2145000000.0,117.08
sh600257,大湖股份,7.61,9.97,0.69,0.0,16.92,1.47,7.22,611000000.0,480999999.99999994,3661999999.9999995,亏损
