代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301519,N舜禹,34.11,62.97,13.18,0.0,74.94,--,41.47,869999999.9999999,39036600.0,1332000000.0,351.08
sz301499,C维科精,41.0,30.95,9.69,0.52,75.26,1.30,23.79,896000000.0000001,32781800.0,1344000000.0,144.84
sz300375,鹏翎股份,4.66,20.1,0.78,0.0,8.66,6.37,0.26,204000000.0,505000000.0,2354000000.0,45.90
sz301119,正强股份,30.35,20.01,5.06,0.0,29.91,7.67,14.55,239000000.0,27300000.0,828999999.9999999,39.16
sz300635,中达安,16.98,20.0,2.83,0.0,26.89,9.62,21.84,512000000.0,115999999.99999999,1970000000.0,55.02
sz300114,中航电测,57.91,20.0,9.65,0.0,11.54,7.42,6.86,3913000000.0000005,591000000.0,34211000000.0,373.76
sz301357,北方长龙,61.39,20.0,10.23,0.0,37.45,2.38,19.62,350000000.0,16123000.0,990000000.0,58.75
sz300176,派生科技,7.8,19.82,1.29,0.26,13.25,16.80,17.20,386000000.0,387000000.0,3021000000.0,亏损
sz300746,汉嘉设计,13.51,14.01,1.66,-0.15,20.01,3.15,23.71,590000000.0,221000000.0,2988000000.0,81.53
sz300844,山水比德,59.01,13.81,7.16,-1.5,72.18,3.56,23.57,698000000.0,16760000.0,989000000.0,亏损
sz300551,古鳌科技,23.19,12.79,2.63,0.0,15.26,4.19,14.74,823000000.0,235000000.0,5460000000.0,亏损
sz301397,溯联股份,50.72,12.76,5.74,0.04,29.85,2.26,14.23,346000000.0,23720800.0,1203000000.0,41.47
sz301288,清研环境,24.3,10.96,2.4,0.54,43.82,7.82,18.27,409999999.99999994,39886200.0,969000000.0,109.74
sz301133,金钟股份,28.21,10.58,2.7,0.0,31.34,2.58,15.29,272000000.0,30760900.0,868000000.0,42.56
sz000981,山子股份,1.84,10.18,0.17,0.0,5.93,2.73,10.78,577000000.0,5580000000.0,10267000000.0,亏损
sh601005,重庆钢铁,1.74,10.13,0.16,0.0,7.64,7.29,13.29,1069999999.9999999,8380000000.0,14582000000.0,亏损
sh600936,广西广电,5.23,10.11,0.48,0.0,9.83,2.86,13.47,841000000.0,1671000000.0,8739000000.0,亏损
sz000572,海马汽车,4.69,10.09,0.43,0.0,2.28,1.50,--,176000000.0,1642000000.0000002,7702000000.0,亏损
sh600665,天地源,4.91,10.09,0.45,0.0,5.57,1.80,15.70,224000000.00000003,864000000.0,4243000000.0,67.46
sz000926,福星股份,5.35,10.08,0.49,0.0,8.76,1.69,12.14,429000000.0,935000000.0,5002000000.0,30.45
sz002355,兴民智通,5.46,10.08,0.5,0.0,16.05,0.82,9.27,526000000.0,618000000.0,3375000000.0,333.86
sz002377,国创高新,3.06,10.07,0.28,0.0,10.96,3.74,14.03,291000000.0,916000000.0,2803000000.0,亏损
sh601086,国芳集团,6.34,10.07,0.58,0.0,15.41,2.06,13.37,618000000.0,666000000.0,4222000000.0,14.42
sz002575,群兴玩具,6.34,10.07,0.58,0.0,5.11,15.27,4.17,190000000.0,589000000.0,3732000000.0,291.34
sh603682,锦和商管,8.31,10.07,0.76,0.0,11.57,4.05,4.77,450000000.0,472000000.0,3926000000.0,42.34
sz000890,法尔胜,5.03,10.07,0.46,0.0,11.79,4.85,9.41,244000000.0,420000000.0,2110000000.0000002,亏损
sz002451,摩恩电气,7.44,10.06,0.68,0.0,4.45,4.05,9.62,143000000.0,438999999.99999994,3267000000.0,125.30
sz002766,索菱股份,5.91,10.06,0.54,0.0,3.47,2.73,8.01,171000000.0,842000000.0,4976000000.0,2102.70
sh603725,天安新材,9.75,10.04,0.89,0.0,3.6,2.4,8.46,71525500.0,204999999.99999997,2002000000.0,65.52
sz002671,龙泉股份,5.05,10.02,0.46,0.0,8.28,6.39,11.33,191000000.0,459000000.0,2318000000.0,亏损
sz002662,京威股份,3.63,10.0,0.33,0.0,2.09,2.32,--,113999999.99999999,1500000000.0,5445000000.0,22.56
sh605333,沪光股份,15.21,9.98,1.38,0.0,10.12,1.81,8.75,148000000.0,98346100.0,1496000000.0,亏损
sz002363,隆基机械,7.94,9.97,0.72,0.0,5.25,4.09,6.65,170000000.0,416000000.0,3304000000.0,59.96
837663,明阳科技,14.98,9.1,1.25,0.0,21.06,2.51,13.11,40940100.0,12971900.0,194000000.0,15.42
837006,晟楠科技,15.0,9.01,1.24,0.0,19.8,7.73,12.86,72568500.0,24816000.0,372000000.0,28.84
sz301008,宏昌科技,31.52,8.95,2.59,0.06,21.44,9.47,16.00,166000000.0,24644000.0,777000000.0,65.62
sz300420,五洋停车,3.38,8.33,0.26,0.0,7.99,5.67,9.94,270000000.0,1019000000.0,3444000000.0,110.78
sz301181,标榜股份,31.43,8.27,2.4,0.03,19.81,5.16,7.41,240000000.0,39000000.0,1226000000.0,29.53
sh688612,C威迈,53.65,8.1,4.02,0.08,72.15,0.9,10.18,1265000000.0,31319500.0,1680000000.0,64.05
sz301172,C君逸,45.61,8.08,3.41,0.0,73.8,0.93,14.88,918000000.0,27665200.0,1262000000.0,亏损
sz300882,万胜智能,24.89,7.66,1.77,-0.12,29.64,1.73,8.48,428000000.0,57606400.0,1434000000.0,34.05
sz002922,伊戈尔,15.76,7.65,1.12,0.0,15.98,2.56,10.66,705000000.0,278000000.0,4389000000.0,62.52
sz301072,中捷精工,26.58,7.61,1.88,0.08,24.86,2.74,7.25,216000000.0,33354800.0,886999999.9999999,96.25
sz300926,博俊科技,25.9,7.56,1.82,0.08,25.77,1.94,7.6,458000000.0,70260100.0,1820000000.0,52.42
sh600815,厦工股份,2.96,7.25,0.2,0.0,6.73,12.16,10.51,355000000.0,1773999999.9999998,5251000000.0,亏损
sz001234,泰慕士,28.95,7.22,1.95,0.17,15.25,1.5,9.04,126000000.0,29066700.0,841000000.0,55.66
sz300745,欣锐科技,44.22,7.07,2.92,0.34,16.2,5.17,13.32,752000000.0,101000000.0,4485000000.0,49.73
sh603786,科博达,81.18,6.82,5.18,0.7,1.48,4.13,5.13,491000000.0,401000000.0,32574000000.0,62.22
sz300722,新余国科,26.62,6.61,1.65,0.04,4.39,5.39,11.01,269000000.0,231000000.0,6139000000.0,116.38
sz301505,苏州规划,62.81,6.58,3.88,0.0,74.66,1.06,30.53,899000000.0,19715600.0,1238000000.0,354.46
sz300995,奇德新材,23.14,6.49,1.41,0.39,23.91,6.82,13.12,164000000.0,29110000.0,674000000.0,157.42
sz000035,中国天楹,5.09,6.49,0.31,0.0,3.35,8.72,8.37,415000000.00000006,2453000000.0,12488000000.0,69.95
sh688108,赛诺医疗,10.32,6.39,0.62,0.0,4.11,2.17,9.48,173000000.0,409999999.99999994,4231000000.0,亏损
sh603056,德邦股份,17.7,6.31,1.05,0.0,1.5,2.4,8.41,252000000.0,960000000.0,16991999999.999998,62.56
sz002997,瑞鹄模具,34.01,6.21,1.99,0.03,10.1,2.31,8.34,397000000.0,113999999.99999999,3894000000.0,36.39
836221,易实精密,8.55,6.08,0.49,0.0,12.0,2.08,10.67,26261400.0,25191800.0,215000000.0,21.85
sz300865,大宏立,24.81,6.03,1.41,0.2,28.45,4.53,15.3,184000000.0,27346900.0,678000000.0,185.63
sh600753,庚星股份,11.78,5.84,0.65,-0.17,18.84,5.9,13.03,478000000.0,215000000.0,2533000000.0,亏损
sz300357,我武生物,39.7,5.81,2.18,-0.1,2.38,2.85,9.25,433000000.0,470000000.0,18645000000.0,73.73
sz000595,宝塔实业,5.68,5.77,0.31,-0.18,5.62,7.17,10.8,369000000.0,1138000000.0,6464000000.0,亏损
sz002703,浙江世宝,15.46,5.75,0.84,0.0,20.44,1.33,5.2,1755000000.0,553000000.0,8550000000.0,336.49
sz301239,普瑞眼科,107.43,5.72,5.81,0.03,3.89,1.67,7.97,292000000.0,70789500.0,7605000000.0,24.75
sh603158,腾龙股份,7.91,5.61,0.42,0.0,8.36,5.67,7.88,326000000.0,491000000.0,3882000000.0,26.23
sh601003,柳钢股份,4.39,5.53,0.23,-0.23,1.92,4.11,10.58,216000000.0,2563000000.0,11251000000.0,10.47
sh600653,申华控股,2.1,5.53,0.11,0.0,5.86,4.96,9.55,238000000.0,1946000000.0,4086999999.9999995,亏损
sh600186,莲花健康,3.26,5.5,0.17,0.0,5.89,3.81,7.44,340000000.0,1794000000.0000002,5848000000.0,69.66
sz300507,苏奥传感,6.33,5.5,0.33,0.0,9.99,2.54,7.83,301000000.0,476000000.0,3013000000.0,54.68
sz301007,德迈仕,16.95,5.41,0.87,-0.06,26.49,1.17,6.47,558000000.0,124000000.0,2095000000.0,82.27
sz000656,金科股份,2.15,5.39,0.11,2.38,31.31,2.51,10.78,3607000000.0,5311000000.0,11418000000.0,亏损
sh603179,新泉股份,48.79,5.36,2.48,-0.02,1.08,1.17,4.36,254000000.0,487000000.0,23775000000.0,39.23
sz300965,恒宇信通,49.78,5.36,2.53,0.0,8.16,2.37,7.39,66316200.0,16428800.000000002,818000000.0,亏损
sh605228,神通科技,12.2,5.35,0.62,0.0,24.73,1.29,10.1,293000000.0,98377400.0,1200000000.0,612.96
sz301311,昆船智能,29.77,5.34,1.51,0.03,32.32,1.81,9.91,577000000.0,60000000.0,1786000000.0,278.33
sz300446,乐凯新材,14.32,5.29,0.72,0.14,7.22,1.64,5.81,200999999.99999997,198000000.0,2832000000.0,526.18
sh600581,八一钢铁,4.48,5.16,0.22,0.0,9.36,4.68,13.15,629000000.0,1533000000.0,6867000000.0,亏损
sz300665,飞鹿股份,9.66,5.11,0.47,0.0,37.25,10.06,20.78,553000000.0,149000000.0,1442000000.0,125.32
sh688003,天准科技,41.93,5.06,2.02,0.07,1.95,3.18,6.06,160000000.0,195000000.0,8194000000.0,亏损
sz300606,金太阳,19.56,5.05,0.94,-0.2,9.89,1.05,8.22,223000000.0,118000000.0,2300000000.0,1691.32
sz300600,国瑞科技,12.91,5.04,0.62,0.08,12.16,2.21,6.43,379000000.0,245000000.00000003,3159000000.0,亏损
sz301233,盛帮股份,43.9,5.02,2.1,-0.11,25.16,3.73,9.12,204999999.99999997,18460800.0,810000000.0,41.49
sh600708,光明地产,2.73,5.0,0.13,0.0,9.13,2.91,14.23,554000000.0,2225000000.0,6075000000.0,198.10
sz002568,百润股份,37.0,4.99,1.76,0.0,2.38,2.73,7.41,626000000.0,717000000.0,26539000000.0,44.22
sh600719,大连热电,8.03,4.97,0.38,0.25,10.46,1.26,9.02,339000000.0,405000000.0,3249000000.0,亏损
sz002510,天汽模,4.06,4.91,0.19,0.0,7.97,7.27,5.68,306000000.0,931000000.0,3781000000.0,316.24
sz300304,云意电气,5.57,4.9,0.26,-0.18,6.67,1.72,7.53,318000000.0,851000000.0,4743000000.0,15.24
sh600782,新钢股份,4.29,4.89,0.2,0.0,4.67,6.11,7.09,638000000.0,3189000000.0,13680000000.000002,35.74
sz300950,德固特,21.81,4.86,1.01,0.0,10.07,1.72,6.54,131000000.0,60000000.0,1309000000.0,40.05
sz002666,德联集团,5.41,4.84,0.25,0.0,14.88,12.37,6.39,368000000.0,450000000.0,2432000000.0,34.65
sh600072,中船科技,24.96,4.83,1.15,0.04,7.65,1.75,5.92,1388000000.0,736000000.0,18377000000.0,263.58
sz300897,山科智能,35.21,4.79,1.61,-0.03,7.74,2.41,7.68,79897800.0,29547300.0,1040000000.0,38.68
sz300008,天海防务,5.05,4.77,0.23,0.0,12.48,3.5,7.68,898000000.0,1431000000.0,7227000000.0,239.32
sh603000,人民网,29.95,4.76,1.36,-0.17,8.11,0.86,8.01,2687000000.0,1106000000.0,33114999999.999996,301.06
sz300100,双林股份,9.04,4.75,0.41,0.0,5.61,2.44,5.91,196000000.0,387000000.0,3499000000.0,21.52
sz000996,*ST中期,4.65,4.73,0.21,-0.22,4.43,2.14,5.41,70541800.0,345000000.0,1604000000.0,亏损
sz002707,众信旅游,8.42,4.73,0.38,0.0,7.24,3.26,10.95,484000000.0,796000000.0,6705000000.0,亏损
sz300957,贝泰妮,101.58,4.72,4.58,0.0,2.98,1.57,6.8,651000000.0,217000000.0,22083000000.0,67.97
sz301213,观想科技,45.54,4.71,2.05,0.0,12.82,1.5,5.4,165000000.0,28756400.0,1310000000.0,637.86
