代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
837663,明阳科技,15.6,30.0,3.6,0.0,23.57,5.42,25.83,44586800.0,12971900.0,202000000.0,15.50
sz300765,新诺威,15.34,20.03,2.56,0.0,5.79,6.96,13.54,840000000.0,983000000.0,15076000000.0,22.41
sz300097,智云股份,9.77,20.02,1.63,0.0,28.15,2.33,13.51,717000000.0,270000000.0,2638000000.0,9.40
sz300814,中富电路,31.36,20.02,5.23,0.0,24.9,2.04,21.62,377000000.0,50796000.0,1593000000.0,117.12
sh688651,盛邦安全,78.64,20.01,13.11,0.0,35.54,1.63,16.85,415000000.00000006,15776199.999999998,1241000000.0,亏损
sz300576,容大感光,42.41,20.01,7.07,0.0,32.37,4.88,20.68,1854000000.0,142000000.0,6019000000.0,116.40
sh688496,清越科技,17.36,19.97,2.89,0.0,11.59,2.94,17.28,158000000.0,82598100.0,1434000000.0,亏损
872953,国子软件,14.85,14.49,1.88,0.0,38.35,0.98,17.5,117000000.0,21514200.0,319000000.0,68.72
sz301421,波长光电,82.2,14.17,10.2,0.12,60.93,0.94,21.51,1307000000.0,27437700.0,2255000000.0,137.62
sh688602,康鹏科技,15.2,11.93,1.62,0.8,65.57,3.21,24.15,823000000.0,84728700.00000001,1288000000.0,52.97
sz002565,顺灏股份,3.58,10.15,0.33,0.0,7.61,3.85,7.69,278000000.0,1056000000.0,3779000000.0,269.38
sh603256,宏和科技,9.08,10.06,0.83,0.0,1.65,3.47,6.3,131000000.0,880000000.0000001,7988000000.0,亏损
sz000536,华映科技,2.08,10.05,0.19,0.0,4.96,6.09,10.58,279000000.0,2763000000.0,5747000000.0,亏损
sh603963,大理药业,11.28,10.05,1.03,0.0,7.96,2.99,12.68,189000000.0,220000000.00000003,2478000000.0,亏损
sz002426,胜利精密,2.41,10.05,0.22,0.0,6.56,5.37,11.42,480000000.0,3151000000.0,7593000000.000001,亏损
sh600613,神奇制药,8.01,10.03,0.73,0.0,9.41,2.91,12.5,342000000.0,479000000.0,3839000000.0,61.58
