代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
sz301488,N豪恩,90.01,126.27,50.23,0.02,87.41,--,93.77,1280000000.0,19894600.0,1791000000.0,136.28
833533,骏创科技,20.7,29.94,4.77,0.0,22.26,3.73,28.37,143000000.0,33583200.0,695000000.0,26.10
sz301007,德迈仕,19.85,20.01,3.31,0.0,47.89,2.59,24.79,1055000000.0000001,124000000.0,2454000000.0,96.35
sz301255,通力科技,60.36,20.0,10.06,0.0,55.1,1.01,23.68,805000000.0000001,27200000.0,1642000000.0000002,94.42
sz301221,光庭信息,67.32,20.0,11.22,0.0,22.63,2.37,19.25,630000000.0,43506800.0,2929000000.0,244.12
sz300489,光智科技,22.02,20.0,3.67,0.0,8.44,8.63,7.14,252000000.0,137000000.0,3016000000.0,亏损
sz300552,万集科技,23.06,19.98,3.84,0.0,11.72,4.48,20.19,316000000.0,126000000.0,2903000000.0,亏损
sh688280,精进电动-UW,10.58,19.68,1.74,0.0,7.79,8.02,20.36,364000000.0,455000000.0,4816000000.0,亏损
sz300503,昊志机电,23.81,19.47,3.88,0.0,41.09,1.19,21.17,1964000000.0,218000000.00000003,5183000000.0,亏损
sz300549,优德精密,33.96,18.25,5.24,-0.09,28.86,1.37,22.11,902000000.0,101000000.0,3432000000.0,152.26
sh688331,荣昌生物,65.7,16.51,9.31,0.0,2.73,2.98,20.25,276000000.0,160000000.0,10528000000.0,亏损
831278,泰德股份,4.69,16.38,0.66,0.0,28.41,1.50,27.79,76638600.0,60088100.00000001,282000000.0,95.53
sh688147,微导纳米,61.98,15.83,8.47,0.29,10.01,2.49,18.24,233000000.0,39641900.0,2457000000.0,亏损
sh688123,聚辰股份,61.69,15.09,8.09,0.15,8.95,4.91,20.2,859000000.0,158000000.0,9729000000.0,113.32
836221,易实精密,10.08,14.81,1.3,0.0,26.12,1.53,18.79,63437500.0,25191800.0,254000000.0,25.05
sh688326,经纬恒润-W,170.0,13.54,20.28,0.94,9.52,2.87,18.19,809000000.0,50936300.0,8659000000.0,亏损
sz301099,雅创电子,57.17,12.54,6.37,0.09,25.13,1.89,12.34,388000000.0,28000000.0,1601000000.0000002,107.19
sh688071,华依科技,65.83,11.82,6.96,0.72,9.07,1.32,14.93,206999999.99999997,36119600.0,2378000000.0,116.21
sz300496,中科创达,109.05,11.76,11.47,0.15,6.96,2.20,16.95,2707000000.0,365000000.0,39772000000.0,74.07
sz301183,东田微,82.65,11.73,8.68,0.24,31.58,1.02,14.37,999000000.0,40088000.0,3313000000.0000005,亏损
sz301023,江南奕帆,49.43,11.73,5.19,0.04,21.1,1.48,18.06,242000000.0,23697199.999999996,1171000000.0,48.20
838837,华原股份,4.59,11.68,0.48,0.0,16.02,5.41,16.30,29766900.0,41732800.0,192000000.0,18.11
