日期,概念名称,净流入
2023-08-07,券商概念,84亿
2023-08-07,科创板做市商,47亿
2023-08-07,参股期货,31亿
2023-08-07,CRO,8亿
2023-08-07,GDR,4亿
2023-08-07,CAR-T细胞疗法,2亿
2023-08-07,国资云概念,1亿
