日期,概念名称,净流入
2023-08-03,券商概念,80亿
2023-08-03,科创板做市商,40亿
2023-08-03,参股期货,33亿
2023-08-03,CRO,17亿
2023-08-03,CAR-T细胞疗法,12亿
2023-08-03,精准医疗,7亿
2023-08-03,基因测序,2亿
2023-08-03,氦气概念,1654万
2023-08-03,京东金融,626万
