日期,概念名称,净流入
2023-07-20,白酒,9亿
2023-07-20,WiFi,3亿
2023-07-20,气溶胶检测,2亿
2023-07-20,租售同权,2亿
2023-07-20,京东金融,1亿
2023-07-20,DRG/DIP,8950万
2023-07-20,电子车牌,8772万
2023-07-20,空间计算,8092万
2023-07-20,食品安全,6909万
2023-07-20,海绵城市,6392万
2023-07-20,裸眼3D,2901万
2023-07-20,IPv6,80万
