日期,概念名称,净流入
2023-07-21,白酒,10亿
2023-07-21,租售同权,4亿
2023-07-21,新型城镇化,3亿
2023-07-21,粮食概念,9569万
2023-07-21,气溶胶检测,7726万
2023-07-21,同步磁阻电机,2831万
2023-07-21,转基因,2663万
2023-07-21,京东金融,2254万
2023-07-21,环氧丙烷,2096万
2023-07-21,DRG/DIP,1645万
2023-07-21,重组蛋白,1410万
