日期,概念名称,净流入
2023-09-04,3D摄像头,6亿
2023-09-04,中芯概念,4亿
2023-09-04,麒麟电池,2亿
2023-09-04,人造肉,2亿
2023-09-04,科创板做市股,2亿
2023-09-04,EDA概念,1亿
2023-09-04,环氧丙烷,5576万
2023-09-04,PVDF概念,4124万
2023-09-04,租售同权,2708万
