日期,概念名称,净流入
2023-08-04,券商概念,93亿
2023-08-04,科创板做市商,50亿
2023-08-04,参股期货,42亿
2023-08-04,CRO,15亿
2023-08-04,CAR-T细胞疗法,9亿
2023-08-04,GDR,6亿
2023-08-04,精准医疗,5亿
2023-08-04,IPv6,3亿
2023-08-04,国资云概念,2亿
2023-08-04,基因测序,2亿
2023-08-04,eSIM,1亿
