日期,概念名称,净流入
2023-07-28,券商概念,117亿
2023-07-28,互联金融,89亿
2023-07-28,参股期货,49亿
2023-07-28,科创板做市商,49亿
2023-07-28,AH股,17亿
2023-07-28,白酒,12亿
2023-07-28,GDR,7亿
2023-07-28,证金持股,5亿
2023-07-28,精准医疗,3亿
2023-07-28,国资云概念,2亿
2023-07-28,CAR-T细胞疗法,2亿
2023-07-28,茅指数,1亿
2023-07-28,租售同权,1亿
2023-07-28,单抗概念,1亿
2023-07-28,上证50_,1亿
2023-07-28,超级真菌,1亿
2023-07-28,CRO,1亿
2023-07-28,净水概念,7868万
2023-07-28,地塞米松,7415万
2023-07-28,京东金融,6912万
2023-07-28,超导概念,6173万
2023-07-28,血氧仪,1428万
2023-07-28,肝素概念,1232万
