日期,概念名称,净流入
2023-07-20,气溶胶检测,10亿
2023-07-20,电子纸概念,9亿
2023-07-20,屏下摄像,6亿
2023-07-20,裸眼3D,5亿
2023-07-20,MicroLED,4亿
2023-07-20,白酒,2亿
2023-07-20,麒麟电池,7474万
2023-07-20,水产养殖,4780万
2023-07-20,京东金融,4265万
