日期,概念名称,净流入
2023-07-07,混合现实,29亿
2023-07-07,电子纸概念,19亿
2023-07-07,3D摄像头,18亿
2023-07-07,屏下摄像,16亿
2023-07-07,气溶胶检测,11亿
2023-07-07,油价相关,8亿
2023-07-07,MicroLED,5亿
2023-07-07,裸眼3D,5亿
2023-07-07,华为汽车,5亿
2023-07-07,粮食概念,3亿
2023-07-07,转基因,3亿
2023-07-07,电子烟,2亿
2023-07-07,在线旅游,2亿
2023-07-07,AB股,1亿
2023-07-07,举牌,4754万
2023-07-07,赛马概念,2940万
2023-07-07,乳业,2575万
