日期,概念名称,净流入
2023-08-29,机器人执行器,7亿
2023-08-29,3D摄像头,4亿
2023-08-29,减速器,4亿
2023-08-29,租售同权,3亿
2023-08-29,宁组合,2亿
2023-08-29,汽车一体化压铸,2亿
2023-08-29,中芯概念,2亿
2023-08-29,CAR-T细胞疗法,1亿
2023-08-29,EDA概念,1亿
2023-08-29,超级真菌,1亿
2023-08-29,无线充电,6888万
2023-08-29,基因测序,6430万
2023-08-29,汽车热管理,4662万
2023-08-29,人造肉,2810万
2023-08-29,PLC概念,2432万
2023-08-29,麒麟电池,1249万
2023-08-29,环氧丙烷,901万
2023-08-29,B股,125万
