日期,概念名称,净流入
2023-07-04,3D摄像头,25亿
2023-07-04,屏下摄像,20亿
2023-07-04,混合现实,20亿
2023-07-04,华为汽车,15亿
2023-07-04,无线充电,10亿
2023-07-04,油价相关,8亿
2023-07-04,电子烟,6亿
2023-07-04,气溶胶检测,4亿
2023-07-04,电子纸概念,3亿
2023-07-04,超级电容,2亿
2023-07-04,轮毂电机,1亿
2023-07-04,汽车一体化压铸,4424万
2023-07-04,同步磁阻电机,3369万
2023-07-04,举牌,473万
