日期,概念名称,净流入
2023-07-12,电子纸概念,10亿
2023-07-12,屏下摄像,8亿
2023-07-12,气溶胶检测,7亿
2023-07-12,裸眼3D,5亿
2023-07-12,MicroLED,4亿
2023-07-12,麒麟电池,3亿
2023-07-12,商汤概念,3亿
2023-07-12,转基因,3亿
2023-07-12,水产养殖,2亿
2023-07-12,粮食概念,1亿
2023-07-12,轮毂电机,1亿
2023-07-12,PVDF概念,1亿
2023-07-12,乳业,4045万
2023-07-12,净水概念,1476万
2023-07-12,光伏建筑一体化,847万
2023-07-12,鸡肉概念,825万
