日期,概念名称,净流入
2023-08-02,券商概念,65亿
2023-08-02,参股期货,36亿
2023-08-02,科创板做市商,31亿
2023-08-02,互联金融,25亿
2023-08-02,CRO,5亿
2023-08-02,华为汽车,5亿
2023-08-02,GDR,4亿
2023-08-02,京东金融,3亿
2023-08-02,磁悬浮概念,1亿
2023-08-02,彩票概念,1亿
2023-08-02,汽车一体化压铸,1亿
2023-08-02,同步磁阻电机,9817万
2023-08-02,CAR-T细胞疗法,8227万
2023-08-02,轮毂电机,6406万
2023-08-02,复合集流体,5671万
