日期,概念名称,净流入
2023-08-09,科创板做市商,44亿
2023-08-09,参股期货,22亿
2023-08-09,券商概念,14亿
2023-08-09,CRO,13亿
2023-08-09,GDR,7亿
2023-08-09,CAR-T细胞疗法,8912万
2023-08-09,PVDF概念,4937万
