日期,概念名称,净流入
2023-08-11,CRO,16亿
2023-08-11,CAR-T细胞疗法,3亿
2023-08-11,PVDF概念,1亿
2023-08-11,同步磁阻电机,8976万
2023-08-11,复合集流体,1566万
