日期,概念名称,净流入
2023-07-13,混合现实,25亿
2023-07-13,电子纸概念,22亿
2023-07-13,存储芯片,15亿
2023-07-13,气溶胶检测,14亿
2023-07-13,茅指数,14亿
2023-07-13,屏下摄像,12亿
2023-07-13,MicroLED,11亿
2023-07-13,白酒,10亿
2023-07-13,裸眼3D,10亿
2023-07-13,3D摄像头,8亿
2023-07-13,电子烟,7亿
2023-07-13,AI芯片,7亿
2023-07-13,麒麟电池,6亿
2023-07-13,油价相关,6亿
2023-07-13,钠离子电池,6亿
2023-07-13,GDR,2亿
2023-07-13,转基因,1亿
2023-07-13,科创板做市商,9629万
2023-07-13,盲盒经济,6267万
2023-07-13,地塞米松,2503万
2023-07-13,在线旅游,2478万
