日期,概念名称,净流入
2023-07-12,混合现实,30亿
2023-07-12,电子纸概念,21亿
2023-07-12,屏下摄像,16亿
2023-07-12,气溶胶检测,12亿
2023-07-12,3D摄像头,11亿
2023-07-12,华为汽车,11亿
2023-07-12,裸眼3D,9亿
2023-07-12,MicroLED,9亿
2023-07-12,电子烟,8亿
2023-07-12,油价相关,5亿
2023-07-12,麒麟电池,4亿
2023-07-12,转基因,2亿
2023-07-12,在线旅游,1亿
2023-07-12,钠离子电池,1亿
2023-07-12,粮食概念,7525万
2023-07-12,存储芯片,7126万
2023-07-12,超级真菌,7085万
2023-07-12,轮毂电机,2690万
2023-07-12,AI芯片,2212万
