日期,概念名称,净流入
2023-07-10,电子纸概念,13亿
2023-07-10,混合现实,7亿
2023-07-10,气溶胶检测,5亿
2023-07-10,屏下摄像,4亿
2023-07-10,MicroLED,4亿
2023-07-10,裸眼3D,3亿
2023-07-10,转基因,3亿
2023-07-10,粮食概念,3亿
2023-07-10,时空大数据,1亿
2023-07-10,空间站概念,1亿
2023-07-10,电子后视镜,9066万
2023-07-10,在线旅游,8318万
2023-07-10,电子竞技,7327万
2023-07-10,免税概念,6348万
2023-07-10,AI芯片,6342万
2023-07-10,华为汽车,4317万
2023-07-10,油价相关,1417万
2023-07-10,钛白粉,1136万
2023-07-10,地塞米松,830万
2023-07-10,3D摄像头,75万
