成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:22:27,0.0,-100.00%,--,0,0,中性盘
09:24:54,0.0,-100.00%,--,0,0,卖盘
09:25:00,216.5,+0.60%,+216.5,69,1493850,买盘
09:25:00,216.5,+0.60%,--,69,1493850,--
09:25:00,216.5,+0.60%,-0.1,69,1493850,中性盘
09:30:01,216.4,+0.56%,-0.1,24,519360,卖盘
09:30:04,216.0,+0.37%,-0.4,70,1512000,卖盘
09:30:07,216.28,+0.50%,+0.28,39,843492,买盘
09:30:10,216.8,+0.74%,+0.52,39,845520,买盘
09:30:13,216.87,+0.78%,+0.07,42,910854,卖盘
09:30:16,216.84,+0.76%,-0.03,46,997464,中性盘
09:30:19,216.9,+0.79%,+0.06,4,86760,买盘
09:30:22,217.0,+0.84%,+0.1,8,173600,买盘
09:30:25,217.11,+0.89%,+0.11,9,195399,买盘
09:30:28,217.18,+0.92%,+0.07,21,456078,买盘
09:30:31,217.2,+0.93%,+0.02,17,369240,买盘
09:30:34,217.24,+0.95%,+0.04,39,847236,买盘
09:30:37,217.3,+0.98%,+0.06,35,760550,买盘
09:30:40,217.41,+1.03%,+0.11,26,565266,中性盘
09:30:43,217.42,+1.03%,+0.01,6,130452,买盘
09:30:46,217.41,+1.03%,-0.01,13,282633,中性盘
09:30:49,217.9,+1.25%,+0.49,65,1416350,买盘
09:30:52,217.9,+1.25%,--,49,1067710,卖盘
09:30:55,217.9,+1.25%,--,15,326850,买盘
09:30:58,217.9,+1.25%,--,3,65370,买盘
09:31:01,217.9,+1.25%,--,25,544750,买盘
09:31:04,218.32,+1.45%,+0.42,66,1449208,买盘
09:31:07,218.56,+1.56%,+0.24,42,917952,买盘
09:31:10,218.56,+1.56%,--,11,240416,中性盘
09:31:13,218.5,+1.53%,-0.06,17,371450,卖盘
09:31:16,218.0,+1.30%,-0.5,52,1133600,卖盘
09:31:19,217.9,+1.25%,-0.1,26,566540,卖盘
09:31:22,217.52,+1.08%,-0.38,4,87008,卖盘
09:31:25,217.42,+1.03%,-0.1,50,1087100,卖盘
09:31:28,217.88,+1.25%,+0.46,10,217880,买盘
09:31:31,217.64,+1.13%,-0.24,10,217640,买盘
09:31:34,217.42,+1.03%,-0.22,52,1130584,卖盘
09:31:37,217.44,+1.04%,+0.02,9,195696,买盘
09:31:40,217.44,+1.04%,--,4,86976,买盘
09:31:43,217.55,+1.09%,+0.11,21,456855,买盘
09:31:46,217.83,+1.22%,+0.28,35,762405,买盘
09:31:49,218.0,+1.30%,+0.17,27,588600,买盘
