成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:21:35,0.0,-100.00%,--,0,0,中性盘
09:24:55,0.0,-100.00%,--,0,0,卖盘
09:25:01,236.0,-0.43%,+236,132,3115200,卖盘
09:25:01,236.0,-0.43%,--,132,3115200,--
09:25:01,236.0,-0.43%,-0.1,132,3115200,中性盘
09:30:02,235.9,-0.47%,-0.1,65,1535237,卖盘
09:30:05,235.55,-0.62%,-0.35,49,1175866,卖盘
09:30:08,235.72,-0.55%,+0.17,70,1650040,买盘
09:30:11,235.02,-0.84%,-0.7,38,893076,卖盘
09:30:14,235.02,-0.84%,--,60,1410120,买盘
09:30:17,235.02,-0.84%,--,18,423036,卖盘
09:30:20,235.0,-0.85%,-0.02,82,1945800,卖盘
09:30:23,234.96,-0.87%,-0.04,12,286651,中性盘
09:30:26,234.91,-0.89%,-0.05,12,281892,卖盘
09:30:29,234.65,-1.00%,-0.26,17,398905,卖盘
09:30:32,234.67,-0.99%,+0.02,18,422406,中性盘
09:30:35,234.96,-0.87%,+0.29,54,1268784,买盘
09:30:38,234.99,-0.86%,+0.03,71,1668429,卖盘
09:30:41,235.03,-0.84%,+0.04,10,235030,卖盘
09:30:44,235.47,-0.65%,+0.44,16,376752,中性盘
09:30:47,235.0,-0.85%,-0.47,5,117500,中性盘
09:30:50,234.7,-0.98%,-0.3,16,375520,卖盘
09:30:53,235.0,-0.85%,+0.3,19,446500,买盘
09:30:56,234.67,-0.99%,-0.33,14,328538,卖盘
09:30:59,234.64,-1.00%,-0.03,11,258104,卖盘
09:31:02,234.67,-0.99%,+0.03,22,516274,买盘
09:31:05,234.5,-1.06%,-0.17,25,586250,卖盘
09:31:08,234.36,-1.12%,-0.14,48,1124928,卖盘
09:31:11,234.43,-1.09%,+0.07,55,1289365,中性盘
09:31:14,234.16,-1.21%,-0.27,39,913224,卖盘
09:31:17,234.05,-1.25%,-0.11,22,514910,卖盘
09:31:20,234.11,-1.23%,+0.06,23,538453,中性盘
09:31:23,233.94,-1.30%,-0.17,28,655032,卖盘
09:31:26,233.91,-1.31%,-0.03,14,327474,卖盘
09:31:29,233.94,-1.30%,+0.03,12,280728,买盘
09:31:32,233.92,-1.31%,-0.02,33,771936,买盘
09:31:35,233.81,-1.35%,-0.11,42,982002,卖盘
09:31:38,234.05,-1.25%,+0.24,40,936200,买盘
09:31:41,234.12,-1.22%,+0.07,42,983304,买盘
09:31:44,234.37,-1.12%,+0.25,27,632799,中性盘
09:31:47,234.05,-1.25%,-0.32,15,351075,卖盘
09:31:50,234.37,-1.12%,+0.32,6,140622,买盘
09:31:53,234.37,-1.12%,--,25,601862,买盘
09:31:56,234.37,-1.12%,--,11,257807,买盘
09:31:59,234.44,-1.09%,+0.07,35,820540,买盘
09:32:02,234.78,-0.95%,+0.34,26,610428,买盘
09:32:05,235.0,-0.85%,+0.22,38,893000,买盘
09:32:05,235.0,-0.85%,-0.21,38,893000,中性盘
09:32:08,234.79,-0.94%,-0.21,20,469580,中性盘
09:32:11,235.0,-0.85%,+0.21,21,493500,买盘
09:32:14,234.97,-0.86%,-0.03,15,352455,中性盘
09:32:17,234.63,-1.01%,-0.34,5,117315,卖盘
09:32:20,234.97,-0.86%,+0.34,13,305461,买盘
09:32:23,234.96,-0.87%,-0.01,2,46992,买盘
09:32:26,234.95,-0.87%,-0.01,15,352425,买盘
09:32:29,234.71,-0.97%,-0.24,17,399007,中性盘
09:32:32,234.92,-0.89%,+0.21,9,211428,中性盘
09:32:35,234.91,-0.89%,-0.01,4,93964,买盘
09:32:38,234.81,-0.93%,-0.1,25,587025,卖盘
09:32:41,234.79,-0.94%,-0.02,52,1220908,卖盘
09:32:44,234.74,-0.96%,-0.05,38,892012,卖盘
09:32:47,234.78,-0.95%,+0.04,23,539994,中性盘
09:32:50,234.77,-0.95%,-0.01,45,1056465,中性盘
09:32:53,234.63,-1.01%,-0.14,19,445797,卖盘
09:32:56,234.77,-0.95%,+0.14,6,140862,买盘
09:32:59,234.77,-0.95%,--,16,375632,买盘
09:33:02,234.65,-1.00%,-0.12,13,305045,卖盘
09:33:05,234.77,-0.95%,+0.12,28,657356,中性盘
09:33:08,234.78,-0.95%,+0.01,7,164346,买盘
09:33:11,234.8,-0.94%,+0.02,15,352200,买盘
09:33:14,234.83,-0.92%,+0.03,12,281796,买盘
09:33:17,234.78,-0.95%,-0.05,46,1079988,卖盘
09:33:20,234.77,-0.95%,-0.01,7,164339,卖盘
09:33:23,234.41,-1.10%,-0.36,23,539143,卖盘
09:33:26,234.62,-1.01%,+0.21,10,234620,买盘
09:33:29,234.37,-1.12%,-0.25,6,140622,卖盘
09:33:32,234.3,-1.15%,-0.07,20,468600,卖盘
09:33:35,234.1,-1.23%,-0.2,67,1568470,卖盘
09:33:38,234.12,-1.22%,+0.02,16,374592,中性盘
09:33:41,234.11,-1.23%,-0.01,23,538453,卖盘
09:33:44,234.1,-1.23%,-0.01,41,959810,中性盘
09:33:47,234.1,-1.23%,--,30,702300,买盘
