股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
锴威特,12.63%,7.52%,1.6793222222222208
波长光电,12.55%,57.2%,0.2194047141424272
苏州规划,11.72%,5.36%,2.1866738983050826
慧智微,10.9%,45.35%,0.24037748344370855
恒达新材,9.58%,5.0%,1.9175966666666675
信宇人,8.57%,-10.63%,0.8065241525423733
拓山重工,7.91%,24.78%,0.3192617945007238
新莱福,7.33%,-5.35%,1.3705980916030511
启迪环境,7.14%,-16.88%,0.42297721518987363
天山电子,6.94%,16.71%,0.4154284
普莱得,6.8%,16.88%,0.40289703315881353
致欧科技,6.39%,18.32%,0.3487683453237412
广钢气体,6.2%,21.21%,0.2922857142857143
南芯科技,5.97%,21.16%,0.2821975979772441
正强股份,5.9%,14.3%,0.4126628571428572
超越科技,5.85%,-10.65%,0.5494888178913739
未来电器,5.82%,10.98%,0.5299263157894735
国泰环保,5.27%,-9.05%,0.5822532945736438
多瑞医药,5.15%,6.34%,0.8121645962732923
致尚科技,5.11%,-2.11%,2.4206259259259295
容大感光,5.1%,29.1%,0.17524468085106368
逸飞激光,5.04%,14.23%,0.3541714285714284
甬矽电子,5.02%,23.3%,0.21542883435582827
中贝通信,4.92%,26.88%,0.18302731871838113
好当家,4.9%,-8.51%,0.5757500000000005
华虹公司,4.85%,17.82%,0.2721837387964148
王力安防,4.8%,18.66%,0.2572584269662919
联翔股份,4.77%,10.4%,0.45876176470588265
亿田智能,4.63%,19.69%,0.23516214689265547
国联水产,4.61%,-13.88%,0.33201313131313126
森鹰窗业,4.57%,13.61%,0.33569338235294127
森泰股份,4.47%,16.83%,0.26565891472868214
山水比德,4.4%,-0.65%,6.728965517241399
九州一轨,4.34%,13.13%,0.3306333333333331
华海诚科,4.33%,21.32%,0.20311118421052626
耐科装备,4.23%,17.21%,0.24577758620689674
箭牌家居,4.23%,16.4%,0.25790506329113916
品渥食品,4.22%,6.45%,0.6547552795031059
宏昌科技,4.18%,19.87%,0.2103269841269842
捷邦科技,4.13%,15.72%,0.26267775590551196
博俊科技,4.11%,10.28%,0.39996883116883136
威马农机,4.03%,-8.1%,0.4977672209026128
实朴检测,3.99%,-4.05%,0.9862660194174748
威士顿,3.92%,-10.95%,0.3579371900826447
浙江正特,3.9%,14.99%,0.26012745098039225
