股票简称,日期,30日净买入率总和,买入率总和增速
赢合科技,2023-07-20,0.0775,7.523809523809524
赢合科技,2023-07-24,0.073,7.523809523809524
赢合科技,2023-08-14,0.08070000000000001,7.523809523809524
赢合科技,2023-08-11,0.0818,7.523809523809524
赢合科技,2023-08-10,0.08539999999999999,7.523809523809524
赢合科技,2023-08-09,0.08560000000000001,7.523809523809524
赢合科技,2023-08-08,0.0872,7.523809523809524
赢合科技,2023-08-07,0.0892,7.523809523809524
赢合科技,2023-07-19,0.0786,7.523809523809524
赢合科技,2023-07-21,0.07519999999999999,7.523809523809524
赢合科技,2023-08-04,0.0866,7.523809523809524
赢合科技,2023-08-03,0.0874,7.523809523809524
赢合科技,2023-08-02,0.0894,7.523809523809524
赢合科技,2023-08-01,0.0863,7.523809523809524
赢合科技,2023-07-31,0.0821,7.523809523809524
赢合科技,2023-07-28,0.0814,7.523809523809524
赢合科技,2023-07-27,0.0799,7.523809523809524
赢合科技,2023-08-15,0.0765,7.523809523809524
赢合科技,2023-08-16,0.079,7.523809523809524
赢合科技,2023-08-18,0.075,7.523809523809524
赢合科技,2023-07-17,0.061900000000000004,7.523809523809524
赢合科技,2023-07-12,0.0126,7.523809523809524
赢合科技,2023-08-21,0.075,7.523809523809524
赢合科技,2023-07-13,0.04190000000000001,7.523809523809524
赢合科技,2023-07-14,0.051,7.523809523809524
赢合科技,2023-07-26,0.083,7.523809523809524
赢合科技,2023-08-28,0.1074,7.523809523809524
赢合科技,2023-08-25,0.1016,7.523809523809524
赢合科技,2023-08-24,0.0816,7.523809523809524
赢合科技,2023-08-23,0.07440000000000001,7.523809523809524
福莱新材,2023-08-09,0.0857,3.76865671641791
福莱新材,2023-08-10,0.0983,3.76865671641791
福莱新材,2023-08-11,0.0788,3.76865671641791
福莱新材,2023-08-14,0.0781,3.76865671641791
福莱新材,2023-08-15,0.0603,3.76865671641791
福莱新材,2023-08-16,0.0849,3.76865671641791
福莱新材,2023-08-18,0.0989,3.76865671641791
福莱新材,2023-07-13,0.0268,3.76865671641791
福莱新材,2023-08-04,0.09179999999999999,3.76865671641791
福莱新材,2023-07-14,0.0276,3.76865671641791
福莱新材,2023-08-07,0.0761,3.76865671641791
福莱新材,2023-08-23,0.0766,3.76865671641791
福莱新材,2023-08-03,0.0933,3.76865671641791
福莱新材,2023-08-02,0.1075,3.76865671641791
福莱新材,2023-08-01,0.1075,3.76865671641791
福莱新材,2023-07-31,0.1045,3.76865671641791
福莱新材,2023-07-28,0.0791,3.76865671641791
福莱新材,2023-07-27,0.0754,3.76865671641791
福莱新材,2023-07-26,0.0679,3.76865671641791
福莱新材,2023-07-24,0.0692,3.76865671641791
福莱新材,2023-07-21,0.0467,3.76865671641791
福莱新材,2023-07-20,0.055099999999999996,3.76865671641791
福莱新材,2023-07-19,0.045899999999999996,3.76865671641791
福莱新材,2023-08-21,0.0795,3.76865671641791
福莱新材,2023-08-08,0.0756,3.76865671641791
福莱新材,2023-08-24,0.1054,3.76865671641791
福莱新材,2023-08-25,0.111,3.76865671641791
福莱新材,2023-07-17,0.037200000000000004,3.76865671641791
福莱新材,2023-08-28,0.1278,3.76865671641791
君逸数码,2023-07-26,0.0403,3.751861042183622
君逸数码,2023-08-10,0.14550000000000002,3.751861042183622
君逸数码,2023-08-24,0.1936,3.751861042183622
君逸数码,2023-08-23,0.2253,3.751861042183622
君逸数码,2023-08-21,0.2253,3.751861042183622
君逸数码,2023-08-18,0.2253,3.751861042183622
