代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0727,医疗服务,1214.59,0.16,428010032,3.87,177579424,1.6099999999999999,250430608,2.26,-179264688,-1.62,-248745344,-2.25
BK1042,医药商业,1117.0,2.2800000000000002,351570912,6.33,335244448,6.04,16326464,0.29,-4680688,-0.08,-346890208,-6.25
BK0451,房地产开发,13831.52,0.30000000000000004,295894304,1.21,456410656,1.8599999999999999,-160516352,-0.65,97570560,0.4,-393464576,-1.6
BK0736,通信服务,940.23,-1.87,116207792,1.18,62840736,0.64,53367056,0.54,-168434080,-1.72,52226304,0.53
BK0465,化学制药,27963.78,0.74,114898352,0.53,186013104,0.85,-71114752,-0.33,-63448320,-0.29,-44238848,-0.2
BK1041,医疗器械,844.05,0.27,72174128,0.61,102927824,0.86,-30753696,-0.26,199277984,1.67,-272308736,-2.2800000000000002
BK0476,装修建材,13934.68,-1.29,40108864,0.74,107443264,1.99,-67334400,-1.25,-46700032,-0.86,6591152,0.12
BK0733,包装材料,919.26,-1.21,-3584947,-0.18,23352589,1.17,-26937536,-1.35,35242304,1.76,-31712320,-1.58
BK0421,铁路公路,6501.28,-1.34,-29431892,-2.39,-8451519,-0.6900000000000001,-20980373,-1.71,-102016,-0.01,29533904,2.4
BK0440,家用轻工,34146.98,-1.42,-32079579,-2.33,-3298869,-0.24,-28780710,-2.09,-4274128,-0.31,36353728,2.64
BK0734,珠宝首饰,419.2,-1.49,-37937608,-5.89,-11333611,-1.76,-26603997,-4.13,398568,0.06,37539040,5.83
BK0730,农药兽药,1046.35,-1.47,-39564217,-1.82,-26491785,-1.22,-13072432,-0.6000000000000001,18316320,0.84,19793744,0.91
BK0539,综合行业,8517.92,-1.17,-50875518,-4.21,-24393436,-2.02,-26482082,-2.19,-3458704,-0.29,54334224,4.5
