代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1029,汽车整车,1275.25,4.34,2354309568,10.97,1855706816,8.65,498602752,2.32,-990743296,-4.62,-1363566080,-6.35
BK0477,酿酒行业,61749.73,1.85,1442546192,7.43,765794064,3.94,676752128,3.48,-109226240,-0.56,-1333320192,-6.86
BK0475,银行,2823.17,1.45,882753184,6.46,874295680,6.4,8457504,0.06,-261220672,-1.9100000000000001,-621532528,-4.55
BK0474,保险,1095.16,4.63,744789904,11.0,593624752,8.77,151165152,2.23,-273646512,-4.04,-471143392,-6.96
BK0420,航空机场,4837.45,4.0,592480448,9.54,209304736,3.37,383175712,6.17,-34786704,-0.56,-557693744,-8.98
BK1032,风电设备,1240.09,2.98,548946800,8.42,384180960,5.9,164765840,2.5300000000000002,-312600608,-4.8,-236346176,-3.63
BK0425,工程建设,21099.24,1.29,545917440,3.83,336393600,2.36,209523840,1.47,-201481216,-1.42,-344323680,-2.42
BK1037,消费电子,1128.57,-0.49,502685696,1.55,397420544,1.23,105265152,0.33,-840430336,-2.6,333486336,1.03
BK0485,旅游酒店,15828.32,3.95,441697344,4.03,233085168,2.13,208612176,1.9,194565712,1.77,-636263056,-5.8
BK0428,电力行业,16621.1,1.18,394798864,2.11,346841488,1.85,47957376,0.26,-327381248,-1.75,-67417344,-0.36
BK1034,电源设备,2032.59,1.65,317066192,4.2,278094976,3.68,38971216,0.52,-144659264,-1.9100000000000001,-172406928,-2.2800000000000002
BK0727,医疗服务,1231.98,0.42,308426864,4.12,132931776,1.78,175495088,2.35,31608800,0.42,-340035664,-4.55
BK0464,石油行业,4987.18,0.87,293370624,6.34,170003424,3.67,123367200,2.67,-121304336,-2.62,-172066304,-3.7199999999999998
BK0538,化学制品,22248.48,0.86,282393136,1.96,121579488,0.84,160813648,1.12,-345863936,-2.4,59617536,0.41000000000000003
BK0732,贵金属,899.45,2.35,239863232,4.88,239345136,4.87,518096,0.01,-66920784,-1.3599999999999999,-172942448,-3.52
BK0438,食品饮料,24211.94,1.3,215239264,1.77,120059424,0.99,95179840,0.78,-43648768,-0.36,-171618816,-1.4100000000000001
BK1044,生物制品,860.53,0.93,187169888,2.8200000000000003,21499488,0.32,165670400,2.5,16531088,0.25,-204784080,-3.09
BK0546,玻璃玻纤,36994.38,1.49,170386077,6.32,187841597,6.97,-17455520,-0.65,-124603296,-4.62,-46862720,-1.74
BK0437,煤炭行业,9443.96,1.96,152951520,1.94,-16708496,-0.21,169660016,2.16,96148656,1.22,-249100176,-3.17
BK0476,装修建材,13534.51,0.76,146103100,2.38,42672076,0.7000000000000001,103431024,1.69,33540352,0.55,-179643456,-2.93
BK0451,房地产开发,12085.15,1.05,145060864,1.6,185631104,2.04,-40570240,-0.45,-220795200,-2.43,75734320,0.8300000000000001
BK0473,证券,113951.88,1.38,142591904,1.03,71675920,0.52,70915984,0.51,51896576,0.37,-194488464,-1.4
BK0738,多元金融,516.58,1.6800000000000002,129513120,4.05,23359888,0.73,106153232,3.32,-2978112,-0.09,-126535008,-3.96
BK0479,钢铁行业,6980.6,1.4100000000000001,128200320,2.55,132356960,2.63,-4156640,-0.08,-95516448,-1.9,-32565184,-0.65
BK0424,水泥建材,25307.68,1.78,124327262,4.26,129714094,4.44,-5386832,-0.18,-64482896,-2.21,-59844368,-2.05
BK0478,有色金属,14269.2,1.29,108042976,0.9500000000000001,185629952,1.62,-77586976,-0.68,-120114784,-1.05,11829968,0.1
BK1016,汽车服务,1030.97,1.63,74415768,3.66,16232408,0.8,58183360,2.86,-50149728,-2.47,-24208304,-1.19
BK0429,交运设备,7858.61,0.25,61560997,1.37,41621,0.0,61519376,1.37,-22010160,-0.49,-40615120,-0.91
BK0470,造纸印刷,8263.66,1.06,54457040,0.9500000000000001,142315056,2.48,-87858016,-1.53,-84377392,-1.47,24459600,0.43
BK0729,船舶制造,943.05,0.32,48019552,0.41000000000000003,144000896,1.22,-95981344,-0.81,-25294592,-0.21,-22724960,-0.19
BK0450,航运港口,8862.98,1.4100000000000001,39678080,0.9500000000000001,30304688,0.72,9373392,0.22,695056,0.02,-40234800,-0.96
BK1033,电池,1123.78,0.97,36767248,0.21,-12126448,-0.07,48893696,0.27,-104150272,-0.59,50492672,0.28
BK0739,工程机械,1140.81,0.42,32840048,0.58,-25557504,-0.45,58397552,1.03,-25347072,-0.45,-5951456,-0.1
BK0734,珠宝首饰,436.14,0.66,32476833,2.76,22581558,1.92,9895275,0.84,-16517952,-1.4,-15958880,-1.3599999999999999
BK1035,美容护理,851.27,0.72,23410720,0.72,-8020848,-0.25,31431568,0.96,38724000,1.18,-62134704,-1.9
BK1042,医药商业,1112.62,-0.71,310731,0.01,-31446549,-0.8300000000000001,31757280,0.84,-41103808,-1.09,40793072,1.08
BK0484,贸易行业,8417.26,1.07,-2111014,-0.05,7315946,0.17,-9426960,-0.22,-20854816,-0.49,24353888,0.58
BK0733,包装材料,922.48,1.06,-3710556,-0.2,-3328508,-0.18,-382048,-0.02,-34539184,-1.8900000000000001,37880784,2.07
BK0539,综合行业,8588.7,0.59,-4143735,-0.19,-456439,-0.02,-3687296,-0.17,-15436496,-0.71,19580240,0.9
BK1045,房地产服务,914.01,1.31,-6941272,-0.5700000000000001,-22052383,-1.81,15111111,1.24,24608128,2.02,-17666848,-1.45
BK0440,家用轻工,35048.55,0.33,-7430447,-0.31,9014385,0.37,-16444832,-0.68,-9744448,-0.4,17174896,0.71
BK0482,商业百货,14365.29,1.55,-14316464,-0.29,-26005936,-0.53,11689472,0.24,-44429136,-0.9,58745616,1.2
BK0480,航天航空,41813.68,0.41000000000000003,-15395136,-0.15,53859232,0.52,-69254368,-0.67,-215276624,-2.08,228223440,2.2
BK1017,采掘行业,1015.82,1.58,-16946368,-0.98,4604832,0.27,-21551200,-1.24,12480976,0.72,4465408,0.26
BK0725,装修装饰,439.95,1.3,-18972535,-0.85,48457193,2.16,-67429728,-3.01,31086848,1.3900000000000001,-12205984,-0.54
BK0730,农药兽药,1065.62,0.7000000000000001,-27402721,-1.2,-4779281,-0.21,-22623440,-0.99,-44683056,-1.9500000000000002,74265152,3.25
BK0740,教育,698.97,0.68,-27493953,-1.21,-21289649,-0.9400000000000001,-6204304,-0.27,3631856,0.16,23862096,1.05
BK1041,医疗器械,896.76,-0.01,-34633600,-0.39,7418960,0.08,-42052560,-0.47000000000000003,-61874512,-0.6900000000000001,95236832,1.06
BK1043,专业服务,1014.75,-0.19,-37747601,-1.7000000000000002,-21924641,-0.99,-15822960,-0.71,-35631360,-1.6,72541792,3.27
BK1028,燃气,1374.81,0.67,-37913932,-2.27,-16702412,-1.0,-21211520,-1.27,4191936,0.25,33701136,2.02
BK0726,工程咨询服务,612.05,0.71,-39712287,-1.24,51914417,1.62,-91626704,-2.86,73896880,2.3,-38041648,-1.19
BK0422,物流行业,5962.92,0.9,-41285728,-0.76,80278768,1.48,-121564496,-2.24,81667328,1.51,-40346544,-0.74
BK0736,通信服务,979.49,-0.71,-45270944,-0.41000000000000003,26116816,0.24,-71387760,-0.65,3817088,0.03,41453856,0.38
BK0731,化肥行业,1214.44,0.9,-45996760,-1.8,13515336,0.53,-59512096,-2.33,-6072880,-0.24,52069632,2.04
BK0427,公用事业,7896.36,0.8300000000000001,-63502601,-2.98,-44397945,-2.08,-19104656,-0.9,9094736,0.43,54407872,2.55
BK0421,铁路公路,6443.18,0.79,-66759941,-4.58,-25907346,-1.78,-40852595,-2.8,-8970624,-0.62,75730560,5.19
BK1039,电子化学品,1486.45,0.58,-76218320,-1.63,-44615248,-0.96,-31603072,-0.68,-112375008,-2.41,188593344,4.04
BK1019,化学原料,785.67,0.98,-79676528,-1.04,-19223040,-0.25,-60453488,-0.79,-147122656,-1.92,223222320,2.91
BK0458,仪器仪表,12962.19,-1.23,-96845440,-1.22,-18461200,-0.23,-78384240,-0.99,5228624,0.07,83377040,1.05
BK1018,橡胶制品,1041.17,-0.03,-106460213,-3.46,-45441269,-1.48,-61018944,-1.98,-31848976,-1.04,132189824,4.3
BK0433,农牧饲渔,13554.42,0.56,-120289488,-1.7000000000000002,-44386912,-0.63,-75902576,-1.07,23795184,0.34,95473344,1.35
BK1030,电机,1781.33,-1.82,-126045328,-1.54,-43794256,-0.53,-82251072,-1.0,-7176592,-0.09,112554272,1.37
BK1020,非金属材料,1018.59,-0.36,-145299584,-3.76,-100565648,-2.6,-44733936,-1.16,-18212736,-0.47000000000000003,148064416,3.83
BK1027,小金属,1648.09,0.31,-167397408,-1.8,-113392720,-1.22,-54004688,-0.58,40451680,0.44,126945728,1.37
BK0436,纺织服装,10533.99,0.24,-172625023,-3.07,-83464447,-1.48,-89160576,-1.5899999999999999,-132806976,-2.36,305152960,5.43
BK0456,家电行业,16810.43,0.5700000000000001,-220495056,-1.11,134142256,0.68,-354637312,-1.79,123369472,0.62,96580608,0.49
BK0728,环保行业,398.15,0.48,-261262952,-4.54,-70674536,-1.23,-190588416,-3.31,-14341200,-0.25,274456112,4.77
BK0465,化学制药,28055.12,0.41000000000000003,-303426432,-2.5700000000000003,-29323568,-0.25,-274102864,-2.32,12393040,0.1,290941440,2.46
BK0454,塑料制品,10732.97,0.54,-356850816,-4.85,-98009616,-1.33,-258841200,-3.52,-80715888,-1.1,446525056,6.07
BK1015,能源金属,582.56,0.84,-364980080,-6.59,-268043488,-4.84,-96936592,-1.75,123565408,2.23,241414672,4.36
BK0457,电网设备,23159.94,0.9500000000000001,-373143056,-1.88,-2766432,-0.01,-370376624,-1.87,99746048,0.5,272578816,1.38
BK0459,电子元件,19249.49,-0.16,-421746688,-1.31,-108499200,-0.34,-313247488,-0.97,-181871360,-0.56,604001024,1.87
BK1036,半导体,1326.58,0.0,-460240352,-1.09,-359603936,-0.85,-100636416,-0.24,27440640,0.07,433108480,1.03
BK0447,互联网服务,20813.67,-0.06,-639713216,-1.5,-62010560,-0.15,-577702656,-1.3599999999999999,577921280,1.3599999999999999,61723392,0.14
