代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0473,证券,134853.89,1.6099999999999999,1294862592,2.64,1901692160,3.88,-606829568,-1.24,-714699520,-1.46,-580163072,-1.18
BK1042,医药商业,1180.94,3.64,439684512,4.37,364722896,3.62,74961616,0.74,-21130416,-0.21,-418554096,-4.16
BK0482,商业百货,15472.92,0.88,248335712,2.98,297222928,3.5700000000000003,-48887216,-0.59,-196735376,-2.36,-51600336,-0.62
BK0475,银行,2965.48,1.16,234293968,1.71,309920736,2.26,-75626768,-0.55,-35144352,-0.26,-199149648,-1.45
BK0730,农药兽药,1052.37,0.75,197839354,7.4,220869818,8.26,-23030464,-0.86,-105682400,-3.95,-92407040,-3.46
BK0470,造纸印刷,8229.82,0.33,157855744,3.25,252447296,5.2,-94591552,-1.9500000000000002,-134429680,-2.77,-23211072,-0.48
BK0484,贸易行业,8591.55,0.33,145414464,3.25,247663872,5.54,-102249408,-2.29,-69659152,-1.56,-76437104,-1.71
BK1045,房地产服务,1023.61,-0.58,114133782,4.26,143222678,5.34,-29088896,-1.09,-113975216,-4.25,-158560,-0.01
BK0440,家用轻工,34677.3,0.78,83391780,4.61,68205508,3.77,15186272,0.84,-43382096,-2.4,-40009696,-2.21
BK1040,中药,1531.6,1.21,81747760,0.65,46021168,0.37,35726592,0.28,-76968704,-0.61,-5255680,-0.04
BK0725,装修装饰,447.36,-0.13,37381557,2.13,39736741,2.26,-2355184,-0.13,-56825184,-3.23,19646512,1.12
BK0428,电力行业,15779.14,0.0,29590144,0.31,41826256,0.43,-12236112,-0.13,-74301328,-0.77,44711168,0.46
BK0539,综合行业,8511.28,-0.05,24853019,1.8399999999999999,64014672,4.74,-39161653,-2.9,-30040976,-2.22,5187968,0.38
BK1041,医疗器械,845.65,0.06,16577984,0.15,32170672,0.30000000000000004,-15592688,-0.15,-195248512,-1.82,177394048,1.65
BK0436,纺织服装,10627.21,1.46,-11087429,-0.21,45903291,0.86,-56990720,-1.07,-39179456,-0.74,50305280,0.9500000000000001
BK0476,装修建材,13927.0,-0.17,-11616413,-0.26,-38120221,-0.87,26503808,0.6000000000000001,146947664,3.34,-135331232,-3.08
BK1035,美容护理,845.12,0.29,-16174806,-0.64,-17183142,-0.68,1008336,0.04,50737600,2.02,-34562784,-1.37
BK0421,铁路公路,6609.66,0.9400000000000001,-18494838,-1.26,-1648792,-0.11,-16846046,-1.1400000000000001,24198304,1.6400000000000001,-5703472,-0.39
BK1016,汽车服务,987.29,-0.48,-21473048,-2.67,-15865916,-1.97,-5607132,-0.7000000000000001,26530474,3.3,-5165536,-0.64
BK0474,保险,1165.22,1.37,-23182512,-0.47000000000000003,-111796992,-2.2800000000000002,88614480,1.81,93794976,1.9100000000000001,-70612464,-1.44
BK0734,珠宝首饰,420.93,0.1,-32188525,-4.1,-2115813,-0.27,-30072712,-3.83,-3880537,-0.49,36069056,4.59
BK1017,采掘行业,1042.2,-0.48,-50408482,-4.13,-1763828,-0.14,-48644654,-3.98,-39806960,-3.26,90215440,7.39
BK0464,石油行业,5004.9,-0.22,-50810768,-1.75,-80851088,-2.7800000000000002,30040320,1.03,-62038256,-2.13,112849040,3.88
BK0424,水泥建材,26190.46,-0.55,-58856496,-2.99,-50827776,-2.58,-8028720,-0.41000000000000003,-12201296,-0.62,71057792,3.61
BK1030,电机,1577.83,-1.07,-60944416,-3.22,-7848576,-0.41000000000000003,-53095840,-2.81,-17418352,-0.92,73587776,3.89
BK0427,公用事业,7879.47,-0.29,-73434798,-7.0,-19318489,-1.8399999999999999,-54116309,-5.16,-24487728,-2.34,97922512,9.34
BK0740,教育,653.83,-1.28,-78757991,-6.49,-23462417,-1.9300000000000002,-55295574,-4.55,-20379136,-1.6800000000000002,99137136,8.17
BK0454,塑料制品,10316.77,-0.11,-81375127,-2.81,-31947223,-1.1,-49427904,-1.71,17179376,0.59,64232720,2.22
BK0546,玻璃玻纤,35193.7,-1.01,-82239645,-4.47,-48136957,-2.62,-34102688,-1.85,12314160,0.67,69842304,3.8
BK1028,燃气,1373.47,-0.53,-83157866,-3.19,-34344778,-1.32,-48813088,-1.87,21222208,0.81,60716416,2.33
BK1018,橡胶制品,1035.02,-1.0,-93597476,-5.63,-38915441,-2.34,-54682035,-3.29,-1269552,-0.08,92924432,5.59
BK1019,化学原料,776.51,-0.22,-95201936,-2.33,-8890480,-0.22,-86311456,-2.11,24337296,0.6000000000000001,67324672,1.65
BK1043,专业服务,997.53,-0.76,-103402964,-5.24,-39484948,-2.0,-63918016,-3.24,-30896832,-1.57,134331680,6.8
BK1032,风电设备,1111.29,-1.31,-104496664,-5.15,-39071864,-1.92,-65424800,-3.22,-34738560,-1.71,139235216,6.86
BK0731,化肥行业,1241.95,0.06,-106579766,-4.73,-6776534,-0.30000000000000004,-99803232,-4.43,33824672,1.5,72755088,3.23
BK0738,多元金融,559.04,0.05,-107347575,-3.16,-8000791,-0.24,-99346784,-2.93,52250272,1.54,55097312,1.62
BK0429,交运设备,7606.64,0.32,-112285449,-3.63,-19036057,-0.62,-93249392,-3.02,76739440,2.48,26250400,0.85
BK1020,非金属材料,966.77,-0.97,-112838189,-4.22,-55144861,-2.06,-57693328,-2.16,-3953744,-0.15,114201072,4.27
BK0733,包装材料,916.84,-0.8,-114509062,-6.66,-31443793,-1.83,-83065269,-4.83,-11635984,-0.68,126085536,7.33
BK0437,煤炭行业,9365.0,0.05,-122067318,-4.0,9614442,0.32,-131681760,-4.32,1091024,0.04,120976288,3.9699999999999998
