代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0451,房地产开发,11942.57,3.55,983960128,7.94,666587088,5.38,317373040,2.56,-213135792,-1.72,-770824432,-6.22
BK0475,银行,2766.79,1.04,931616688,8.31,965152960,8.61,-33536272,-0.30000000000000004,-436698928,-3.9,-494917792,-4.42
BK0729,船舶制造,946.46,7.09,898452528,5.61,963319600,6.02,-64867072,-0.41000000000000003,-214141952,-1.34,-684310496,-4.27
BK0425,工程建设,20458.91,2.68,858323120,6.8,551919648,4.37,306403472,2.43,-499195840,-3.96,-358987248,-2.85
BK1031,光伏设备,1731.17,1.53,620773024,2.24,365186976,1.32,255586048,0.92,251074304,0.9,-871546112,-3.14
BK0476,装修建材,13331.16,4.82,490971648,6.21,429258640,5.43,61713008,0.78,-185745840,-2.35,-305225808,-3.86
BK0485,旅游酒店,15476.04,4.16,409786224,5.18,432944000,5.48,-23157776,-0.29,-247620208,-3.13,-162166032,-2.05
BK1037,消费电子,1103.32,1.38,335605216,1.79,203308000,1.08,132297216,0.71,-197494016,-1.05,-141059584,-0.75
BK0478,有色金属,13827.74,2.7199999999999998,240030512,2.73,226956752,2.58,13073760,0.15,-85079440,-0.97,-154723616,-1.76
BK0486,文化传媒,9229.17,2.24,222997520,0.81,384802064,1.4,-161804544,-0.59,-454009088,-1.65,230906624,0.84
BK0477,酿酒行业,61089.39,1.24,220376304,1.32,249950848,1.49,-29574544,-0.18,46469632,0.28,-266845952,-1.5899999999999999
BK0739,工程机械,1106.76,2.32,173022436,4.51,140144804,3.65,32877632,0.86,-201344384,-5.24,33502304,0.87
BK0456,家电行业,16398.16,2.52,101646432,0.55,337683552,1.81,-236037120,-1.27,80560640,0.43,-182141696,-0.98
BK1040,中药,1511.56,1.98,99198880,1.0,87003392,0.88,12195488,0.12,-83279280,-0.84,-16442224,-0.17
BK0420,航空机场,4698.03,1.75,95707363,4.01,23380419,0.98,72326944,3.03,26806464,1.12,-122513824,-5.14
BK0440,家用轻工,34114.1,3.81,80733304,4.3,95459064,5.08,-14725760,-0.78,-72953568,-3.89,-7779744,-0.41000000000000003
BK0482,商业百货,14008.97,2.09,78917264,1.69,47128752,1.01,31788512,0.68,-138800496,-2.98,59883232,1.29
BK0731,化肥行业,1194.59,2.12,76714704,3.08,15856848,0.64,60857856,2.44,2001600,0.08,-78716320,-3.16
BK1018,橡胶制品,1013.85,2.05,65432776,2.88,77065512,3.4,-11632736,-0.51,-44294848,-1.9500000000000002,-21427440,-0.9400000000000001
BK1045,房地产服务,892.62,3.84,55267089,4.5,39796453,3.24,15470636,1.26,-536000,-0.04,-54731088,-4.46
BK1039,电子化学品,1411.59,1.47,49782234,1.71,21716778,0.75,28065456,0.96,-53282288,-1.83,3500048,0.12
BK0474,保险,1037.3,1.74,48710240,1.16,56293776,1.34,-7583536,-0.18,-161747056,-3.85,113036816,2.69
BK1016,汽车服务,990.62,1.5899999999999999,39951993,2.81,66578873,4.67,-26626880,-1.87,-44590608,-3.13,4559136,0.32
BK1044,生物制品,843.84,1.38,36844096,0.77,-8886592,-0.19,45730688,0.9500000000000001,-84206768,-1.76,41676704,0.87
BK0437,煤炭行业,9011.99,2.14,24599072,0.49,51896400,1.04,-27297328,-0.55,-65024704,-1.31,40425632,0.81
BK0733,包装材料,895.79,3.04,24112836,1.48,60155268,3.7,-36042432,-2.22,-49647792,-3.06,25603504,1.58
BK0546,玻璃玻纤,36138.34,1.77,23592571,1.07,7709147,0.35000000000000003,15883424,0.72,118213808,5.36,-141957136,-6.43
BK0738,多元金融,501.42,2.22,20791833,0.85,13639273,0.56,7152560,0.29,-15156416,-0.62,-5635424,-0.23
BK0457,电网设备,22382.33,2.01,18410912,0.13,85682960,0.58,-67272048,-0.46,37916416,0.26,-60694272,-0.41000000000000003
BK0464,石油行业,4876.44,3.04,17358208,0.37,43438784,0.91,-26080576,-0.55,64910960,1.37,-82269152,-1.73
BK1034,电源设备,1977.77,2.8,17056336,0.31,-16116160,-0.30000000000000004,33172496,0.61,-1849264,-0.03,-15207088,-0.28
