代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0473,证券,136883.45,1.51,1766881792,2.63,1989291520,2.9699999999999998,-222409728,-0.33,129459712,0.19,-1896341760,-2.83
BK0451,房地产开发,13794.17,2.04,1618355728,7.09,1251791376,5.48,366564352,1.6099999999999999,-559941376,-2.45,-1058414336,-4.64
BK1033,电池,1041.88,-0.01,470688480,4.19,671336432,5.97,-200647952,-1.79,-177674336,-1.58,-297132256,-2.64
BK0476,装修建材,14029.13,0.73,173370608,2.94,100538448,1.71,72832160,1.24,156895216,2.66,-330265824,-5.6
BK1019,化学原料,772.92,-0.46,126666621,3.15,179119533,4.46,-52452912,-1.31,-77925440,-1.94,-53044480,-1.32
BK0733,包装材料,913.5,-0.36,120362659,6.31,175459779,9.2,-55097120,-2.89,-74400016,-3.9,-46018560,-2.41
BK1041,医疗器械,845.63,0.0,113570800,0.8300000000000001,84438960,0.62,29131840,0.21,16398848,0.12,-131163136,-0.96
BK1045,房地产服务,1039.06,1.51,101206079,3.1,77228847,2.36,23977232,0.73,-88520272,-2.71,-12685808,-0.39
BK0726,工程咨询服务,631.24,1.51,40225391,0.91,40427679,0.92,-202288,0.0,-18869552,-0.43,-21031168,-0.48
BK0424,水泥建材,26187.39,-0.01,23011567,1.12,18866351,0.92,4145216,0.2,-29880432,-1.45,6868864,0.33
BK1018,橡胶制品,1024.44,-1.02,11727890,0.8200000000000001,-6105016,-0.43,17832906,1.25,-49403888,-3.47,37862912,2.66
BK1016,汽车服务,976.79,-1.06,2802595,0.4,4737303,0.68,-1934708,-0.28,-13756430,-1.97,10869923,1.55
BK1043,专业服务,995.66,-0.19,-3316180,-0.15,-32388884,-1.49,29072704,1.33,-39069200,-1.79,41333696,1.9
