代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1027,小金属,1699.11,1.65,400467664,4.06,330484416,3.35,69983248,0.71,-75432416,-0.76,-325035232,-3.29
BK1046,游戏,1279.49,2.11,369388672,1.9500000000000002,273350784,1.44,96037888,0.51,-40651008,-0.21,-328737536,-1.74
BK0433,农牧饲渔,14276.14,1.31,196954944,1.46,118036160,0.87,78918784,0.58,67218688,0.5,-254330880,-1.88
BK0473,证券,140642.27,1.3900000000000001,94638336,0.12,-434905856,-0.5700000000000001,529544192,0.6900000000000001,-1537398016,-2.01,1442759424,1.88
BK0732,贵金属,976.22,0.39,88324096,2.61,37857600,1.12,50466496,1.49,62388464,1.8399999999999999,-150712560,-4.45
BK0733,包装材料,929.81,0.02,-3076626,-0.21,99874992,6.67,-102951618,-6.87,-2431808,-0.16,5467680,0.37
BK0486,文化传媒,9217.53,1.96,-11700528,-0.03,416491984,1.23,-428192512,-1.27,-331211520,-0.98,343065344,1.01
BK0421,铁路公路,6588.98,-0.86,-33485640,-2.36,-10846838,-0.76,-22638802,-1.6,24638928,1.74,8846704,0.62
BK1037,消费电子,1091.6,0.34,-39370240,-0.23,144786656,0.8300000000000001,-184156896,-1.05,-72300288,-0.41000000000000003,109330944,0.63
BK1043,专业服务,1011.25,-0.30000000000000004,-55787008,-2.14,-37022816,-1.42,-18764192,-0.72,8578848,0.33,46445888,1.79
BK1028,燃气,1375.33,-0.6900000000000001,-58392454,-5.12,-19870324,-1.74,-38522130,-3.38,8332448,0.73,49991664,4.38
BK1016,汽车服务,1028.04,-0.8300000000000001,-63508926,-6.89,-58760159,-6.37,-4748767,-0.51,26701970,2.9,36493936,3.96
BK0440,家用轻工,34837.08,-0.78,-69008603,-4.47,-13505322,-0.87,-55503281,-3.59,-4414032,-0.29,73422624,4.75
BK1030,电机,1639.33,-0.23,-69733293,-2.18,-91287741,-2.85,21554448,0.67,15736384,0.49,59482544,1.8599999999999999
BK1018,橡胶制品,1068.27,-0.15,-74849464,-2.87,10754344,0.41000000000000003,-85603808,-3.2800000000000002,58546912,2.24,16460208,0.63
BK0546,玻璃玻纤,36863.73,-0.97,-86616258,-3.91,-41141298,-1.8599999999999999,-45474960,-2.05,-14161936,-0.64,100656304,4.54
BK0734,珠宝首饰,426.3,-0.75,-90838200,-10.07,-19233806,-2.13,-71604394,-7.94,24664299,2.73,66173904,7.34
BK0464,石油行业,5018.44,-0.15,-97369696,-3.2,-77813872,-2.56,-19555824,-0.64,16632432,0.55,80737264,2.65
BK0730,农药兽药,1056.98,-0.92,-105600769,-4.58,-72034369,-3.12,-33566400,-1.46,59022400,2.56,46333888,2.01
BK0429,交运设备,7804.66,0.47000000000000003,-109252285,-3.42,-52439741,-1.6400000000000001,-56812544,-1.78,68193392,2.13,40749456,1.27
BK0427,公用事业,8019.91,-0.8200000000000001,-112366056,-7.94,-31414373,-2.22,-80951683,-5.72,5759888,0.41000000000000003,106606160,7.53
BK0458,仪器仪表,12316.93,-0.61,-117524043,-3.22,-58635627,-1.6,-58888416,-1.6099999999999999,80711680,2.21,35174080,0.96
BK0725,装修装饰,460.98,-0.84,-119947488,-3.75,42267424,1.32,-162214912,-5.07,-103545504,-3.24,223485248,6.98
BK0450,航运港口,9018.95,-0.97,-124406056,-4.8,-70657448,-2.7199999999999998,-53748608,-2.07,-23362144,-0.9,146931920,5.66
BK1020,非金属材料,999.96,-0.32,-135843708,-4.22,-70192796,-2.18,-65650912,-2.04,-36301728,-1.13,168379488,5.23
BK0740,教育,670.76,0.01,-139678317,-9.88,-58727853,-4.15,-80950464,-5.73,30629552,2.17,109048768,7.71
BK0420,航空机场,4803.2,-0.42,-141684616,-6.52,-74463640,-3.43,-67220976,-3.09,30407136,1.4,111277488,5.12
BK0437,煤炭行业,9479.83,-0.76,-142328054,-3.96,-93318150,-2.6,-49009904,-1.3599999999999999,43284560,1.2,99043472,2.75
BK1039,电子化学品,1386.06,-1.17,-148054956,-8.87,-49035548,-2.94,-99019408,-5.93,12386080,0.74,135668880,8.13
