代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0473,证券,128280.53,7.27,12693759232,16.18,11232437760,14.32,1461321472,1.8599999999999999,-4882507520,-6.22,-7811251968,-9.96
BK0447,互联网服务,19858.28,0.8,2730115072,6.21,3112932864,7.08,-382817792,-0.87,-1732058880,-3.94,-998929408,-2.27
BK1029,汽车整车,1362.05,3.5300000000000002,2453157744,9.05,1898463600,7.01,554694144,2.05,-884939520,-3.27,-1568217856,-5.79
BK0475,银行,3025.48,3.3,2130092032,7.45,1860595712,6.5,269496320,0.9400000000000001,-858753792,-3.0,-1271337984,-4.44
BK0474,保险,1192.32,5.23,1506077840,10.37,939326048,6.47,566751792,3.9,-331158784,-2.2800000000000002,-1174919152,-8.09
BK0477,酿酒行业,64638.71,1.67,1075257600,3.48,735409664,2.38,339847936,1.1,-432325120,-1.4,-642932736,-2.08
BK0738,多元金融,558.86,4.55,796416352,10.0,649345184,8.16,147071168,1.85,-172382064,-2.17,-624034288,-7.84
BK0735,计算机设备,994.45,1.03,580045440,3.41,946364160,5.5600000000000005,-366318720,-2.15,-437625600,-2.5700000000000003,-142105088,-0.8300000000000001
BK0737,软件开发,846.22,1.43,533388304,1.28,871030288,2.09,-337641984,-0.81,-727550464,-1.75,204277504,0.49
BK1031,光伏设备,1619.48,0.75,512305696,3.03,392555968,2.33,119749728,0.71,-222302976,-1.32,-289001728,-1.71
BK0425,工程建设,21864.51,0.66,472822224,3.0,463318816,2.94,9503408,0.06,-464228096,-2.94,-8146432,-0.05
BK0476,装修建材,14641.69,2.67,456653296,3.88,449594176,3.8200000000000003,7059120,0.06,-141442624,-1.2,-315210816,-2.68
BK1045,房地产服务,1089.81,1.8599999999999999,404295712,6.04,318782448,4.77,85513264,1.28,-262690464,-3.93,-141605232,-2.12
BK0436,纺织服装,10819.5,2.32,330909488,3.62,363264192,3.9699999999999998,-32354704,-0.35000000000000003,-162222432,-1.77,-168467872,-1.8399999999999999
BK0456,家电行业,16655.56,1.3,304481696,2.31,174252240,1.32,130229456,0.99,-119903232,-0.91,-185028352,-1.4
BK0482,商业百货,15673.35,1.72,277449120,2.79,379609616,3.81,-102160496,-1.03,-219618272,-2.21,-57830848,-0.58
