代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1036,半导体,1381.75,3.09,2251641344,4.36,1549416192,3.0,702225152,1.3599999999999999,-680831232,-1.32,-1568830208,-3.04
BK0486,文化传媒,9197.21,3.44,2078284544,5.53,1913097984,5.09,165186560,0.44,-801718016,-2.13,-1277000704,-3.4
BK0477,酿酒行业,61996.09,2.36,2053981376,7.92,1268715200,4.89,785266176,3.03,-584217344,-2.25,-1469763840,-5.66
BK1037,消费电子,1141.36,2.18,1421960256,5.5600000000000005,1230095680,4.8100000000000005,191864576,0.75,-511457536,-2.0,-910635776,-3.56
BK0473,证券,115297.58,1.76,1040657744,6.76,406152624,2.64,634505120,4.12,-439116544,-2.85,-601541184,-3.91
BK0459,电子元件,19737.81,2.52,712814080,2.11,698726144,2.07,14087936,0.04,-180962304,-0.54,-533903104,-1.58
BK0447,互联网服务,20208.6,1.33,650530240,1.82,638382272,1.79,12147968,0.03,-611746048,-1.72,-38632192,-0.11
BK0727,医疗服务,1218.05,2.69,576966512,5.12,380521376,3.38,196445136,1.74,1216336,0.01,-578182832,-5.13
BK0474,保险,1099.45,2.38,569420816,9.79,439928400,7.5600000000000005,129492416,2.23,-244594848,-4.2,-324825952,-5.58
BK1033,电池,1130.54,0.65,432294480,2.62,301111888,1.83,131182592,0.8,-215824384,-1.31,-215901168,-1.31
BK0464,石油行业,5060.16,1.08,252229296,5.06,78859280,1.58,173370016,3.48,-121962912,-2.45,-130266400,-2.61
BK0740,教育,677.05,0.77,250095343,7.9,327310927,10.34,-77215584,-2.44,-108501840,-3.43,-141593504,-4.47
BK0478,有色金属,14675.14,0.97,202460288,1.35,160870768,1.07,41589520,0.28,-141683456,-0.9500000000000001,-60281600,-0.4
BK1041,医疗器械,882.83,1.2,172947584,2.2,51577216,0.66,121370368,1.54,-295159280,-3.75,132079504,1.6800000000000002
BK1044,生物制品,861.26,1.28,164060544,2.43,122086032,1.81,41974512,0.62,-175673600,-2.61,12085216,0.18
BK0484,贸易行业,8535.25,2.23,132950656,2.7199999999999998,127461632,2.61,5489024,0.11,-98955008,-2.02,-33634672,-0.6900000000000001
BK0422,物流行业,5965.85,0.8300000000000001,104790256,2.38,51616320,1.17,53173936,1.21,-189511440,-4.31,84707696,1.9300000000000002
BK1020,非金属材料,1022.45,1.44,100988272,2.51,-30563760,-0.76,131552032,3.2800000000000002,-31453744,-0.78,-70382704,-1.75
BK1039,电子化学品,1450.94,1.69,99706598,2.89,50991638,1.48,48714960,1.4100000000000001,-23776880,-0.6900000000000001,-75929712,-2.2
BK1032,风电设备,1199.06,1.3599999999999999,90272086,2.42,80158022,2.15,10114064,0.27,25170752,0.67,-115442848,-3.09
BK0738,多元金融,520.57,1.25,77502022,3.2,105870838,4.37,-28368816,-1.17,-103992192,-4.29,26490176,1.09
BK0425,工程建设,21028.95,1.08,70324928,0.66,194306672,1.82,-123981744,-1.16,-186685360,-1.75,116441152,1.09
BK0450,航运港口,8877.97,1.18,60299058,1.82,75587138,2.2800000000000002,-15288080,-0.46,-35556448,-1.07,-24807440,-0.75
BK0734,珠宝首饰,439.45,0.8200000000000001,48257571,3.7199999999999998,18122147,1.4,30135424,2.32,7386208,0.5700000000000001,-55643760,-4.29
BK1027,小金属,1739.97,0.93,48015616,0.38,-3550336,-0.03,51565952,0.41000000000000003,-155496944,-1.23,107481392,0.85
BK0438,食品饮料,24048.07,1.02,43752224,0.45,-9662048,-0.1,53414272,0.55,-200828160,-2.05,159048208,1.62
BK0458,仪器仪表,12745.07,0.93,14076489,0.30000000000000004,-3515975,-0.07,17592464,0.37,-10796528,-0.23,-3640928,-0.08
BK0726,工程咨询服务,607.19,1.04,11395640,0.45,29778536,1.19,-18382896,-0.73,-7235696,-0.29,-8580752,-0.34
BK0475,银行,2838.96,1.33,10946112,0.08,301838368,2.19,-290892256,-2.11,-344680576,-2.5,333734464,2.42
BK0546,玻璃玻纤,36562.5,0.81,4862111,0.2,-42998801,-1.78,47860912,1.98,-47018208,-1.9500000000000002,40880240,1.69
BK0440,家用轻工,34636.21,0.75,-1029074,-0.06,35009518,1.9,-36038592,-1.96,-2377648,-0.13,3406736,0.18
BK0427,公用事业,8154.33,0.37,-3492071,-0.1,63752201,1.81,-67244272,-1.9100000000000001,-147302224,-4.19,150794288,4.29
BK1035,美容护理,837.25,1.03,-10160169,-0.34,1228359,0.04,-11388528,-0.39,30972096,1.05,-20811936,-0.71
BK1031,光伏设备,1748.41,0.53,-10705824,-0.04,-73372320,-0.26,62666496,0.22,-100552704,-0.36,111599616,0.4
BK0476,装修建材,13446.14,0.73,-12123336,-0.28,11263192,0.26,-23386528,-0.53,-67499024,-1.54,79622368,1.82
BK0421,铁路公路,6456.02,1.32,-15414246,-1.27,12696523,1.05,-28110769,-2.32,-46999056,-3.87,62413312,5.14
BK1043,专业服务,1004.11,0.9400000000000001,-18683530,-0.92,-25485434,-1.25,6801904,0.33,-47339824,-2.33,66491152,3.27
BK0538,化学制品,22731.42,1.0,-21694560,-0.14,267521408,1.73,-289215968,-1.87,-98747392,-0.64,136605696,0.88
BK1045,房地产服务,908.14,0.51,-26609599,-3.77,-5255041,-0.75,-21354558,-3.03,-5994307,-0.85,32603901,4.62
BK0725,装修装饰,443.37,0.78,-29568570,-1.63,-17846570,-0.98,-11722000,-0.65,18047728,1.0,12036288,0.66
BK0480,航天航空,40519.35,0.19,-41060976,-0.79,-30898976,-0.6000000000000001,-10162000,-0.2,7647344,0.15,33707744,0.65
BK0424,水泥建材,25022.79,0.36,-43260764,-2.7199999999999998,-20394028,-1.28,-22866736,-1.44,-20810032,-1.31,64070816,4.03
BK0471,化纤行业,13396.01,0.64,-45742304,-1.16,-49848032,-1.26,4105728,0.1,-101899568,-2.58,148609552,3.77
BK1042,医药商业,1081.61,0.96,-50703214,-2.14,-5900446,-0.25,-44802768,-1.8900000000000001,-93902864,-3.9699999999999998,144606096,6.11
BK0482,商业百货,14579.82,0.84,-51470064,-1.03,23120448,0.46,-74590512,-1.5,-152916512,-3.07,204386592,4.1
BK1028,燃气,1388.05,0.6000000000000001,-54051102,-3.8200000000000003,-27857948,-1.97,-26193154,-1.85,-32508560,-2.3,86761808,6.13
BK0739,工程机械,1125.39,0.35000000000000003,-59132458,-1.76,-46690602,-1.3900000000000001,-12441856,-0.37,-34802944,-1.04,93623168,2.79
BK0730,农药兽药,1080.01,0.55,-60267370,-2.26,-6066170,-0.23,-54201200,-2.03,11592048,0.43,48758720,1.83
BK0436,纺织服装,10460.67,0.39,-61269965,-1.56,-28585341,-0.73,-32684624,-0.8300000000000001,-147737168,-3.75,208957472,5.31
BK0731,化肥行业,1246.51,1.13,-65619609,-2.03,-194649,-0.01,-65424960,-2.02,-63386672,-1.96,129006272,3.99
BK1017,采掘行业,1045.66,1.33,-69328633,-3.92,-32787961,-1.8599999999999999,-36540672,-2.07,-34631424,-1.96,103960048,5.88
BK0470,造纸印刷,8170.79,0.9400000000000001,-70336816,-1.4100000000000001,-93605456,-1.88,23268640,0.47000000000000003,-72680736,-1.46,143882976,2.89
BK0733,包装材料,914.93,0.8,-70790956,-5.4,-27571528,-2.1,-43219428,-3.3,4753008,0.36,66051024,5.04
BK1046,游戏,1316.53,1.94,-71357856,-0.42,228437104,1.35,-299794960,-1.77,-411084544,-2.43,482442496,2.86
BK1030,电机,1792.43,0.85,-79111024,-1.22,-75871088,-1.17,-3239936,-0.05,72150544,1.11,24087552,0.37
BK0732,贵金属,938.11,3.04,-93945232,-1.1400000000000001,64950352,0.79,-158895584,-1.9300000000000002,-150550784,-1.83,244496000,2.9699999999999998
BK0429,交运设备,7945.69,0.12,-114011061,-2.5300000000000002,-40486309,-0.9,-73524752,-1.63,-62143824,-1.38,175503360,3.89
BK0539,综合行业,8508.75,0.16,-123718997,-10.21,-72889239,-6.02,-50829758,-4.2,14965920,1.24,108753072,8.98
BK0729,船舶制造,891.41,0.97,-130217280,-1.9300000000000002,-109111952,-1.62,-21105328,-0.31,6627984,0.1,123589296,1.83
BK0728,环保行业,400.45,0.52,-138872962,-2.64,14250110,0.27,-153123072,-2.91,-18720624,-0.36,157602928,3.0
BK0448,通信设备,11875.13,1.45,-152226304,-0.34,332432384,0.74,-484658688,-1.09,-484823808,-1.09,637731328,1.43
BK1016,汽车服务,1062.04,-0.49,-170161126,-10.35,-102423830,-6.23,-67737296,-4.12,34627600,2.11,135399568,8.24
BK0420,航空机场,4742.1,0.18,-177892864,-6.51,-165625040,-6.06,-12267824,-0.45,34877920,1.28,143014944,5.23
BK0485,旅游酒店,15700.7,-0.63,-180480832,-2.38,21286992,0.28,-201767824,-2.66,66580624,0.88,113900208,1.5
BK0454,塑料制品,10821.79,0.58,-188458460,-4.41,-43372716,-1.01,-145085744,-3.39,-76321472,-1.79,266225472,6.23
BK1018,橡胶制品,1072.17,0.30000000000000004,-200581190,-4.82,-95882134,-2.3,-104699056,-2.52,-6359072,-0.15,208671328,5.01
BK0735,计算机设备,1029.15,1.19,-214878368,-1.02,-86366880,-0.41000000000000003,-128511488,-0.61,32360960,0.15,182176256,0.87
BK0479,钢铁行业,6984.3,0.81,-223292944,-6.15,-99672400,-2.75,-123620544,-3.41,-62519984,-1.72,285713472,7.87
BK1019,化学原料,792.38,0.53,-225430928,-4.11,-21582208,-0.39,-203848720,-3.71,-109920016,-2.0,334558800,6.09
BK0451,房地产开发,12104.72,0.61,-226405712,-2.55,-26882464,-0.30000000000000004,-199523248,-2.25,-179465712,-2.02,405871408,4.57
BK0465,化学制药,27930.97,0.68,-234585664,-2.31,-166766896,-1.6400000000000001,-67818768,-0.67,93576176,0.92,142563856,1.4100000000000001
BK0456,家电行业,16765.13,0.36,-251445648,-1.9100000000000001,-124616912,-0.9500000000000001,-126828736,-0.96,-208150272,-1.58,460098208,3.49
BK0437,煤炭行业,9527.12,0.44,-272227712,-6.0,-174362960,-3.84,-97864752,-2.16,-63441184,-1.4,335668896,7.39
BK1015,能源金属,586.82,1.1,-294610096,-5.84,-17798848,-0.35000000000000003,-276811248,-5.49,78650176,1.56,215959904,4.28
BK1034,电源设备,2046.62,0.49,-294930582,-5.27,-220231830,-3.93,-74698752,-1.33,56295376,1.01,238635216,4.26
BK1038,光学光电子,1231.72,1.62,-311761136,-1.63,63572608,0.33,-375333744,-1.96,-182507520,-0.9500000000000001,494019584,2.58
BK0433,农牧饲渔,13858.48,0.6900000000000001,-333205840,-4.32,-148391744,-1.92,-184814096,-2.39,-61703472,-0.8,393525344,5.1
BK0910,专用设备,2238.84,0.89,-433324208,-1.6,-58443440,-0.22,-374880768,-1.38,-6314752,-0.02,438733824,1.62
BK0737,软件开发,854.17,1.57,-467176192,-1.03,490700288,1.08,-957876480,-2.11,-550395904,-1.21,1016012032,2.24
BK0736,通信服务,947.34,1.52,-472321280,-5.93,-283996896,-3.56,-188324384,-2.36,287855440,3.61,184465824,2.31
BK1040,中药,1504.72,0.53,-476324048,-4.75,-218584992,-2.18,-257739056,-2.5700000000000003,24826192,0.25,451358704,4.5
BK1029,汽车整车,1302.79,-1.67,-611406032,-3.7,-343098944,-2.07,-268307088,-1.62,-223195904,-1.35,834602080,5.05
BK0457,电网设备,23442.37,0.71,-658168752,-3.08,-314615216,-1.47,-343553536,-1.6099999999999999,107688192,0.5,549767168,2.5700000000000003
BK0428,电力行业,16749.05,-0.02,-747201104,-4.35,-315304880,-1.8399999999999999,-431896224,-2.52,-396708608,-2.31,1143909632,6.67
BK0545,通用设备,27433.68,0.49,-946666704,-4.19,-488789712,-2.16,-457876992,-2.03,3769856,0.02,956310272,4.24
BK0481,汽车零部件,30361.19,-1.1,-2579855472,-5.63,-970763888,-2.12,-1609091584,-3.51,-115454720,-0.25,2666673920,5.82
