代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1029,汽车整车,1413.12,3.75,1569921024,4.8100000000000005,1348765952,4.13,221155072,0.68,-912068352,-2.79,-657852672,-2.01
BK1046,游戏,1250.92,3.66,949661424,5.76,613622512,3.7199999999999998,336038912,2.04,-255545600,-1.55,-694116096,-4.21
BK0451,房地产开发,14183.04,2.94,925168128,2.32,1198602496,3.01,-273434368,-0.6900000000000001,-846711296,-2.13,-78457088,-0.2
BK0486,文化传媒,9056.3,2.19,643453328,2.36,433773456,1.5899999999999999,209679872,0.77,-277902080,-1.02,-364373760,-1.33
BK0482,商业百货,16297.27,3.98,528790816,3.5300000000000002,565005488,3.77,-36214672,-0.24,-299750912,-2.0,-229040128,-1.53
BK0433,农牧饲渔,14362.44,2.81,480926000,2.83,380881952,2.24,100044048,0.59,-190422784,-1.12,-279441408,-1.6400000000000001
BK0729,船舶制造,895.75,2.43,318144992,3.88,345615120,4.21,-27470128,-0.34,-100825184,-1.23,-217319824,-2.65
BK0425,工程建设,22316.65,2.07,312345296,1.4100000000000001,244745936,1.11,67599360,0.31,-237412352,-1.07,-74530048,-0.34
BK0726,工程咨询服务,686.7,3.0,261937424,2.7,206621808,2.13,55315616,0.5700000000000001,-180370384,-1.8599999999999999,-79326208,-0.8200000000000001
BK1034,电源设备,1926.64,1.92,229064816,5.34,188318112,4.39,40746704,0.9500000000000001,-64930944,-1.51,-164133872,-3.8200000000000003
BK0476,装修建材,14839.81,1.35,200947168,1.44,-11144752,-0.08,212091920,1.52,-230151680,-1.65,29204480,0.21
BK0470,造纸印刷,8461.65,1.01,192485264,5.04,279639200,7.32,-87153936,-2.2800000000000002,-68720896,-1.8,-123711264,-3.24
BK0727,医疗服务,1221.12,0.31,144339488,1.11,42808496,0.33,101530992,0.78,-10368512,-0.08,-133970976,-1.03
BK1027,小金属,1675.04,0.7000000000000001,130524784,1.45,75050064,0.8300000000000001,55474720,0.61,-148084896,-1.6400000000000001,17560112,0.19
BK0474,保险,1192.25,-0.01,124994512,0.91,70465456,0.51,54529056,0.4,16818656,0.12,-141813168,-1.04
BK0485,旅游酒店,16365.41,3.31,113145760,0.77,314670736,2.15,-201524976,-1.38,5437952,0.04,-118583520,-0.81
BK0478,有色金属,14804.85,1.26,94409072,0.7000000000000001,13549104,0.1,80859968,0.6000000000000001,-157646656,-1.17,63358672,0.47000000000000003
BK0484,贸易行业,8794.65,1.78,81515584,1.34,145762672,2.4,-64247088,-1.06,-41137024,-0.68,-40198080,-0.66
BK1037,消费电子,1077.26,0.42,71306704,0.43,213270320,1.29,-141963616,-0.86,-184077312,-1.11,111526656,0.67
BK0546,玻璃玻纤,37440.19,0.9500000000000001,58773290,1.8,24366858,0.74,34406432,1.05,-38729632,-1.18,-20214656,-0.62
BK0740,教育,678.86,1.74,47264531,2.16,24181747,1.11,23082784,1.06,-11058944,-0.51,-36205584,-1.6600000000000001
