代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1036,半导体,1230.8,1.4,535916992,1.05,111177664,0.22,424739328,0.8300000000000001,-268340736,-0.53,-268529664,-0.53
BK1040,中药,1481.67,1.6800000000000002,349398000,3.2800000000000002,281046768,2.64,68351232,0.64,-42045600,-0.4,-307645824,-2.89
BK1039,电子化学品,1409.28,3.59,317004384,4.19,415270176,5.49,-98265792,-1.3,-156702272,-2.07,-160302096,-2.12
BK0739,工程机械,1071.08,-0.5,137189544,3.18,79267544,1.8399999999999999,57922000,1.34,-87597904,-2.03,-52193088,-1.21
BK1032,风电设备,1071.25,-0.81,69716560,2.63,17285408,0.65,52431152,1.97,-51535904,-1.94,-18180640,-0.68
BK0421,铁路公路,6379.05,-0.67,33045384,2.0,324154,0.02,32721230,1.98,68359920,4.13,-101405296,-6.13
BK0425,工程建设,20535.99,-0.8200000000000001,21580176,0.19,343789376,3.03,-322209200,-2.84,-235559328,-2.08,213755456,1.8900000000000001
BK1018,橡胶制品,1038.36,0.08,16176754,0.5,-3394094,-0.11,19570848,0.61,-56744064,-1.76,48652848,1.51
BK0474,保险,1116.54,-0.67,5845856,0.1,90070720,1.58,-84224864,-1.47,160833440,2.81,-166679280,-2.92
BK0733,包装材料,916.0,0.19,5756689,0.25,66085873,2.8200000000000003,-60329184,-2.5700000000000003,-42418768,-1.81,37215456,1.5899999999999999
BK1042,医药商业,1094.53,1.34,-1544501,-0.03,14273755,0.26,-15818256,-0.29,-53956528,-0.97,55501040,1.0
BK0546,玻璃玻纤,35117.77,-0.88,-5410260,-0.21,-15364132,-0.58,9953872,0.38,15724768,0.6000000000000001,-10506416,-0.4
BK0420,航空机场,4419.6,-0.53,-6219658,-0.24,-6454730,-0.24,235072,0.01,60767680,2.3,-54548032,-2.07
BK0471,化纤行业,12880.96,-0.86,-15957131,-0.72,-10999611,-0.49,-4957520,-0.22,-6291216,-0.28,19909984,0.89
BK1028,燃气,1358.89,-0.61,-18905541,-1.09,-12338913,-0.71,-6566628,-0.38,8275024,0.48,10287072,0.6000000000000001
BK1016,汽车服务,964.92,-1.3599999999999999,-27795118,-2.99,-32395366,-3.48,4600248,0.49,6910832,0.74,20751712,2.23
BK0539,综合行业,8261.57,-1.26,-29074316,-2.24,-29382660,-2.26,308344,0.02,-401664,-0.03,29475968,2.27
BK0424,水泥建材,25196.17,-0.77,-33538508,-1.3,-33362124,-1.29,-176384,-0.01,43635568,1.69,-10097072,-0.39
BK0734,珠宝首饰,416.75,-0.86,-36962969,-4.69,1547963,0.2,-38510932,-4.88,-15873726,-2.01,52836704,6.7
BK1017,采掘行业,1035.56,-0.41000000000000003,-40790232,-3.51,-14703331,-1.26,-26086901,-2.24,5013712,0.43,35776512,3.08
BK0479,钢铁行业,6788.95,-1.19,-50649456,-1.19,-26000992,-0.61,-24648464,-0.58,14083744,0.33,36541072,0.86
BK0456,家电行业,16093.07,-0.15,-51186256,-0.35000000000000003,-89237792,-0.6000000000000001,38051536,0.26,-254061312,-1.71,304796672,2.06
BK0730,农药兽药,1021.48,-0.6000000000000001,-51850436,-3.16,-36358579,-2.22,-15491857,-0.9500000000000001,29232480,1.78,22021456,1.34
BK0440,家用轻工,34106.09,-0.29,-52178310,-3.64,-13253834,-0.93,-38924476,-2.7199999999999998,-6610544,-0.46,58788848,4.11
BK1035,美容护理,848.89,0.15,-58474827,-1.98,-68420587,-2.32,9945760,0.34,78627952,2.66,-20153120,-0.68
BK0427,公用事业,7784.67,-1.79,-59161152,-2.66,-53843984,-2.42,-5317168,-0.24,24765760,1.11,34395376,1.54
BK1030,电机,1586.03,-0.17,-64173427,-2.37,-32397219,-1.2,-31776208,-1.17,32255632,1.19,36461680,1.35
BK1019,化学原料,762.64,-0.7000000000000001,-71350544,-1.28,-288000,-0.01,-71062544,-1.27,-101125248,-1.81,171770880,3.07
BK0454,塑料制品,10429.69,-0.08,-74924745,-2.25,30278167,0.91,-105202912,-3.16,-125575616,-3.77,203927712,6.12
BK0437,煤炭行业,9266.14,-0.88,-83430560,-1.63,-42789296,-0.84,-40641264,-0.79,-62790128,-1.23,146220688,2.86
BK1020,非金属材料,931.12,-0.39,-87080503,-3.63,-55334903,-2.31,-31745600,-1.32,6404048,0.27,83351024,3.47
BK1034,电源设备,1780.87,-1.13,-92467255,-3.42,-49583559,-1.8399999999999999,-42883696,-1.5899999999999999,60238960,2.23,32228304,1.19
BK0725,装修装饰,444.34,-0.97,-95174810,-5.36,-26193644,-1.47,-68981166,-3.88,-38829136,-2.18,132557904,7.46
BK0458,仪器仪表,12125.53,0.12,-109821056,-1.6600000000000001,17703456,0.27,-127524512,-1.9300000000000002,-117711216,-1.78,228996192,3.46
BK0740,教育,667.13,-2.19,-110207618,-5.68,-89338658,-4.6,-20868960,-1.07,4698448,0.24,105509168,5.43
