代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0481,汽车零部件,30203.82,1.53,459587104,1.13,745013280,1.83,-285426176,-0.7000000000000001,-71900672,-0.18,-403587584,-0.99
BK0482,商业百货,14800.58,1.55,164241056,3.07,112288192,2.1,51952864,0.97,-61400800,-1.15,-102840272,-1.92
BK0731,化肥行业,1268.22,2.01,150000080,2.76,132368288,2.44,17631792,0.32,38411856,0.71,-188411920,-3.47
BK0473,证券,114786.79,0.28,149800848,1.92,15295168,0.2,134505680,1.72,-88838752,-1.1400000000000001,-60962096,-0.78
BK0727,医疗服务,1188.85,-0.79,138866272,2.07,-18253184,-0.27,157119456,2.35,-55157056,-0.8200000000000001,-83709216,-1.25
BK0458,仪器仪表,12718.32,-0.17,44938432,0.86,32814176,0.62,12124256,0.23,4378032,0.08,-63975584,-1.22
BK0420,航空机场,4765.16,0.9400000000000001,42454256,1.05,-39763920,-0.99,82218176,2.04,81135088,2.01,-123589360,-3.07
BK1016,汽车服务,1039.27,0.6000000000000001,26914843,2.07,29702347,2.2800000000000002,-2787504,-0.21,15287600,1.17,-42224848,-3.24
BK1030,电机,1758.56,0.23,13584564,0.33,36429268,0.88,-22844704,-0.55,-78671952,-1.8900000000000001,73426272,1.76
BK0480,航天航空,40758.32,0.36,11725760,0.18,-114426208,-1.78,126151968,1.96,25789072,0.4,-41793088,-0.65
BK0739,工程机械,1138.94,0.39,3915923,0.11,-27567181,-0.79,31483104,0.9,26822000,0.77,-35099760,-1.01
BK1042,医药商业,1072.52,-0.18,-18052565,-1.07,-1197266,-0.07,-16855299,-1.0,-29773696,-1.76,47826256,2.83
BK0424,水泥建材,25265.28,0.72,-18865439,-1.18,-33290207,-2.07,14424768,0.9,-27701136,-1.73,46566560,2.9
BK0476,装修建材,13626.46,1.3599999999999999,-24830490,-0.5,-41399130,-0.8300000000000001,16568640,0.33,67833248,1.3599999999999999,-43002752,-0.86
BK1036,半导体,1370.53,0.53,-24860928,-0.05,399350272,0.75,-424211200,-0.79,-68376320,-0.13,102148352,0.19
BK0440,家用轻工,34607.59,-0.16,-24965733,-1.97,-7811178,-0.62,-17154555,-1.3599999999999999,14365168,1.1400000000000001,10600560,0.84
BK0421,铁路公路,6517.29,0.73,-29112372,-2.32,-13635794,-1.08,-15476578,-1.23,-50303600,-4.0,79415968,6.32
BK0546,玻璃玻纤,36384.72,0.64,-34115311,-2.1,7485265,0.46,-41600576,-2.5700000000000003,-14822560,-0.91,48505952,2.99
BK1019,化学原料,796.44,1.06,-34598496,-0.62,1581648,0.03,-36180144,-0.65,62788592,1.13,-32242720,-0.58
BK0732,贵金属,945.0,0.49,-35829376,-0.99,936896,0.03,-36766272,-1.01,17458640,0.48,18370736,0.51
BK1035,美容护理,829.22,0.08,-38188551,-2.16,-49913047,-2.8200000000000003,11724496,0.66,18819520,1.06,19369040,1.09
BK0450,航运港口,8911.34,0.31,-42079584,-1.5,-15140448,-0.54,-26939136,-0.96,-70507568,-2.51,112456448,4.0
BK1033,电池,1109.5,0.21,-45731536,-0.41000000000000003,-68287904,-0.62,22556368,0.2,-129507248,-1.17,170678176,1.54
BK0734,珠宝首饰,434.75,-0.44,-48697345,-5.19,-14600747,-1.56,-34096598,-3.63,-35079184,-3.74,83776512,8.93
BK0733,包装材料,924.65,0.13,-58981516,-3.47,-42368828,-2.49,-16612688,-0.98,39031888,2.3,19939088,1.17
BK1039,电子化学品,1449.92,-0.32,-61255981,-1.97,-25366397,-0.8200000000000001,-35889584,-1.15,15933456,0.51,45322528,1.46
BK1028,燃气,1395.74,0.41000000000000003,-61479647,-4.66,-26233454,-1.99,-35246193,-2.67,6325200,0.48,55077520,4.17
BK1027,小金属,1711.32,1.35,-62545216,-0.79,-29415648,-0.37,-33129568,-0.42,-19572112,-0.25,82117344,1.03
BK0725,装修装饰,446.48,0.67,-66617155,-3.76,-21618883,-1.22,-44998272,-2.54,-11823360,-0.67,78447680,4.43
BK1018,橡胶制品,1091.28,1.29,-68630820,-1.75,14091196,0.36,-82722016,-2.11,100185168,2.55,-35667520,-0.91
BK1045,房地产服务,917.18,0.78,-72757564,-5.62,-56248060,-4.34,-16509504,-1.27,20092784,1.55,52664784,4.07
BK0429,交运设备,7864.69,0.31,-74699398,-2.39,-40677686,-1.3,-34021712,-1.09,65701984,2.1,8864752,0.28
BK0451,房地产开发,12131.14,0.6000000000000001,-75613200,-0.81,-79286592,-0.85,3673392,0.04,-50208560,-0.54,125821760,1.34
BK0738,多元金融,522.4,0.35000000000000003,-75853355,-4.69,-52504043,-3.25,-23349312,-1.44,-4627552,-0.29,80480896,4.98
BK1032,风电设备,1182.35,0.48,-79806427,-2.79,-33800603,-1.18,-46005824,-1.6099999999999999,24952384,0.87,54854032,1.92
BK0485,旅游酒店,15319.74,-0.72,-84847856,-2.07,-55076208,-1.34,-29771648,-0.73,35614608,0.87,49233280,1.2
BK0726,工程咨询服务,608.67,-0.66,-113309968,-5.42,-47346480,-2.26,-65963488,-3.15,9824880,0.47000000000000003,101080016,4.83
BK0427,公用事业,8123.05,0.03,-114712267,-4.16,-29803035,-1.08,-84909232,-3.08,-42053616,-1.53,156765888,5.69
BK1017,采掘行业,1049.45,-0.22,-115571369,-9.7,-62201788,-5.22,-53369581,-4.48,-15150816,-1.27,130722176,10.97
BK1020,非金属材料,1019.12,-0.18,-117149357,-3.55,-60905629,-1.85,-56243728,-1.7000000000000002,62899280,1.9100000000000001,42760864,1.3
BK1043,专业服务,1006.98,0.31,-118514345,-6.08,-22374873,-1.15,-96139472,-4.93,-12607104,-0.65,130749952,6.71
BK0730,农药兽药,1089.24,0.89,-121207112,-3.41,-47870840,-1.35,-73336272,-2.06,54645088,1.54,66611920,1.87
BK0736,通信服务,960.99,-0.76,-123889872,-1.58,-231999280,-2.96,108109408,1.38,-62934128,-0.8,186824016,2.38
BK0740,教育,672.49,-0.59,-124208174,-6.53,-35906846,-1.8900000000000001,-88301328,-4.64,-36849984,-1.94,161058160,8.46
BK0479,钢铁行业,6918.0,0.01,-124665344,-3.09,-178507088,-4.43,53841744,1.34,-18158928,-0.45,142796640,3.54
BK0436,纺织服装,10413.39,0.06,-129934258,-3.44,-29889298,-0.79,-100044960,-2.65,-20462432,-0.54,150463776,3.99
BK1041,医疗器械,865.78,-0.49,-133219488,-2.1,-34191104,-0.54,-99028384,-1.56,-184429072,-2.9,312626704,4.92
BK0539,综合行业,8479.6,-0.14,-145540427,-11.3,-78966836,-6.13,-66573591,-5.17,-4732400,-0.37,150272832,11.66
BK1029,汽车整车,1328.38,2.61,-150920176,-0.8200000000000001,179663632,0.97,-330583808,-1.79,-119485696,-0.65,270405888,1.46
BK0464,石油行业,5088.79,0.27,-151434320,-6.34,-112490848,-4.71,-38943472,-1.63,54579568,2.29,96854736,4.06
BK0484,贸易行业,8498.59,0.07,-157262035,-3.67,-98836003,-2.31,-58426032,-1.3599999999999999,-42814432,-1.0,200243472,4.67
BK0478,有色金属,14606.28,0.67,-157591632,-1.83,-103237328,-1.2,-54354304,-0.63,41765440,0.49,116123040,1.35
BK0471,化纤行业,13454.12,0.21,-159965166,-6.06,-81185358,-3.08,-78779808,-2.98,18521008,0.7000000000000001,140688272,5.33
BK1034,电源设备,1987.6,-0.93,-165638142,-4.04,-66260238,-1.62,-99377904,-2.43,87376608,2.13,78261536,1.9100000000000001
BK0433,农牧饲渔,14016.47,0.75,-171406304,-1.65,36281744,0.35000000000000003,-207688048,-1.99,-42886816,-0.41000000000000003,208505056,2.0
BK1044,生物制品,848.72,-0.18,-173795472,-3.45,-61709216,-1.22,-112086256,-2.22,-42586688,-0.84,214658400,4.26
BK0422,物流行业,5995.68,0.85,-199689694,-4.73,-94773102,-2.25,-104916592,-2.49,-37273360,-0.88,236882560,5.61
BK0456,家电行业,16716.21,0.53,-214878816,-1.67,-165131024,-1.28,-49747792,-0.39,116537344,0.91,97757952,0.76
