代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0485,旅游酒店,15405.29,0.7000000000000001,470800272,7.21,477994304,7.32,-7194032,-0.11,-172227696,-2.64,-298572576,-4.57
BK1015,能源金属,580.06,1.75,418487152,5.61,199092912,2.67,219394240,2.94,-91546608,-1.23,-326940528,-4.38
BK0731,化肥行业,1284.15,1.11,398624848,5.51,193491152,2.68,205133696,2.84,-173563920,-2.4,-225060928,-3.11
BK0476,装修建材,13825.69,0.02,312669248,3.92,306124464,3.84,6544784,0.08,-212109424,-2.66,-100559824,-1.26
BK0477,酿酒行业,60236.6,-0.28,262108832,1.8599999999999999,294642448,2.09,-32533616,-0.23,-351814144,-2.49,89705296,0.64
BK0437,煤炭行业,9503.36,0.15,219122944,4.94,39188544,0.88,179934400,4.06,-125164672,-2.8200000000000003,-93958256,-2.12
BK0482,商业百货,15281.49,1.81,208462256,1.88,262674592,2.37,-54212336,-0.49,-84859920,-0.77,-123602336,-1.12
BK1033,电池,1108.27,0.14,208356176,1.52,-60105600,-0.44,268461776,1.96,-169872384,-1.24,-41851728,-0.31
BK0478,有色金属,14440.03,-0.71,193652112,1.87,149420800,1.44,44231312,0.43,-255058144,-2.46,60035968,0.58
BK0451,房地产开发,12351.8,0.38,183196816,1.47,247353632,1.99,-64156816,-0.52,-393239424,-3.16,210042608,1.69
BK0740,教育,688.63,1.02,97217541,3.3,48454901,1.65,48762640,1.6600000000000001,-5388352,-0.18,-91829184,-3.12
BK0436,纺织服装,10515.53,0.4,85901600,1.6099999999999999,42004816,0.79,43896784,0.8200000000000001,30270208,0.5700000000000001,-116050368,-2.18
BK1032,风电设备,1164.48,-0.47000000000000003,85496716,3.37,37676156,1.48,47820560,1.88,-18850512,-0.74,-66646208,-2.62
BK0546,玻璃玻纤,36297.11,-0.41000000000000003,21209543,0.91,-28330809,-1.22,49540352,2.13,-74308816,-3.2,51451120,2.21
BK0730,农药兽药,1085.38,-0.21,16069565,0.45,49409133,1.38,-33339568,-0.93,-80285360,-2.25,64263488,1.8
BK1035,美容护理,834.24,0.25,13246330,0.65,45658,0.0,13200672,0.65,-13291184,-0.65,44848,0.0
BK0727,医疗服务,1179.91,-0.44,10874064,0.18,-51160256,-0.87,62034320,1.05,34467504,0.59,-45341568,-0.77
BK0440,家用轻工,34718.61,-0.29,2065639,0.13,-10527725,-0.66,12593364,0.79,32058432,2.02,-34124064,-2.15
BK1019,化学原料,791.59,-0.36,-22007936,-0.33,1306368,0.02,-23314304,-0.35000000000000003,-84089952,-1.26,101797824,1.53
BK0424,水泥建材,25430.97,-0.19,-27910181,-1.04,-38838581,-1.44,10928400,0.41000000000000003,-47861136,-1.78,75771296,2.81
BK1045,房地产服务,943.99,1.34,-32130313,-1.28,-24690121,-0.99,-7440192,-0.30000000000000004,-34777456,-1.3900000000000001,66907776,2.67
BK1042,医药商业,1069.8,-0.28,-49613571,-2.7,-26059219,-1.42,-23554352,-1.28,-457344,-0.02,50070912,2.73
BK0421,铁路公路,6487.19,-1.02,-54127071,-4.28,-28469342,-2.25,-25657729,-2.03,16671488,1.32,37455584,2.96
BK1041,医疗器械,857.09,-0.37,-59613992,-1.0,21531272,0.36,-81145264,-1.3599999999999999,-201299744,-3.38,260525264,4.38
BK1028,燃气,1380.25,-1.06,-62594610,-4.79,-7574430,-0.58,-55020180,-4.21,10809136,0.8300000000000001,51613056,3.95
BK0733,包装材料,921.77,-0.98,-64053074,-3.12,-36487826,-1.78,-27565248,-1.34,4582656,0.22,59365264,2.89
BK0734,珠宝首饰,441.0,-0.68,-73539136,-6.09,-18625479,-1.54,-54913657,-4.55,6643264,0.55,66895856,5.54
BK0484,贸易行业,8471.2,-0.7000000000000001,-75813008,-1.73,81416752,1.8599999999999999,-157229760,-3.6,-117830800,-2.69,193025536,4.41
BK0726,工程咨询服务,612.79,-1.15,-78955100,-2.63,-13421964,-0.45,-65533136,-2.18,21531568,0.72,55097568,1.8399999999999999
BK0479,钢铁行业,6901.44,-0.31,-81348272,-2.34,41883136,1.21,-123231408,-3.55,-32084960,-0.92,111326784,3.21
BK1043,专业服务,994.98,-0.85,-87317721,-3.9,-62295561,-2.7800000000000002,-25022160,-1.12,-320720,-0.01,87215424,3.89
BK0539,综合行业,8382.36,-1.13,-87682397,-8.21,-34957983,-3.27,-52724414,-4.94,-21056368,-1.97,108738768,10.18
BK1031,光伏设备,1642.7,-0.89,-89816464,-0.45,115238256,0.58,-205054720,-1.03,-30304768,-0.15,119098112,0.6000000000000001
BK0738,多元金融,523.74,-0.13,-98396934,-4.7,-36392742,-1.74,-62004192,-2.96,-20473872,-0.98,118870816,5.67
BK0420,航空机场,4699.08,-0.78,-118487968,-4.61,-70756624,-2.75,-47731344,-1.8599999999999999,-8892480,-0.35000000000000003,127380432,4.96
BK1018,橡胶制品,1074.84,-0.98,-120605167,-4.39,-77152511,-2.81,-43452656,-1.58,-42470336,-1.55,163150704,5.94
BK1044,生物制品,834.22,-1.02,-126250341,-2.51,-94199701,-1.88,-32050640,-0.64,-25602432,-0.51,157126528,3.13
BK1016,汽车服务,1017.55,-1.45,-129173560,-11.31,-63444926,-5.55,-65728634,-5.75,10500032,0.92,118642752,10.38
BK1017,采掘行业,1042.18,-1.13,-136337871,-9.59,-102133677,-7.18,-34204194,-2.41,15271280,1.07,121066576,8.52
BK1020,非金属材料,1003.18,-0.8300000000000001,-140055799,-4.88,-27425159,-0.96,-112630640,-3.92,-19723008,-0.6900000000000001,155968464,5.43
BK0725,装修装饰,445.04,-0.74,-145356590,-7.95,-23962862,-1.31,-121393728,-6.64,-21288432,-1.16,166292336,9.09
BK0464,石油行业,5032.65,-1.15,-145460992,-4.41,-158226896,-4.8,12765904,0.39,-33623200,-1.02,179084208,5.43
BK0438,食品饮料,23863.69,0.2,-148472592,-1.54,-100779072,-1.04,-47693520,-0.49,-5537504,-0.06,150603472,1.56
BK0458,仪器仪表,12462.14,-1.12,-149017588,-3.18,-124619892,-2.66,-24397696,-0.52,14694560,0.31,132957696,2.84
BK0739,工程机械,1125.37,-1.1400000000000001,-149854688,-3.3,-93534416,-2.06,-56320272,-1.24,19992784,0.44,127703328,2.81
BK0475,银行,2837.32,-0.11,-164267568,-1.73,-71774816,-0.76,-92492752,-0.97,-118939696,-1.25,283207280,2.98
BK0422,物流行业,5986.26,-0.42,-179779280,-4.48,-123363376,-3.08,-56415904,-1.4100000000000001,18598544,0.46,161074896,4.02
BK0471,化纤行业,13357.74,-0.5700000000000001,-181846125,-7.01,-87850781,-3.39,-93995344,-3.62,-10994720,-0.42,193418352,7.46
BK1039,电子化学品,1418.6,-1.74,-188626082,-8.47,-49325266,-2.22,-139300816,-6.26,-58379712,-2.62,247005792,11.09
BK1034,电源设备,1928.02,-1.9,-190864148,-4.9,-50084020,-1.29,-140780128,-3.61,-65160272,-1.67,256024416,6.57
BK0429,交运设备,7708.31,-1.29,-203215395,-6.8100000000000005,-82285667,-2.76,-120929728,-4.05,54082080,1.81,147297568,4.94
BK1030,电机,1712.53,-1.4100000000000001,-216909167,-5.8100000000000005,-94837407,-2.54,-122071760,-3.27,-48241840,-1.29,270049760,7.23
BK0427,公用事业,7978.71,-2.14,-248032158,-11.11,-87927710,-3.94,-160104448,-7.17,-18162112,-0.81,266194256,11.92
BK1040,中药,1482.52,-0.52,-268821360,-4.05,-82701728,-1.25,-186119632,-2.8,-137515088,-2.07,406540544,6.12
BK0454,塑料制品,10734.37,-1.04,-292999112,-6.19,-78058568,-1.65,-214940544,-4.54,-6769072,-0.14,297893712,6.3
BK0465,化学制药,27352.55,-0.47000000000000003,-298718464,-3.33,-151229200,-1.69,-147489264,-1.65,-144097472,-1.6099999999999999,439224528,4.9
BK0728,环保行业,402.08,-1.19,-299501472,-4.6,-124829952,-1.92,-174671520,-2.69,-7259552,-0.11,303969072,4.67
BK0538,化学制品,22564.64,-0.66,-301508640,-2.09,-215943520,-1.5,-85565120,-0.59,344576,0.0,299652352,2.08
BK0732,贵金属,964.86,-1.23,-322853440,-4.96,-152610016,-2.34,-170243424,-2.62,-76930000,-1.18,399783456,6.14
BK0450,航运港口,8920.07,-0.73,-327371307,-10.59,-110121947,-3.56,-217249360,-7.03,81493344,2.64,247895600,8.02
BK0456,家电行业,16558.17,-1.05,-329009360,-3.14,-145488640,-1.3900000000000001,-183520720,-1.75,-1780992,-0.02,329890880,3.15
BK1027,小金属,1671.35,-1.2,-345732752,-4.71,-95223936,-1.3,-250508816,-3.41,-75241744,-1.03,420974512,5.74
BK0470,造纸印刷,8170.04,-1.22,-382394141,-11.03,-153248429,-4.42,-229145712,-6.61,22543856,0.65,358181152,10.33
BK0474,保险,1057.83,-1.87,-395242560,-11.59,-277474368,-8.14,-117768192,-3.45,69596896,2.04,325645648,9.55
BK0729,船舶制造,869.87,-2.59,-456231120,-9.78,-135882080,-2.91,-320349040,-6.87,-52862880,-1.13,509093984,10.91
BK0433,农牧饲渔,13910.63,-0.6900000000000001,-517800416,-7.01,-209358240,-2.83,-308442176,-4.17,5590256,0.08,512276144,6.93
BK0545,通用设备,26906.78,-1.1,-550335600,-2.52,24476512,0.11,-574812112,-2.63,-50825216,-0.23,510353408,2.33
BK0425,工程建设,21009.81,-0.88,-574285504,-6.87,-332361376,-3.98,-241924128,-2.9,50912160,0.61,523439936,6.27
BK0480,航天航空,39582.89,-1.8900000000000001,-628078686,-12.1,-314883838,-6.07,-313194848,-6.04,96174720,1.85,526474944,10.14
BK0736,通信服务,943.24,-1.83,-648647728,-8.39,-523612576,-6.78,-125035152,-1.62,225168384,2.91,423479344,5.48
BK0473,证券,114738.03,-0.84,-679307376,-6.39,-469507264,-4.42,-209800112,-1.97,156278960,1.47,523028416,4.92
BK0428,电力行业,16044.03,-1.23,-823289920,-8.17,-358680672,-3.56,-464609248,-4.61,84272192,0.84,739017728,7.33
BK0486,文化传媒,9079.7,-1.02,-919657040,-2.85,-302388048,-0.9400000000000001,-617268992,-1.9100000000000001,-235256576,-0.73,1153972992,3.5700000000000003
BK0457,电网设备,22741.62,-1.85,-1107884256,-6.61,-416412752,-2.48,-691471504,-4.12,-64755200,-0.39,1169974784,6.98
BK1038,光学光电子,1206.66,-2.25,-1109778096,-7.15,-325781648,-2.1,-783996448,-5.05,-142076160,-0.92,1250978816,8.06
BK0910,专用设备,2198.34,-1.29,-1124205920,-4.19,-272666720,-1.02,-851539200,-3.18,-31476992,-0.12,1142446080,4.26
BK1029,汽车整车,1307.71,-2.32,-1288534080,-7.87,-780032016,-4.76,-508502064,-3.1,-141736448,-0.87,1430270512,8.73
BK1046,游戏,1246.93,-2.94,-1778677568,-14.05,-988595456,-7.8100000000000005,-790082112,-6.24,73639824,0.58,1705037792,13.47
BK0735,计算机设备,1003.17,-2.07,-1996710144,-13.29,-1444788320,-9.62,-551921824,-3.67,378597376,2.52,1618223008,10.77
BK0481,汽车零部件,29381.04,-1.92,-2012888864,-5.8,-785079840,-2.26,-1227809024,-3.54,-243000064,-0.7000000000000001,2251694592,6.49
BK1037,消费电子,1097.82,-2.58,-2065638448,-9.83,-1434208304,-6.82,-631430144,-3.0,136478464,0.65,1928257536,9.17
BK0447,互联网服务,20142.13,-1.7000000000000002,-2490349024,-7.31,-904050400,-2.66,-1586298624,-4.66,62043648,0.18,2427692800,7.13
BK0459,电子元件,19116.23,-2.41,-2844070144,-9.39,-1489662976,-4.92,-1354407168,-4.47,287421696,0.9500000000000001,2535723264,8.37
BK1036,半导体,1321.34,-2.7800000000000002,-3484406432,-8.69,-1612343200,-4.02,-1872063232,-4.67,600292608,1.5,2880322560,7.18
BK0737,软件开发,852.23,-2.05,-3571526160,-8.55,-2533893904,-6.07,-1037632256,-2.48,124890624,0.30000000000000004,3444969472,8.25
BK0448,通信设备,11346.06,-2.92,-4624028416,-11.83,-3165009920,-8.1,-1459018496,-3.73,600557568,1.54,4021849344,10.29
